MAT.1.1	Yani yang tarsila ni Isa Almasi. Si Isa topo ni Daud, aw si Daud topo ni Ibrahim.
MAT.1.2	Si Ibrahim yang ama ni Isahak.
MAT.1.2	Si Isahak yang ama ni Yakob.
MAT.1.2	Si Yakob yang ama ni Yodah.
MAT.1.3	Yang mga anak ni Yodah si Paris aw si Sirah.
MAT.1.3	Yang ina nilan si Tamar.
MAT.1.3	Si Piris yang ama ni Isrom.
MAT.1.3	Si Isrom yang ama ni Aram.
MAT.1.4	Si Aram yang ama ni Aminadab.
MAT.1.4	Si Aminadab yang ama ni Nason.
MAT.1.4	Si Nason yang ama ni Salmon.
MAT.1.5	Si Salmon yang ama ni Booz. Yang ina ni Booz si Rahab.
MAT.1.5	Si Booz yang ama ni Obid. Yang ina ni Obid si Rot.
MAT.1.5	Si Obid yang ama ni Isai.
MAT.1.6	Aw si Isai yang ama ni Daud.
MAT.1.6	Si Daud yang ama ni Solayman. Yang ina ni Solayman yang dati na asawa ni Oriyas.
MAT.1.7	Si Solayman yang ama ni Robowam.
MAT.1.7	Si Robowam yang ama ni Abiyas.
MAT.1.7	Si Abiyas yang ama ni Asa.
MAT.1.8	Si Asa yang ama ni Yosapat.
MAT.1.8	Si Yosapat yang ama ni Yoram.
MAT.1.8	Si Yoram yang ama ni Osiyas.
MAT.1.9	Si Osiyas yang ama ni Yotam.
MAT.1.9	Si Yotam yang ama ni Akas.
MAT.1.9	Si Akas yang ama ni Isikiyas.
MAT.1.10	Si Isikiyas yang ama ni Manasi.
MAT.1.10	Si Manasi yang ama ni Amon.
MAT.1.10	Si Amon yang ama ni Yosiyas.
MAT.1.11	Si Yosiyas yang ama ni Ikoniyas 
MAT.1.12	Sikun sidtong pagdaa kanilan adto sang Babilon yani yang mga kaompowan na yakalista:
MAT.1.12	si Ikoniyas yang ama ni Salatiyal.
MAT.1.12	Si Salatiyal yang ama ni Sirobabil.
MAT.1.13	Si Sirobabil yang ama ni Abiyod.
MAT.1.13	Si Abiyod yang ama ni Iliyakim.
MAT.1.13	Si Iliyakim yang ama ni Asor.
MAT.1.14	Si Asor yang ama ni Sadok.
MAT.1.14	Si Sadok yang ama ni Akim.
MAT.1.14	Si Akim yang ama ni Iliyod.
MAT.1.15	Si Iliyod yang ama ni Iliyasar.
MAT.1.15	Si Iliyasar yang ama ni Matan.
MAT.1.15	Si Matan yang ama ni Yakob.
MAT.1.16	Si Yakob yang ama ni Yosop na bana ni Mariyam. Si Mariyam yang ina ni Isa na tyawag ng Almasi. 
MAT.1.17	Idto sagaw, yang kadaig ng mga katopowan sikun kang Nabi Ibrahim sampay da kang Soltan Daud sampoo aw opat. Aw sampoo aw opat oman yang kadaig ng mga katopowan sikun kang Soltan Daud taman sang wakto ng pagdaa kanilan adto sang Babilon. Aw sampoo aw opat oman yang kadaig ng mga katopowan sikun sidtong wakto na adto da silan sang Babilon taman sang pagkaotaw ni Isa Almasi.
MAT.1.18	Adon, maynini yang kyatamanan ng pagkaotaw ni Isa Almasi. Si Mariyam na ina nan, tawas ni Yosop. Awgaid sang wa pa silan akawina, yamabdus da si Mariyam sabap sang kabarakat ng Nyawa ng Tohan. 
MAT.1.19	Adon, si Yosop madyaw na otaw sang pagtanaw ng Tohan. Agaw, pagkatigam nan na mabdus da si Mariyam, di nan karim na akamomowaan yan sa atobangan ng mga otaw. Agaw yagadumdum yan na buagan nan si Mariyam ng sikrito.
