MAT.1.1	Haya ni masari ya wantu wa yukoo jwa Yesu *Masiya eyekuwa jwa sindo wa haju D̯aud̯i na Iburahimu.
MAT.1.2	Iburahimu kamuvyaa Isaka,
MAT.1.2	na Isaka kamuvyaa Yakobo.
MAT.1.2	Yakobo kamuvyaa Yud̯a na wanduguzwe.
MAT.1.3	Yud̯a kamuvyaa Perezi na Zera. (Mama jwao ekihanigwa Tamari).
MAT.1.3	Perezi kamuvyaa Ezironi,
MAT.1.3	na Ezironi kamuvyaa Ramu.
MAT.1.4	Ramu kamuvyaa Aminadabu,
MAT.1.4	na Aminadabu kamuvyaa Nahasoni.
MAT.1.4	Nahasoni kamuvyaa Salimoni, 
MAT.1.5	na Salimoni kamuvyaa Boazi. (Mamajwe Boazi ekihanigwa Rahabi).
MAT.1.5	Boazi kamuvyaa Obed̯i,
MAT.1.5	na Obed̯i kamuvyaa Yese. (Mamajwe Obed̯i ekihanigwa Ruti).
MAT.1.6	Yese kamuvyaa haju D̯aud̯i,
MAT.1.6	na haju D̯aud̯i kamuvyaa Sulemani. (Mamajwe Sulemani d̯ura ewa mukaza Uria).
MAT.1.7	Sulemani kamuvyaa Rehoboamu,
MAT.1.7	na Rehoboamu kamuvyaa Abiya.
MAT.1.7	Abiya kamuvyaa Asafi,
MAT.1.8	na Asafi kamuvyaa Yehosafati.
MAT.1.8	Yehosafati kamuvyaa Yoramu bibijwe Uzia.
MAT.1.9	Uzia kamuvyaa Yotamu,
MAT.1.9	na Yotamu kamuvyaa Ahazi.
MAT.1.9	Ahazi kamuvyaa Hezekia,
MAT.1.10	na Hezekia kamuvyaa Manase.
MAT.1.10	Manase kamuvyaa Amoni,
MAT.1.10	na Amoni kamuvyaa Yosia.
MAT.1.11	Yosia ewa bibijwe
MAT.1.11	Aḍe Yekonia na wanduguzwe wewa wavyajwa ngera ya Wayahud̯i weyohekwa na wakipfiikwa nsi ya Babeli.
MAT.1.12	Wayahud̯i wepfonuka na Babeli wakigala Yerusalemi,
MAT.1.12	Yekonia kamuvyaa Salatieli,
MAT.1.12	na Salatieli kamuvyaa Zerubabeli.
MAT.1.13	Zerubabeli kamuvyaa Abihud̯i,
MAT.1.13	na Abihud̯i kamuvyaa Eliakimu.
MAT.1.13	Eliakimu kamuvyaa Azuri,
MAT.1.14	na Azuri kamuvyaa Zad̯oki.
MAT.1.14	Zad̯oki kamuvyaa Akimu,
MAT.1.14	na Akimu kamuvyaa Eleudi.
MAT.1.15	Eleudi kamuvyaa Elieza,
MAT.1.15	na Elieza kamuvyaa Matani.
MAT.1.15	Matani kamuvyaa Yakobo,
MAT.1.16	na Yakobo kamuvyaa Yusufu muumewe Maria.
MAT.1.16	Na Maria ni mamajwe Yesu, huyu eyenahanwa Masiya.
MAT.1.17	Ndookomu haya haya masari yorejweyo, ni vivyazi kumi na vine hangu ngera ya Iburahimu mumpaka ngera ya haju D̯aud̯i. Na hangu ngera ya haju D̯aud̯i mumpaka ngera ya Wayahud̯i wahekejweyo na wakinjia kukaani Babeli, viwa ni vivyazi kumi na vine. Na hangu ngera wagaliyeyo kuyawa Babeli mumpaka kuvyajwa kwa huyu Masiya, pia viwa ni vivyazi kumi na vine.
