GEN.1.1	Yn y dechreuad y creodd 
GEN.1.2	A’r ddaear oedd afluniaidd a gwag, a thywyllwch oedd ar wyneb y dyfnder, ac Ysbryd 
GEN.1.3	A 
GEN.1.4	A 
GEN.1.5	A 
GEN.1.7	A 
GEN.1.8	A’r ffurfafen a alwodd 
GEN.1.10	A’r sychdir a alwodd 
GEN.1.11	A 
GEN.1.12	A’r ddaear a ddug egin, sef llysiau yn hadu had wrth eu rhywogaeth, a phrennau yn dwyn ffrwyth, y rhai y mae eu had ynddynt wrth eu rhywogaeth: a 
GEN.1.13	A’r hwyr a fu, a’r bore a fu, y trydydd dydd.
GEN.1.15	A byddant yn oleuadau yn ffurfafen y nefoedd, i oleuo ar y ddaear: ac felly y bu. 
GEN.1.16	A 
GEN.1.17	Ac yn ffurfafen y nefoedd y rhoddes 
GEN.1.18	Ac i lywodraethu’r dydd a’r nos, ac i wahanu rhwng y goleuni a’r tywyllwch: a gwelodd 
GEN.1.19	A’r hwyr a fu, a’r bore a fu, y pedwerydd dydd.
GEN.1.21	A 
GEN.1.22	A 
GEN.1.23	A’r hwyr a fu, a’r bore a fu, y pumed dydd.
GEN.1.25	A 
GEN.1.27	Felly 
GEN.1.28	 hefyd a’u bendigodd hwynt, a 
GEN.1.29	A 
GEN.1.30	Hefyd i bob bwystfil y ddaear, ac i bob ehediad y nefoedd, ac i bob peth a ymsymudo ar y ddaear, yr hwn y mae einioes ynddo, y bydd pob llysieuyn gwyrdd yn fwyd: ac felly y bu. 
GEN.1.31	A gwelodd 
GEN.2.1	Felly y gorffennwyd y nefoedd a’r ddaear, a’u holl lu hwynt. 
GEN.2.2	Ac ar y seithfed dydd y gorffennodd 
GEN.2.3	A 
GEN.2.4	Dyma genedlaethau y nefoedd a’r ddaear, pan grewyd hwynt, yn y dydd y gwnaeth yr 
GEN.2.5	A phob planhigyn y maes cyn ei fod yn y ddaear, a phob llysieuyn y maes cyn tarddu allan: oblegid ni pharasai yr 
GEN.2.6	Ond tarth a esgynnodd o’r ddaear, ac a ddyfrhaodd holl wyneb y ddaear. 
GEN.2.7	A’r 
GEN.2.8	Hefyd yr 
GEN.2.9	A gwnaeth yr 
GEN.2.10	Ac afon a aeth allan o Eden, i ddyfrhau yr ardd, ac oddi yno hi a rannwyd, ac a aeth yn bedwar pen. 
GEN.2.11	Enw y gyntaf yw Pison: hon sydd yn amgylchu holl wlad Hafila, lle y mae yr aur: 
GEN.2.12	Ac aur y wlad honno sydd dda: yno mae bdeliwm a’r maen onics. 
GEN.2.13	Ac enw yr ail afon yw Gihon: honno sydd yn amgylchu holl wlad Ethiopia. 
GEN.2.14	Ac enw y drydedd afon yw Hidecel: honno sydd yn myned o du’r dwyrain i Asyria: a’r bedwaredd afon yw Ewffrates. 
GEN.2.15	A’r 
GEN.2.16	A’r 
GEN.2.17	Ond o bren gwybodaeth da a drwg, na fwyta ohono; oblegid yn y dydd y bwytei di ohono, gan farw y byddi farw.
GEN.2.18	Hefyd yr 
GEN.2.19	A’r 
GEN.2.20	Ac Adda a enwodd enwau ar yr holl anifeiliaid, ac ar ehediaid y nefoedd, ac ar holl fwystfilod y maes: ond ni chafodd efe i Adda ymgeledd cymwys iddo. 
GEN.2.21	A’r 
GEN.2.22	A’r 
GEN.2.23	Ac Adda a ddywedodd, Hon weithian sydd asgwrn o’m hesgyrn i, a chnawd o’m cnawd i: hon a elwir gwraig, oblegid o ŵr y cymerwyd hi. 
GEN.2.24	Oherwydd hyn yr ymedy gŵr â’i dad, ac â’i fam, ac y glŷn wrth ei wraig: a hwy a fyddant yn un cnawd. 
GEN.2.25	Ac yr oeddynt ill dau yn noethion, Adda a’i wraig, ac nid oedd arnynt gywilydd.
GEN.3.1	A’r sarff oedd gyfrwysach na holl fwystfilod y maes, y rhai a wnaethai yr 
GEN.3.2	A’r wraig a ddywedodd wrth y sarff, O ffrwyth prennau yr ardd y cawn ni fwyta: 
GEN.3.3	Ond am ffrwyth y pren sydd yng nghanol yr ardd, 
GEN.3.4	A’r sarff a ddywedodd wrth y wraig, Ni byddwch feirw ddim. 
GEN.3.5	Canys gwybod y mae 
GEN.3.6	A phan welodd y wraig mai da oedd ffrwyth y pren yn fwyd, ac mai teg mewn golwg ydoedd, a’i fod yn bren dymunol i beri deall, hi a gymerth o’i ffrwyth ef, ac a fwytaodd, ac a roddes i’w gŵr hefyd gyda hi, ac efe a fwytaodd. 
GEN.3.7	A’u llygaid hwy ill dau a agorwyd, a hwy a wybuant eu bod yn noethion, ac a wniasant ddail y ffigysbren, ac a wnaethant iddynt arffedogau. 
GEN.3.8	A hwy a glywsant lais yr 
GEN.3.9	A’r 
GEN.3.10	Yntau a ddywedodd, Dy lais a glywais yn yr ardd; a mi a ofnais, oblegid noeth oeddwn, ac a ymguddiais. 
GEN.3.11	A dywedodd 
GEN.3.12	Ac Adda a ddywedodd, Y wraig a roddaist gyda mi, hi a roddodd i mi o’r pren, a mi a fwyteais. 
GEN.3.13	A’r 
GEN.3.14	A’r 
GEN.3.15	Gelyniaeth hefyd a osodaf rhyngot ti a’r wraig, a rhwng dy had di a’i had hithau: efe a ysiga dy ben di, a thithau a ysigi ei sawdl ef. 
