MAT.1.1	Ez Jézus Krisztus családfája. Jézus Dávid családjából származik, Dávid pedig Ábrahám családjából.
MAT.1.2	Ábrahám fia Izsák volt,
MAT.1.2	Izsák fia Jákób,
MAT.1.2	Jákób fiai pedig Júda és testvérei voltak.
MAT.1.3	Júda gyermekei Fáresz és Zerah voltak, akik Támártól születtek.
MAT.1.3	Fáresz fia Heszrón,
MAT.1.3	Heszrón fia pedig Arám volt.
MAT.1.4	Arám fia Aminádáb,
MAT.1.4	Aminádáb fia Nahson,
MAT.1.4	Nahson fia pedig Szalmón volt.
MAT.1.5	Szalmón fia Boáz volt, akit Ráháb szült.
MAT.1.5	Boáz fia Óbéd volt, akit Ruth szült.
MAT.1.5	Óbéd fia Isai volt.
MAT.1.6	Isai fia Dávid király volt.
MAT.1.6	Dávid fia pedig Salamon, akit Úriás felesége szült neki.
MAT.1.7	Salamon fia Roboám volt,
MAT.1.7	Roboám fia Abijjá,
MAT.1.7	Abijjá fia pedig Ászá.
MAT.1.8	Ászá fia Jósafát,
MAT.1.8	Jósafát fia Jórám,
MAT.1.8	Jórám fia Uzziás volt,
MAT.1.9	Uzziás fia Jótám,
MAT.1.9	Jótám fia Áház,
MAT.1.9	Áház fia pedig Ezékiás volt.
MAT.1.10	Ezékiás fia Manassé,
MAT.1.10	Manassé fia Ámón,
MAT.1.10	Ámón fia Jósiás volt.
MAT.1.11	Jósiásnak a babiloni fogságbavitel idején született gyermekei: Jekonjás és testvérei.
MAT.1.12	A babiloni fogságbavitel után Jekonjásnak fia született: Sealtiél.
MAT.1.12	Sealtiél fia Zerubbábel volt.
MAT.1.13	Zerubbábel fia Abihud,
MAT.1.13	Abihud fia Eljákim,
MAT.1.13	Eljákim fia pedig Azzur volt.
MAT.1.14	Azzur fia Cádók,
MAT.1.14	Cádók fia Jákin,
MAT.1.14	Jákin fia Elihud volt.
MAT.1.15	Elihud fia Eleázár,
MAT.1.15	Eleázár fia Mattán,
MAT.1.15	Mattán fia pedig Jákób volt.
MAT.1.16	Jákób fia József volt,
MAT.1.16	annak a Máriának a férje,
MAT.1.16	akitől Jézus, a Krisztus született.
MAT.1.17	A nemzedékek száma tehát: Ábrahámtól Dávidig tizennégy nemzedék, Dávidtól a babiloni fogságbavitelig szintén tizennégy nemzedék, a babiloni fogságbaviteltől Krisztus születéséig pedig ismét tizennégy nemzedék.
MAT.1.18	Jézus anyja Mária volt. Jézus születése pedig így történt: Mária József jegyese volt. De még mielőtt összeházasodtak volna, kiderült, hogy Mária gyermeket vár a Szent Szellemtől.
MAT.1.19	József, Mária vőlegénye, istenfélő ember volt, és mivel nem akarta megszégyeníteni Máriát, úgy gondolta, hogy titokban bontja fel a jegyességet.
MAT.1.20	Miközben ezen gondolkodott, megjelent neki álmában az Úr angyala, és ezt mondta: „József, Dávid fia! Ne félj feleségül venni Máriát, mert a benne növekvő gyermek a Szent Szellemtől van!
MAT.1.21	Fiút szül majd, akit nevezz el Jézusnak
MAT.1.22	Mindez azért történt, hogy beteljesedjen, amit az Úr mondott a próféta által:
MAT.1.23	„Nézzétek! A szűz gyermeket vár, és fiút fog szülni,
MAT.1.23	akinek Immánuel lesz a neve.”
MAT.1.23	Ez a név azt jelenti: „Isten velünk van”.
MAT.1.24	Amikor József felébredt az álomból, mindent úgy tett, ahogy az Úr angyala parancsolta. Feleségül vette Máriát,
MAT.1.25	de nem volt közöttük testi kapcsolat, amíg Mária meg nem szülte fiát, akinek József a „Jézus” nevet adta.
MAT.2.1	Jézus Júdeában, Betlehem városában született, Heródes király uralkodása idején. Ekkor bölcsek érkeztek keletről Jeruzsálembe,
MAT.2.2	és azt kérdezték: „Hol van a zsidók királya, aki most született? Azért jöttünk, hogy imádjuk őt. Láttuk a csillagát, amely a születését jelezte, ahogy keleten felkelt.”
MAT.2.3	Amikor Heródes király ezt meghallotta, nyugtalankodni kezdett, és vele együtt Jeruzsálem egész népe is.
MAT.2.4	Heródes összehívta a nép minden főpapját és törvénytanítóját. Megkérdezte tőlük, hogy hol kell megszületnie a Krisztusnak.
MAT.2.5	„A júdeai Betlehemben — válaszolták — mert ezt írta erről a próféta:
MAT.2.6	»Betlehem, Júda földjén,
MAT.2.6	nem te vagy a legkisebb Júda vezető városai között,
MAT.2.6	mert belőled származik majd az uralkodó,
MAT.2.6	aki pásztora lesz népemnek, Izráelnek.«”
MAT.2.7	Ekkor Heródes titokban magához hívatta a bölcseket, és aprólékosan kikérdezte őket, hogy mikor látták először a csillagot.
MAT.2.8	Ezután elküldte őket Betlehembe. „Menjetek el — mondta nekik — és tudjatok meg mindent a gyermekről! Ha megtaláljátok, hozzatok nekem hírt róla, hogy én is elmehessek, és imádjam őt!”
MAT.2.9	A bölcsek meghallgatták a királyt, majd útra keltek. A csillag, amelyet már keleten is láttak, előttük ment, majd megállt a hely fölött, ahol a gyermek volt.
MAT.2.10	Amikor a bölcsek meglátták a csillagot, nagyon megörültek.
MAT.2.11	Bementek a házba, és meglátták a gyermeket anyjával, Máriával. Leborultak a gyermek előtt, és imádták őt. Majd felnyitották kincsesládáikat, és ajándékokat adtak a gyermeknek: aranyat, tömjént és mirhát
MAT.2.12	Isten azonban álmukban figyelmeztette őket, hogy ne menjenek vissza Heródeshez, ezért más úton tértek vissza a hazájukba.
MAT.2.13	Miután a bölcsek elmentek, Józsefnek álmában megjelent az Úr angyala, és ezt mondta: „Kelj fel, vedd a gyermeket és anyját, menekülj Egyiptomba, és maradj ott, amíg ismét szólok neked! Heródes ugyanis keresni fogja a gyermeket, hogy megölje.”
MAT.2.14	József fel is kelt, és még azon az éjjelen a gyermekkel és anyjával együtt Egyiptomba indult.
MAT.2.15	Ott maradt egészen Heródes haláláig. Így teljesedett be, amit az Úr mondott a próféta által: „Egyiptomból hívtam ki a fiamat.”
MAT.2.16	Amikor Heródes felismerte, hogy a bölcsek túljártak az eszén, őrjöngött dühében. Majd parancsot adott, hogy öljenek meg minden kétéves, vagy annál fiatalabb fiút Betlehemben és annak környékén. A bölcsektől ugyanis megtudta, hogy ennyi idős lehetett a gyermek.
MAT.2.17	Ekkor teljesedett be, amit Isten Jeremiás próféta által mondott:
MAT.2.18	„Kiáltozás hallatszott Rámában,
MAT.2.18	nagy sírás és jajgatás:
MAT.2.18	Ráhel siratta gyermekeit,
MAT.2.18	és nem akart megvigasztalódni,
MAT.2.18	mert a gyermekei halottak.”
MAT.2.19	Amikor Heródes meghalt, József Egyiptomban volt. Megjelent neki az Úr angyala álmában,
MAT.2.20	és ezt mondta: „Kelj fel, vedd a gyermeket és anyját, és térj vissza Izráel földjére, mert akik meg akarták ölni a gyermeket, már meghaltak!”
MAT.2.21	Ekkor József felkelt, elindult a gyermekkel és anyjával, és visszatért Izráel földjére.
MAT.2.22	Meghallotta, hogy Júdeában Arkhelaosz uralkodik, aki az apját, Nagy Heródest követte a trónon. József emiatt nem mert Júdeába menni. Akkor az Úr ismét szólt hozzá álmában. Ezért József Galileába,
MAT.2.23	Názáret városába költözött. Így teljesedett be, amit Isten a próféták által mondott: „Názáretinek fogják majd nevezni.”
MAT.3.1	Abban az időben jelent meg Bemerítő János Júdea pusztájában, és ezt mondta mindenkinek:
MAT.3.2	„Változtassátok meg a gondolkodásotokat és az életeteket, mert közel van már a Menny Királysága!”
