MAT.1.1	Родослов Исуса Христа, сина Давидовог, сина Авраамовог:
MAT.1.2	Аврааму се родио Исаак,
MAT.1.2	Исааку се родио Јаков,
MAT.1.2	Јакову су се родили Јуда и његова браћа.
MAT.1.3	Јуди је Тамара родила Фареса и Зару.
MAT.1.3	Фаресу се родио Есром,
MAT.1.3	Есрому се родио Арам.
MAT.1.4	Араму се родио Аминадав,
MAT.1.4	Аминадаву се родио Наасон,
MAT.1.4	Наасону се родио Салмон.
MAT.1.5	Салмону је Рахава родила Вооза,
MAT.1.5	Воозу је Рута родила Јовида,
MAT.1.5	Јовиду се родио Јесеј.
MAT.1.6	Јесеју се родио цар Давид.
MAT.1.6	Давиду је Уријина жена родила Соломона.
MAT.1.7	Соломону се родио Ровоам,
MAT.1.7	Ровоаму се родио Авија,
MAT.1.7	Авији се родио Асаф.
MAT.1.8	Асафу се родио Јосафат,
MAT.1.8	Јосафату се родио Јорам,
MAT.1.8	Јораму се родио Озија.
MAT.1.9	Озији се родио Јоатам,
MAT.1.9	Јоатаму се родио Ахаз,
MAT.1.9	Ахазу се родио Езекија.
MAT.1.10	Езекији се родио Манасија,
MAT.1.10	Манасији се родио Амос,
MAT.1.10	Амосу се родио Јосија.
MAT.1.11	Јосији су се родили Јехонија
MAT.1.12	После изгнанства у Вавилон, Јехонији се родио Салатиил,
MAT.1.12	Салатиилу се родио Зоровавел.
MAT.1.13	Зоровавелу се родио Авијуд,
MAT.1.13	Авијуду се родио Елијаким,
MAT.1.13	Елијакиму се родио Азор.
MAT.1.14	Азору се родио Садок,
MAT.1.14	Садоку се родио Ахим,
MAT.1.14	Ахиму се родио Елијуд.
MAT.1.15	Елијуду се родио Елеазар,
MAT.1.15	Елеазару се родио Матан,
MAT.1.15	Матану се родио Јаков.
MAT.1.16	Јакову се родио Јосиф, муж Марије која је родила Исуса званог Христос.
MAT.1.17	У свему, дакле, од Авраама до Давида четрнаест поколења, од Давида до изгнанства у Вавилон четрнаест поколења, и од изгнанства у Вавилон до Христа четрнаест поколења.
MAT.1.18	А рођење Исуса Христа било је овако: Његова мајка Марија била је верена са Јосифом, али пре него што су се венчали, показа се да је зачела од Светога Духа.
MAT.1.19	Њен муж Јосиф, пошто је био праведан човек, није хтео да је извргне срамоти, па одлучи да је тајно напусти.
MAT.1.20	Али, док је он још о томе размишљао, у сну му се појави Господњи анђео и рече: »Јосифе, сине Давидов, не бој се да узмеш Марију за жену, јер је оно што је у њој зачето од Светога Духа.
MAT.1.21	Родиће сина, а ти ћеш му дати име Исус
MAT.1.22	Све се то догодило да се испуни оно што је Господ рекао преко пророка:
MAT.1.23	»Ево, девица ће зачети и родити сина,
MAT.1.23	и даће му име Емануил«
MAT.1.23	— што значи »Бог је с нама«.
MAT.1.24	Када се Јосиф пробудио из сна, учини како му је Господњи анђео заповедио и узе Марију да му буде жена,
MAT.1.25	али није с њом спавао док није родила сина, коме даде име Исус.
MAT.2.1	Када се Исус родио у Витлејему, у Јудеји, за време владавине цара Ирода, дођоше неки мудраци са истока у Јерусалим
MAT.2.2	и упиташе: »Где је новорођени цар Јудеја? Видели смо његову звезду како излази
MAT.2.3	Када је цар Ирод то чуо, веома се узнемири — а с њим и сав Јерусалим —
MAT.2.4	па он окупи све првосвештенике и учитеље закона и упита их где Христос треба да се роди.
MAT.2.5	»У Витлејему, у Јудеји«, рекоше му они, »јер је пророк овако написао:
MAT.2.6	‚А ти Витлејеме, у земљи Јудиној,
MAT.2.6	нипошто ниси најмањи међу јудејским кнежевинама,
MAT.2.6	јер ће из тебе изаћи владар
MAT.2.6	који ће бити пастир мога народа, Израела.‘«
MAT.2.7	Тада Ирод тајно позва к себи оне мудраце и од њих сазна тачно време када се звезда појавила.
MAT.2.8	Онда их посла у Витлејем, рекавши: »Идите и помно се распитајте о детету. А кад га нађете, јавите ми, да и ја одем да му се поклоним.«
MAT.2.9	Они саслушаше цара и одоше. А звезда коју су видели како излази ишла је пред њима док није стала изнад места где је било дете.
MAT.2.10	Када су видели звезду, веома се обрадоваше.
MAT.2.11	Уђоше у кућу и угледаше дете с његовом мајком Маријом, па падоше ничице и поклонише му се. Онда отворише своје ковчеге и принеше му дарове: злато, тамјан и смирну.
MAT.2.12	А пошто су у сну били упозорени да се не враћају Ироду, они се другим путем вратише у своју земљу.
MAT.2.13	Када су они отишли, Јосифу се у сну појави Господњи анђео и рече му: »Спреми се, узми дете и његову мајку и бежи у Египат. Тамо остани док ти не кажем, јер ће Ирод тражити дете да га убије.«
MAT.2.14	И Јосиф се спреми, па ноћу узе дете и његову мајку и крену у Египат,
MAT.2.15	где остаде све до Иродове смрти — да се испуни оно што је Господ рекао преко пророка:
MAT.2.15	»Из Египта позвах свога сина.«
MAT.2.16	Када је видео да су га мудраци преварили, Ирод се веома разбесне, па нареди да се у Витлејему и околини побију сва мушка деца од две године и млађа, према времену које је сазнао од мудраца.
MAT.2.17	Тада се испунило оно што је речено преко пророка Јеремије:
MAT.2.18	»У Рами се чује глас,
MAT.2.18	плач и кукњава велика.
MAT.2.18	Рахиља оплакује своју децу
MAT.2.18	и неће да се утеши, јер их више нема.«
MAT.2.19	Када је Ирод умро, у Египту се Јосифу у сну појави Господњи анђео
MAT.2.20	и рече: »Спреми се, узми дете и његову мајку, па иди у Израел, јер су умрли они који су детету хтели да одузму живот.«
MAT.2.21	И Јосиф се спреми, узе дете и његову мајку и оде у Израел.
MAT.2.22	Али, када је чуо да у Јудеји, место свога оца Ирода, влада Архелај, плашио се да онамо оде. Упозорен у сну, крену у галилејску област,
MAT.2.23	а када је стигао, настани се у граду који се зове Назарет. Тако се испунило оно што је речено преко пророка: »Зваће се Назарећанин.«
MAT.3.1	Тих дана дође Јован Крститељ. Проповедао је у јудејској пустињи,
MAT.3.2	говорећи: »Покајте се, јер се приближило Царство небеско!«
MAT.3.3	А Јован је онај о коме је говорио пророк Исаија када је рекао:
MAT.3.3	»Глас онога који виче у пустињи:
MAT.3.3	‚Припремите пут Господњи,
MAT.3.3	поравнајте му стазе!‘«
MAT.3.4	Јованова одећа је била од камиље длаке, а око бокова је носио кожни појас. Храна су му били скакавци и дивљи мед.
MAT.3.5	К њему су долазили људи из Јерусалима, целе Јудеје и свих крајева око реке Јордан
MAT.3.6	и признавали
MAT.3.7	Када је Јован видео да многи фарисеји и садукеји долазе да се крсте, рече им: »Змијски породе! Ко вас је упозорио да избегнете гнев који предстоји?
MAT.3.8	Донесите плод достојан покајања
