MAT.1.1	Ježíšův rodokmen sahá přes Davida až k Abrahamovi.
MAT.1.2	Abraham – Izák
MAT.1.2	Izák – Jákob
MAT.1.3	Jákob – Juda (a bratři)
MAT.1.3	Juda – Peres a Zerach (matka Támar)
MAT.1.3	Peres – Chesrón
MAT.1.3	Chesrón – Rám
MAT.1.4	Rám – Amínadab
MAT.1.4	Amínadab – Nachšón
MAT.1.4	Nachšón – Salmón
MAT.1.5	Salmón – Bóaz (matka: Rachab)
MAT.1.5	Bóaz – Obéd (matka: Rút)
MAT.1.5	Obéd – Jišaj
MAT.1.6	Jišaj – David (král)
MAT.1.6	David – Šalomoun (matka: Batšeba)
MAT.1.7	Šalomoun – Rechabeám
MAT.1.7	Rechabeám – Abijám
MAT.1.7	Abijám – Ása
MAT.1.8	Ása – Jóšafat
MAT.1.8	Jóšafat – Jóram
MAT.1.8	Jóram – Uzijáš
MAT.1.9	Uzijáš – Jótam
MAT.1.9	Jótam – Achaz
MAT.1.9	Achaz – Chizkijáš
MAT.1.10	Chizkijáš – Menaše
MAT.1.10	Menaše – Ámon
MAT.1.10	Ámon – Jóšijáš
MAT.1.11	Jóšijáš – Jechoniáš
MAT.1.12	Jekonjáš a jeho bratři.
MAT.1.12	Babylónské zajetí –
MAT.1.12	Jekonjáš – Šealtíel
MAT.1.12	Šealtíel – Zerubábel
MAT.1.13	Zerubábel – Abiud
MAT.1.13	Abiud – Eljakim
MAT.1.13	Eljakim – Azór
MAT.1.14	Azór – Sádok
MAT.1.14	Sádok – Achim
MAT.1.14	Achim – Eliud
MAT.1.15	Eliud – Eleazar
MAT.1.15	Eleazar – Mattan
MAT.1.15	Mattan – Jákob
MAT.1.16	Jákob – Josef
MAT.1.16	Josef (muž Marie)
MAT.1.16	JEŽÍŠ KRISTUS (narozen z Marie).
MAT.1.16	Rodokmen uzavírá Josef, manžel Marie, které se narodil Ježíš – Boží Syn.
MAT.1.17	Od praotce Abrahama k Davidovi je to čtrnáct generací, dále čtrnáct generací od Davida po babylónské zajetí a od zajetí v Babylóně až ke Kristu také čtrnáct.
MAT.1.18	S narozením Ježíše Krista to bylo takto: Ježíšova matka Marie byla zasnoubena s Josefem. Dříve, než se vzali, se však ukázalo, že bude matkou. 
MAT.1.19	Josef byl ohleduplný muž a nechtěl Marii vystavit veřejné hanbě, proto se rozhodl, že se s ní rozejde. 
MAT.1.20	Když o tom uvažoval, ukázal se mu ve snu Boží posel a řekl: „Josefe, Davidův synu, neboj se vzít si Marii. Co v ní bylo počato, je z Ducha svatého. 
MAT.1.21	Porodí syna a dáš mu jméno Ježíš. On vysvobodí svůj lid z moci zla. 
MAT.1.22	Těmito událostmi se splní předpověď proroka Izajáše: 
MAT.1.23	‚Slyšte! Panna bude těhotná a porodí syna. Budete mu říkat Immanuel, to znamená: Bůh je s námi.‘ “
MAT.1.24	Když se Josef probudil, udělal vše tak, jak mu přikázal Boží posel, a oženil se s Marií. 
MAT.1.25	Ale nežil s ní manželsky až do doby, kdy se jí narodil syn, kterému dal jméno Ježíš.
MAT.2.1	Ježíš se narodil v Betlémě v Judsku za vlády krále Heroda. V té době přijeli do Jeruzaléma učenci z východní země a vyptávali se: 
MAT.2.2	„Kde je ten židovský král, který se právě narodil? Viděli jsme na východě jeho hvězdu a přišli jsme se mu poklonit.“
MAT.2.3	Tato novina velmi znepokojila krále Heroda, a nejen jeho, ale i všechny obyvatele Jeruzaléma. 
MAT.2.4	Král svolal všechny přední kněze a učitele zákona a ptal se jich, kde se má narodit Kristus. 
MAT.2.5	Oni mu odpověděli: „V Betlémě v Judsku. Prorok to předpověděl:
MAT.2.6	‚Betléme, nejsi poslední v Judsku,
MAT.2.6	z tebe vyjde vévoda,
MAT.2.6	který se bude starat o můj lid
MAT.2.6	jako pastýř o ovce.‘ “
MAT.2.7	Herodes si učence z východu tajně pozval a podrobně se jich vyptával, kdy se ta hvězda objevila. Poslal je do Betléma a pověřil je úkolem: 
MAT.2.8	„Jděte a důkladně zjistěte vše o tom dítěti, a až je najdete, přijďte mi to oznámit; půjdu se mu také poklonit.“
MAT.2.9	Učenci krále vyslechli a vydali se na cestu.
MAT.2.9	A hle! Hvězda, kterou viděli na východě, jim ukazovala cestu až k místu, kde bylo dítě. 
MAT.2.10	Měli z toho nevýslovnou radost. 
MAT.2.11	Vešli do domu a našli tam dítě s jeho matkou Marií. Padli před ním na kolena, klaněli se mu a dali mu vzácné dary – zlato, kadidlo a drahocenný olej. 
MAT.2.12	Ve snu je však Bůh varoval, aby se nevraceli k Herodovi. Zvolili tedy jinou zpáteční cestu.
MAT.2.13	Po odchodu učenců měl Josef sen, ve kterém mu anděl přikázal: „Vstaň, vezmi dítě a jeho matku a uteč s nimi do Egypta; tam zůstaň, dokud ti neřeknu. Herodes bude totiž pátrat po dítěti, aby je připravil o život.“ 
MAT.2.14	Josef hned v noci vstal, vzal dítě i matku a vydal se s nimi do Egypta. 
MAT.2.15	Tam byli až do smrti krále Heroda. Splnila se tím Boží předpověď vyslovená prorokem: „Z Egypta jsem povolal svého syna.“
MAT.2.16	Když Herodes poznal, že ho východní učenci zklamali, velmi se rozhněval a dal pobít v Betlémě a okolí všechny chlapce do stáří dvou let. Tento věk odhadl podle výpovědi učenců. 
MAT.2.17	Tehdy se vyplnilo Jeremjášovo proroctví:
MAT.2.18	„Slyším nářek,
MAT.2.18	pláč a bědování.
MAT.2.18	To matka oplakává své syny
MAT.2.18	a nedá se utěšit,
MAT.2.18	protože jsou mrtví.“
MAT.2.19	Když Herodes zemřel, znovu se ukázal Josefovi ve snu anděl 
MAT.2.20	a vybídl ho: „Vezmi dítě i jeho matku a vrať se do izraelské země, protože už zemřeli ti, kteří usilovali o život dítěte.“ 
MAT.2.21	Josef poslechl a vrátili se. 
