MAT.1.1	Kimta ma kimta kamonai na Yesu Keriso
MAT.1.2	Abraham natuna na Aisiki,
MAT.1.2	ma Aisiki natuna na Jeikap,
MAT.1.2	ma Jeikap natunatuna na Juda titina yoghoyogho yavata,
MAT.1.3	Ma Juda natunatuna na Peres ma Zera, ma i maduwa na Tama,
MAT.1.3	ma Peres natuna na Hesron,
MAT.1.3	ma Hesron natuna na Ram.
MAT.1.4	Ma Ram natuna na Aminadab,
MAT.1.4	ma Aminadab natuna na Nason,
MAT.1.4	ma Nason natuna na Samon,
MAT.1.5	ma Samon kawana na Reiyab ma natusi na Bowas,
MAT.1.5	ma Bowas kawana na Ruti ma natusi na Obedi,
MAT.1.5	ma Obedi natuna na Jesi,
MAT.1.6	ma Jesi natuna na Kiivavo David.
MAT.1.6	Ma David na Uraya kwapurina iravaghi ma ivi tuwa da natusi na Soromon,
MAT.1.7	ma Soromon natuna na Reyobowam,
MAT.1.7	ma Reyobowam natuna na Abiya,
MAT.1.7	ma Abiya natuna na Asa,
MAT.1.8	ma Asa natuna na Jospat,
MAT.1.8	ma Jospat natuna na Jeyoram,
MAT.1.8	ma Jeyoram natuna na Usaya,
MAT.1.9	ma Usaya natuna na Jotam,
MAT.1.9	ma Jotam natuna na Ahas,
MAT.1.9	ma Ahas natuna na Hesekaya,
MAT.1.10	ma Hesekaya natuna na Manase,
MAT.1.10	ma Manase natuna na Amon,
MAT.1.10	ma Amon natuna na Josaya,
MAT.1.11	ma Josaya natunatuna na Jekonaya titina yoghoyogho yavata. Nani maranai Babilon damsi ipisi ma Israel damsi ipatumisi ma irutinisi ku Babilon da kubiisi ita biga.
MAT.1.12	Nani dobunai Jekonaya natuna Seletiyel itupuwa,
MAT.1.12	ma Seletiyel natuna na Zerubabel,
MAT.1.13	ma Zerubabel natuna na Abiudi,
MAT.1.13	ma Abiudi natuna na Eliyakim,
MAT.1.13	ma Eliyakim natuna na Aso,
MAT.1.14	ma Aso natuna na Zadok,
MAT.1.14	ma Zadok natuna na Akim,
MAT.1.14	ma Akim natuna na Eriyudi,
MAT.1.15	ma Eriyudi natuna na Eriyesa,
MAT.1.15	ma Eriyesa natuna na Matan,
MAT.1.15	ma Matan natuna na Jeikap,
MAT.1.16	ma Jeikap natuna na Josepa.
MAT.1.16	Ma Josepa kawana Meri ivi tuwa da Yesu, ma tuna na God ina Vivinevine Wawayina.
MAT.1.17	Abraham ina kimtiyai da David ina ku kimta nani kamonai na kimta ivi 14. Ma bade David ina kimtiyai da Jekonaya ina ku kimta (ti damsi na irutinisi ku Babilon) na nani kamonai kimta ivi 14. Ma bade Babilon murinai da Keriso ina ku mara nani kamonai na kimta ivi 14.
MAT.1.18	Yesu Keriso na weni nakanani itupuwa. Ina maduwa Meri na Josepa kana vopapara. Muriyai da ita ravaghi na Meri damina iviiya da Kanuma Vovokaravina ina rewapanai iropeya.
MAT.1.19	Ma Josepa na tomowa maninina, tuna kubiine maranai akova iviiya da Meri na roperopeyina, nota iviiya da gavugavunai ita voterei. Ma ke wawaya matasiyai ita berai da Meri iti avaberowei. 
MAT.1.20	Nakanani nuwanuwana ivivi tetei ma ina matu kamonai Bada ina aneya kurina inekiibau. Ivona bo, “Josepa, tam David tupurereghina, Meri kuna ravaghi da kawam. Ke kuna yabumana, iyamna Kanuma Vovokaravina ina rewapanai iropeya. 
MAT.1.21	Meri ini tuwa da natuna tomowa ma kuni vavei Yesu,
MAT.1.22	Weni berasi peyarina ivi debei da aviyavisina rorova mara katamaninai God peroveta Aisaya kurina ivi sisiyei da ita tupuwa na itupuwa. Aisaya weni nakanani igiruma, ivona bo, 
MAT.1.23	“Kovi yana, wiwike gubugubu na ke meyani tomowa damina ita viiya, ma kegha da ina ropeya da natuna tomowa ini tuwei. Ini vavei Imanuweru.” Nani vavana iyamna, “God gwabitiyai emakamakai.”
MAT.1.24	Vaghina ma, Josepa irumataka ma aviyavisina aneya ivonavonei na peyarina iberai. Meri irutini 
MAT.1.25	da yavata imakamakai. Nani kamonai Josepa, Meri damina ke ita viiya, ikoyakoyaghi da iti tuwa. Ma ivi tuwa da natuna tomowa ma Josepa tomowa kikei ivi vavei Yesu.
