MAT.1.1	Pãtɩ́ hũŋgi khɛɛrɩ ɩ̃ ná nanɩ Yésú 
MAT.1.2	Ábráhámɩná hũni 
MAT.1.2	Ízákɩrá yaa hũni 
MAT.1.2	Jakɔ́pɩrá yaa hũni 
MAT.1.3	Júdará yaa hũni Támâarná, Pɛ́ɛrɛ́zɩ ná Zéerá;
MAT.1.3	Pɛ́ɛrɛ́zɩ̌ɩ yaa hũni Ɛ́sɩ́rɔ́m, Ɛ́sɩ́rɔ́mɩná yaa hũni Arámɩ,
MAT.1.4	Arámɩná yaa hũni Ámínádábɩ,
MAT.1.4	Ámínádábɩrá yaa hũni Násɔ́nɩ,
MAT.1.4	Násɔ̂ɔnná yaa hũni Sálmɔ́nɩ,
MAT.1.5	Sálmɔ́nɩná yaa hũni Arahábɩrá Bówázɩ;
MAT.1.5	Bówázɩrá yaa hũni Urútirá Óbɛ́dɩ;
MAT.1.5	Óbɛ́dɩrá yaa hũni Jésé,
MAT.1.6	Jésérá yaa hũni ɩthakho Davíti.
MAT.1.6	Davítirá yee Úrí wá harɩ ʋ́ ʋ huuri yɛ sɛ́ɛ wɛrɩ, ɩ̃ hũni ʋ́ bʋ 
MAT.1.7	Sálómɔ́ná yaa hũni Óróbówám,
MAT.1.7	Óróbówámɩná yaa hũni Ábɩ́yá,
MAT.1.7	Ábɩ́yárá yaa hũni Ázáfɩ,
MAT.1.8	Ázáfɩrá yaa hũni Józáfátɩ,
MAT.1.8	Józáfátɩrá yaa hũni Jórám,
MAT.1.8	Jórámɩná yaa hũni Ózɩ́yásɩ,
MAT.1.9	Ózɩ́yásɩrá yaa hũni Jówátám,
MAT.1.9	Jówátámɩná yaa hũni Ákázɩ,
MAT.1.9	Ákázɩrá yaa hũni Ézékɩ́yásɩ,
MAT.1.10	Ézékɩ́yásɩrá yaa hũni Mánásé,
MAT.1.10	Mánásérá yaa hũni Ámɔ́sɩ,
MAT.1.10	Ámɔ́sɩrá yaa hũni Józɩ́yásɩ,
MAT.1.11	Józɩ́yásɩrá yaa hũni Jékóníyá ná ʋ́ khɩ̃nɩbɩra.
MAT.1.11	Ʋ́ waatɩrá pɩ kɔ́'rɩ Ísíráyɛ́l bibi ɩ̃ yóo bí donso 
MAT.1.12	Ɩ̃ kɔ́rɩ́ gɩ tɩ́ pɩ nannɩ ní Bábílɔ́nɩná ɩ̃ ná nanɩ waatɩ ʋ́ pɩ fɩ́'rɩ baa wɛrɩ,
MAT.1.12	Jékóníyárá hũni Sálátɩ́yɛ́l,
MAT.1.12	Sálátɩ́yɛ́lná yaa hũni Zóróbábɛ́l,
MAT.1.13	Zóróbábɛ́lná yaa hũni Ábíyúdi,
MAT.1.13	Ábíyúdirá yaa hũni Élíyákím,
MAT.1.13	Élíyákíminá yaa hũni Ázɔ́ɔrɩ,
MAT.1.14	Ázɔ̂ɔrná yaa hũni Sádɔ́kɩ,
MAT.1.14	Sádɔ́kɩrá yaa hũni Ákím,
MAT.1.14	Ákíminá yaa hũni Élíyúdi,
MAT.1.15	Élíyúdirá yaa hũni Élíyázáarɩ,
MAT.1.15	Élíyázáarná yaa hũni Mátán,
MAT.1.15	Mátâanná yaa hũni Jakɔ́pɩ,
MAT.1.16	Jakɔ́pɩrá yaa hũni Márɩ́yámu wá khoo Jozɛ́fɩ.
MAT.1.16	Márɩ́yámuná yaa hũni Yésú ʋ́ pɩ yɩ́' 
MAT.1.17	A wɔ́nnɩ́ kha' ɩ̃ kɔ́rɩ́ gɩ Ábráhámɩná ɩ̃ ná nanɩ Davítirá, 
MAT.1.18	Pãtɩ́ pɩ hũnni Yésú Kírísi yóo ú wɛra. Ʋ́ nɩ́ɲáa Márɩ́yámu wá 
MAT.1.19	Jozɛ́fɩ dé-uyaama nɩ́' termemmi, tɩ́rá yɛɛrɩ ʋ́ kha' ma sɛ́yɔɔ. Yɛ mʋ́ ʋ yɛ wɛ̂ɛ bɛɛ dé ma hasɩ' ʋ́ ɲísígi wa wɛrɩ, ʋ́ kha' ma kóo sɛ́yɔɔ. 
MAT.1.20	Mʋ́ Jozɛ́fɩra yɛ sɩ́ kã́kásɩnɛ wɛrɩ, ʋ́ ɲáa 
MAT.1.21	Ʋ ba hũmma bikhoo, ʋ́ yɩ́sɔɔ Yésú, pébu, ʋ́râa ba hɩ̃́ŋ ʋ́ nɩ́pɩrɩ pɩ́ mɩ́pɩ̃́ɩɲɩnɛ.
MAT.1.22	Ɩ́sɛ̌ɛ bɛ̂ɛ' nannɩma ɩ̃ mákɩ́rá pãtɩ́ Tamaŋ Yékírí yɛɛra 
MAT.1.23	;
MAT.1.24	Mʋ́ Jozɛ́fɩ yɩ́ɩbɩ́nnɩ yaa wɛrɩ, ʋ́ khɛɛ ʋ́ hannɩ pãtɩ́ Tamǎaŋ mɩnɩgɩ kha'rɩ wɛrɩ, 
