MAT.1.1	Ɛngɛ nê nzɔng ling hio ngbabafa mɛ Jésus-Christ, bezang pɛ 
MAT.1.2	Abraham bhɛa Isaac. Isaac bhɛa Jacob. Jacob bhɛa Juda nɛ hio ya wa. 
MAT.1.3	Juda nɛ ko pɛa Tamar bhɛa Fares nɛ Zara. Fares bhɛa Esron. Esron bhɛa Aram. 
MAT.1.4	Aram bhɛa Aminadab. Aminadab bhɛa Naason. Naason bhɛa Salmon. 
MAT.1.5	Salmon nɛ ko pɛa Rahab bhɛa Boaz. Boaz nɛ ko pɛa Ruth bhɛa Obed. Obed bhɛa Yese. 
MAT.1.6	Yese bhɛa kongapora David.
MAT.1.6	David nɛ ko pɛa ka dungɔ sɔngsi ko pɛ Uri, bhɛa Salomon. 
MAT.1.7	Salomon bhɛa Roboam. Roboam bhɛa Abia. Abia bhɛa Asa. 
MAT.1.8	Asa bhɛa Yozafat. Yozafat bhɛa Yoram. Yoram bhɛa Ozias. 
MAT.1.9	Ozias bhɛa Yoatam. Yoatam bhɛa Akaz. Akaz bhɛa Ezekias. 
MAT.1.10	Ezekias bhɛa Manase. Manase bhɛa Amon. Amon bhɛa Yosias. 
MAT.1.11	Yosias bhɛa Yekonia nɛ hio ya wa. Yo nê ha ngimɔ ɛngi ka ɛ baa kandɔ 
MAT.1.12	Nɛ ka mbwa hɔa ha Babilone, Yekonia bhɛa Salatiel. Salatiel bhɛa Zorobabel. 
MAT.1.13	Zorobabel bhɛa Abiud. Abiud bhɛa Eliakim. Eliakim bhɛa Azor. 
MAT.1.14	Azor bhɛa Sadok. Sadok bhɛa Akim. Akim bhɛa Eliud. 
MAT.1.15	Eliud bhɛa Eleazar. Eleazar bhɛa Matan. Matan bhɛa Jacob. 
MAT.1.16	Jacob bhɛa Joseph, wei pɛ Marie nana mɛ Jésus, ka ɛ sa nde 
MAT.1.17	Mɛgi angiri ha tɛ Abraham kanɛ David, yo dungɔ nê tanga bhɛ bhukɔ gbala nar. Nɛ angiri ha tɛ David kanɛ ngimɔ ka ɛ baa kandɔ Israel tuka bala nɛnɛ ha Babilone, yo dungɔ nê tanga bhɛ bhukɔ gbala nar fin. Angiri ha ngimɔ ɛngi kanɛ Mesi, yo dungɔ tanga bhɛ bhukɔ gbala nar fin.
MAT.1.18	Kasi bhɛ pɛ Jésus-Christ, yo tuka ɛngɛ: Joseph hala Marie, ka bedung bin nana mɛ Jésus. Sɔngsi ka mbwa tɛ ing ka may na, zang hɔa ha tɛ Marie nɛ wal ngatɛ pɛ 
MAT.1.19	Wei pɛa Joseph dungɔ nê 
MAT.1.20	Ma, ka wɛnɛ ha takara mɔ ndɔng, ma 
MAT.1.21	Wɛnɛ bebhɛ nɛ bewei. Nɛ mɛ begbal ling wa nde Jésus. Hazu yo nê wɛnɛ ka bekpasisi wi mɔ kandɔ pɛa ha 
MAT.1.22	Mɔ ndɔng fɛt hɔa tuka nde, mɔ ka Kongawan Sɔ batɔ nɛ wal hio 
MAT.1.23	«Bhinzi bhoko beba zang, nɛ a bebhɛ bewei. Ɛ begbal ling wa nde, Emmanuel.»
MAT.1.23	Ling ɛngɛ tɔ nde, Sɔ hinɛ ɔ.
MAT.1.24	Nɛ ka Joseph tunɔ ha la, a dea gbesi tuka telenge pɛ Kongawan Sɔ tɔa ha wɛnɛ. Nɛ wɛnɛ sio Marie nɛnɛ ha twa pɛa. 
