MAT.1.1	Seini to napuunan ni Jesu-Cristo no Kaliwat ni David dow ni Abraham.
MAT.1.2	Si Abraham amoy ni Isaac.
MAT.1.2	Si Isaac amoy ni Jacob.
MAT.1.2	Si Jacob amoy ni Juda dow to mgo suun din.
MAT.1.3	Si Juda amoy ni Fares dow ni Zera, si Tamar to inoy dan.
MAT.1.3	Si Fares amoy ni Esrom. Si Esrom amoy ni Aram.
MAT.1.4	Si Aram amoy ni Aminadab.
MAT.1.4	Si Aminadab amoy ni Naason.
MAT.1.4	Si Naason amoy ni Salmon.
MAT.1.5	Si Salmon amoy ni Boos, si Rahab to inoy din.
MAT.1.5	Si Boos amoy ni Obed, si Ruth to inoy din.
MAT.1.5	Si Obed amoy ni Isai.
MAT.1.6	Si Isai amoy ni Hari David.
MAT.1.6	Si David amoy ni Salomon.
MAT.1.6	To inoy din, asawa ni Urias notoduon no naasawa on isab ni David.
MAT.1.7	Si Salomon amoy ni Roboam.
MAT.1.7	Si Roboam amoy ni Abias.
MAT.1.7	Si Abias amoy ni Asa.
MAT.1.8	Si Asa amoy ni Josafat.
MAT.1.8	Si Josafat amoy ni Joram.
MAT.1.8	Si Joram amoy ni Usias.
MAT.1.9	Si Usias amoy ni Jotam.
MAT.1.9	Si Jotam amoy ni Acas.
MAT.1.9	Si Acas amoy ni Ezequias.
MAT.1.10	Si Ezequias amoy ni Manases.
MAT.1.10	Si Manases amoy ni Amon.
MAT.1.10	Si Amon amoy ni Josias.
MAT.1.11	Si Josias amoy ni Jeconias dow mgo suun din. Sikan to panahon no pigbihag to mgo Hibru
MAT.1.12	Tapus sikandan daeha diya to Babilonia, mey anak ni Jeconias, si Salatiel.
MAT.1.12	Si Salatiel amoy ni Sorobabel.
MAT.1.13	Si Sorobabel amoy ni Abiud.
MAT.1.13	Si Abiud amoy ni Eliaquim.
MAT.1.13	Si Eliaquim amoy ni Asor.
MAT.1.14	Si Asor amoy ni Sadoc.
MAT.1.14	Si Sadoc amoy ni Aquim.
MAT.1.14	Si Aquim amoy ni Eliud.
MAT.1.15	Si Eliud amoy ni Eleasar.
MAT.1.15	Si Eleasar amoy ni Matan.
