MAT.1.1	Ka Sesi Klisɩ ‑nɩa Dafidɩ 'a "ju, ɔ nɩa Ablaam 'a "ju 'a "ji 'a nɩsʋn 'ka ka :
MAT.1.2	Ablaam 'wlʋɛ Isaakɩ, Isaakɩ 'wlʋɛ Sakɔbʋ ‑wɛe Sakɔbʋ 'wlʋ Suida ke ɔɔ' "dei ‑wi" ke‑. 
MAT.1.3	Suida ke ɔɔ' 'nynɔ Tama 'wlʋɛ Farɛsɩ ke Sera ke‑. Farɛsɩ 'wlʋɛ Ɛsirɔm, ‑wɛe Ɛsirɔm 'wlʋ Aram. 
MAT.1.4	Aram 'wlʋɛ Aminadabʋ ‑wɛe Aminadabʋ 'wlʋ Naasɔn. Naasɔn 'wlʋɛ Salma, 
MAT.1.5	‑wɛe Salma ke Raabʋ 'wlʋ Boasɩ. Boasɩ 'wlʋɛ Obɛdɩ, Ruitɩ ‑nɩ ‑mɔ de. 
MAT.1.6	Obɛdɩ mɔ ‑wlʋ Isai ‑wɛe Isai 'wlʋ Dafidɩ. Ɔmɔ ‑kpa 'beɔ.
MAT.1.6	'Beɔ Dafidɩ ‑nɔ ‑duɛ" Uri 'a 'nynɔ 'ʋn 'de ɔ ke ʋ 'wlʋ Salomɔ. 
MAT.1.7	Salomɔ 'wlʋɛ Roboam ‑wɛe Roboam 'wlʋ Abia. Abia 'wlʋɛ Asafʋ 
MAT.1.8	‑wɛe Asafʋ 'wlʋ Sosafa. Sosafa 'wlʋɛ Soram ‑wɛe Soram 'wlʋ Osiasɩ. 
MAT.1.9	Osiasɩ 'wlʋɛ Soatam ‑wɛe Soatam 'wlʋ Akasɩ. Akasɩ 'wlʋɛ Esekiasɩ, 
MAT.1.10	‑wɛe Esekiasɩ 'wlʋ Manase. Manase 'wlʋɛ Amɔ ‑wɛe Amɔ 'wlʋ Sosiasɩ. 
MAT.1.11	Sosiasɩ 'wlʋɛ Sekoniasɩ ke ɔɔ' de'di ‑wi" ke‑ 'de ɛɛ' nɔ" tu 'di mɛ Suifʋ‑wi" muu kʋɔnkwla' 'de Babilɔnɩ ‑blʋa "kpei.
MAT.1.12	Ʋʋ 'wlʋ kʋɔnkwla' 'sasa la ‑wɛe Sekoniasɩ 'wlʋ Salatiɛlɩ. Salatiɛlɩ 'wlʋɛ Sorobabɛ 
MAT.1.13	‑wɛe Sorobabɛ 'wlʋ Abiudɩ. Abiudɩ 'wlʋɛ Eliakim ‑wɛe Eliakim 'wlʋ Asɔɔ. 
MAT.1.14	Asɔɔ 'wlʋɛ Sadɔkɩ ‑wɛe Sadɔkɩ 'wlʋ Asim. Asim 'wlʋɛ Eliudɩ 
MAT.1.15	‑wɛe Eliudɩ 'wlʋ Eleasa. Eleasa 'wlʋɛ Matan ‑wɛe Matan 'wlʋ Sakɔbʋ 
MAT.1.16	‑wɛe Sakɔbʋ 'wlʋ Sosɛʋ, Madi 'a kʋan. Madi ‑nʋ, ʋmʋ ‑nɩ Sesi nyʋ a 'daa Klisɩ de.
