MAT.1.1	Вот родословная Иисуса Христа, происходящего из рода Давида, рожденного в роде Авраама:
MAT.1.2	Авраам был отцом Исаака.
MAT.1.2	Исаак был отцом Иакова,
MAT.1.2	Иаков был отцом Иуды и его братьев.
MAT.1.3	Иуда был отцом Фареса и Зары,
MAT.1.3	их матерью была Фамарь.
MAT.1.3	Фарес был отцом Есрома,
MAT.1.3	Есром был отцом Арама.
MAT.1.4	Арам был отцом Аминадава.
MAT.1.4	Аминадав был отцом Наассона.
MAT.1.4	Наассон был отцом Салмона.
MAT.1.5	Салмон был отцом Вооза,
MAT.1.5	его матерью была Рахав.
MAT.1.5	Вооз был отцом Овида,
MAT.1.5	его матерью была Руфь.
MAT.1.5	Овид был отцом Иессея.
MAT.1.6	Иессей был отцом царя Давида.
MAT.1.6	Давид был отцом Соломона,
MAT.1.6	его матерью была жена Урии.
MAT.1.7	Соломон был отцом Ровоама.
MAT.1.7	Ровоам был отцом Авии.
MAT.1.7	Авия был отцом Асы.
MAT.1.8	Аса был отцом Иосафата.
MAT.1.8	Иосафат был отцом Иорама.
MAT.1.8	Иорам был отцом Озии.
MAT.1.9	Озия был отцом Иоафама.
MAT.1.9	Иоафам был отцом Ахаза.
MAT.1.9	Ахаз был отцом Езекии.
MAT.1.10	Езекия был отцом Манассии.
MAT.1.10	Манассия был отцом Амона.
MAT.1.10	Амон был отцом Иосии.
MAT.1.11	Иосия был отцом Иехонии и его братьев,
MAT.1.11	которые жили во время переселения израильского
MAT.1.11	народа в Вавилон.
MAT.1.12	После изгнания в Вавилон:
MAT.1.12	Иехония был отцом Салафииля,
MAT.1.12	Салафииль был отцом Зоровавеля.
MAT.1.13	Зоровавель был отцом Авиуда,
MAT.1.13	Авиуд был отцом Елиакима,
MAT.1.13	Елиаким был отцом Азора.
MAT.1.14	Азор был отцом Садока.
MAT.1.14	Садок был отцом Ахима,
MAT.1.14	Ахим был отцом Елиуда.
MAT.1.15	Елиуд был отцом Елеазара.
MAT.1.15	Елеазар был отцом Маттана,
MAT.1.15	Маттан был отцом Иакова.
MAT.1.16	Иаков же был отцом Иосифа, мужа Марии,
MAT.1.16	у которой родился Иисус,
MAT.1.16	называемый Христом.
MAT.1.17	Всего между Авраамом и Давидом было четырнадцать поколений, а также четырнадцать поколений между Давидом и переселением в Вавилон, и четырнадцать поколений между переселением в Вавилон и рождением Христа.
MAT.1.18	Вот как произошло рождение Иисуса Христа: мать Его, Мария, была помолвлена с Иосифом, но прежде чем их брак совершился, оказалось, что она беременна от Святого Духа.
MAT.1.19	Иосиф, её будущий муж, был благочестивым человеком. Он не хотел подвергать её публичному унижению и поэтому решил расторгнуть помолвку без огласки.
MAT.1.20	Но пока он обдумывал это, к нему во сне явился Ангел Господний и сказал: «Иосиф, сын Давидов, не бойся взять Марию себе в жёны, так как Дитя, Которое она зачала, — от Святого Духа.
MAT.1.21	И родит она Сына, и назовёшь ты Его Иисусом
MAT.1.22	Всё это случилось во исполнение сказанного Господом устами пророка:
MAT.1.23	«Слушайте! Забеременеет девственница и родит Сына.
MAT.1.23	И назовут Его Эммануилом»,
MAT.1.23	что значит «С нами Бог!»
MAT.1.24	Когда Иосиф проснулся, он поступил по велению Ангела Господнего и взял Марию в жёны,
MAT.1.25	но соблюдал её девственность, пока она не родила Сына. Иосиф назвал Его Иисусом.
MAT.2.1	Иисус родился в Вифлееме, в Иудее, во времена царя Ирода. Некоторое время спустя с востока в Иерусалим пришли мудрецы.
MAT.2.2	Они спросили: «Где новорожденный Царь Иудейский? Видели мы, как звезда Его воссияла на небе и пришли, чтобы поклониться Ему».
MAT.2.3	Царь Ирод, услышав это, очень встревожился, а вместе с ним встревожились и жители Иерусалима.
MAT.2.4	Тогда Ирод, собрав всех главных священников и законников, спросил их: «Где должен родиться Христос?»
MAT.2.5	Они сказали ему: «В Вифлееме, в Иудее, так как вот что написано пророком:
MAT.2.6	Ты, Вифлеем, в стране Иудейской,
MAT.2.6	отнюдь не последний среди правителей иудейских,
MAT.2.6	так как из тебя придёт Правитель,
MAT.2.6	Который станет Пастырем народа Моего, Израиля». Михей 5:2
MAT.2.7	Тогда Ирод призвал мудрецов и выведал у них, когда появилась звезда в небе.
MAT.2.8	Затем он послал их в Вифлеем и сказал: «Пойдите и расспросите подробно о младенце. И когда найдёте Его, сообщите мне, чтобы я тоже мог пойти и поклониться Ему».
MAT.2.9	Выслушав царя, они ушли, а звезда, которую увидели мудрецы, воссиявшей в небе на востоке, двигалась впереди них, пока не остановилась над местом, где находилось Дитя.
MAT.2.10	Увидев звезду, мудрецы очень обрадовались.
MAT.2.11	Они вошли в дом и увидели Младенца с Марией, матерью Его и, упав ниц, поклонились Ему. Потом открыли они свои ларцы с сокровищами и стали подносить Ему дары: золото, ладан и мирру.
MAT.2.12	Но Бог явился им во сне и предупредил их, чтобы они не возвращались к Ироду, поэтому мудрецы отправились обратно в свою страну другой дорогой.
MAT.2.13	После того как они ушли, Иосифу во сне явился Ангел Господний и сказал: «Вставай, возьми Младенца и мать Его и беги в Египет. Оставайся там до тех пор, пока я не дам тебе знать, потому что Ирод будет искать Младенца, чтобы убить Его».
MAT.2.14	Иосиф встал, взял Младенца и мать Его и ночью ушёл в Египет.
MAT.2.15	Он оставался там до смерти Ирода. Это случилось, чтобы исполнилось то, что Господь сказал устами пророка: «Призвал Я Сына Моего из Египта».
MAT.2.16	Тогда Ирод, увидев, что мудрецы его обманули, впал в ярость и приказал убить в Вифлееме и в округе всех младенцев мужского пола от двух лет и младше (определив возраст из того, что сказали ему мудрецы).
