MAT.1.1	Esuquidistu chuiquin dada uanu. Aidën tsusedpa Abadauan nec. Aidën tsusedpabidi Abadauanën tsyuecquid Dabid nec. Abadauanën tsyuecquido chuiquinc aidën tsyuecquid Dabidën tsyuecquido chuiquinc caquin Esusën tsusedpabotedi chuinu. Tantia.
MAT.1.2	Abadauanquiobi bedanquin chuinu. Abadauanën mado Isac cuëmëdpampic. Isaquën madobic Acobo cuëmëdquid. Acobon mado dadpen icpampic. Abentsëc Uda cuëmëdnuc aton buchiado utsi-utsiec cuëmëdpampic. 
MAT.1.3	Adnubien Acobon mado Uda caidën Tamad caid abentsen chudpampic. Aden chudaqui bacuë daëd usundoshon abi ushëmbi aton mado daëdpambo tishpampic. Abentsëc Pades cuëntanquin utsi Sada cuëmpampic. Padesën mado Eston cuëmëdpampic. Estonën madobic Adan cuëmëdquid. 
MAT.1.4	Adanën madobic Aminidad cuëmëdquid. Aminidadën madobic Nason cuëmëdquid. Nasonën madobic Sadmon cuëmëdquid icpampic. 
MAT.1.5	Adshumbic Sadmonën aton chido Daba bedshun aton mado Bos tishmepampic. Adoac canishumbi Bosën aton chido Dud bedshun aton mado Obed tishmepampic. Obedën mado Isai cuëmëdquid icpampic. 
MAT.1.6	Adshumbic Isain aton mado Dabid isadaidbo chuiquid dapambo tishmepampic. Adoac canishumbic Dabidën dada utsi Udias caid cuesunetanquin aton chido bedshun aton mado Sadomon tishmepampic.
MAT.1.7	Sadomonën mado Doboan nepampic. Doboanën madobic Abias cuëmëdquid. Abiasën madobic Asa cuëmëdquid. 
MAT.1.8	Asan madobic Osapad cuëmëdquid. Osapadën madobic Odan cuëmëdquid. Odanën madobic Usias cuëmëdquid. 
MAT.1.9	Usiasën madobic Otan cuëmëdquid. Otanën madobic Acas cuëmëdquid. Acasën madobic Esequias cuëmëdquid. 
MAT.1.10	Esequiasën madobic Manases cuëmëdquid. Manasesën madobic Amon cuëmëdquid. Amonën madobic Osias cuëmëdquid. 
MAT.1.11	Osiasën madobic Econias cuëmëdquid. Aid Econias caid aton matsesadobëdtabi yuanuen Babidonia yacnocquidon aton nidaidën buampampic.
MAT.1.12	Buanac shubu dadpen icquid Babidonia caid yacnoshon Econiasën aton mado Sadatied tishmepampic. Sadatiedën mado Sodobabed cuëmëdpampic. 
MAT.1.13	Sodobabedën madobic Abiud cuëmëdquid. Abiudën madobic Ediaquin cuëmëdquid. Ediaquinën madobic Asod cuëmëdquid. 
MAT.1.14	Asodën madobic Sadoc cuëmëdquid. Sadoquën madobic Aquin cuëmëdquid. Aquinën madobic Ediud cuëmëdquid. 
MAT.1.15	Ediudën madobic Ediasad cuëmëdquid. Ediasadën madobic Matan cuëmëdquid. Matanën madobic Acobo cuëmëdquid. 
MAT.1.16	Acobon madobic Ose cuëmëdpac caondash. Aidquio Madian bënë nepac caondash. Aidën inabi Madian Esus usundoshon tishpac caondash. Esus Nuquin Papan chomiaid yec matses bëdambo icmequidquio nec. Isadaidbon cainaidquio nec.
MAT.1.17	Aidtedi Esusën tsusedpabo icpampic. Abadauamba bedanquin aton matses 14tedi chuiquin Dabid ënquin chiombi. Adoshombic Dabid ënquin chuiboed chuioaquin padpiden bedanquin aidën matses 14tedbidi chuiquin Econias aton matsesbëdta buanaid ënquin chiombi. Adoshombic Econias ënquin chuiboed chuioaquin padpiden bedanquin aton matses 14tedbidi chuiquin Esusquiobi ënquin chiombi.
MAT.1.18	Nëbi aid tishaidquio chuinu. Esus tishabi yec aton tita Madia icpac caondash. Abi inuequidën Osen bedabi icshobi Nuquin Papan Mayanën bacuë usundomepac caondash. 
MAT.1.19	Usundoacsho isun abi inuequidën Osen dada utsin chudaid danec: —“Nëbi mibi bedtiapimbo iquebi,” quequin bedenquio icnuen dada uashun Madia menenu —queuidpac caondash. Nuquin Papan chiacpadquio bëdambo icquid icquin naden chiambo icpac caondash. —Bedabi bacuë usundoaque. Cuidquimbien ictiad —quequin aton matses chienquio yequi: —Bedenquio icnuen dada uaid menenu —queuidpac caondash.
MAT.1.20	Adnubien Nuquin Papan abi yacnoshon uaidën mayan bëdan Ose ushquin ismepac caondash. —Dabid yampidën tsyuecquid icsho mibi chuinu, Ose. Tantia. Chudenquio icquin Nuquin Papan Mayanën Madia bacuë usundomiaye. Dacuëdenda. Dacuëdenquio icquin Madia min shubuno buanta. 
MAT.1.21	Adoshombic dada bacuë tishacsho Esus cuënta. “Matses icsaid bedshunquin Nuquin Papa aton matses cuidmenquio iquendac,” quequin Esus cuënta —quequin mayan bëdan Ose ushquin ismepac caondash.
MAT.1.22	Aden mayan bëdan Esus tishte chiacpadomboen Nuquin Papan ambi chiaid naden dada uamepampic.
MAT.1.23	“Dadan inacmaidëmbi bacuë usundoshon dada bacuë tishendac.
MAT.1.23	Aidi Imanued cuënendac.
MAT.1.23	‘Nuquin Papapadquidquiobidi matsesbëd tabadnuec choash nec,’ quequin Imanued cuënendac,”
