MAT.1.1	Ибраһим һәм Дауыт тоҡомонан булған Ғайса Мәсихтең нәҫел шәжәрәһе. 
MAT.1.2	Ибраһим Исхаҡтың, Исхаҡ Яҡубтың, Яҡуб Йәһүҙәнең һәм уның ағай-энеләренең атаһы; 
MAT.1.3	Йәһүҙә Фамарҙан тыуған Фарес һәм Зерахтың атаһы; Фарес Есромдың, Есром Арамдың, 
MAT.1.4	Арам Аминадавтың, Аминадав Наассондың, Наассон Салмондың, 
MAT.1.5	Салмон Рахавтан тыуған Воостың, Воос Руфтан тыуған Овидтың, Овид Иессейҙың, 
MAT.1.6	Иессей Дауыт батшаның атаһы ине;
MAT.1.6	Дауыт Урияның ҡатынынан тыуған Сөләймәндең, 
MAT.1.7	Сөләймән Ровоамдың, Ровоам Авияның, Авия Асаның, 
MAT.1.8	Аса Иосафаттың, Иосафат Иорамдың, Иорам Озияның, 
MAT.1.9	Озия Иоафамдың, Иоафам Ахаздың, Ахаз Езекияның, 
MAT.1.10	Езекия Манассияның, Манассия Амондың, Амон Иосияның атаһы ине; 
MAT.1.11	Израиль халҡы көсләп Вавилонға күсерелгән дәүерҙә Иосияның улы Иоаким һәм уның ағай-энеләре тыуҙы.
MAT.1.12	Вавилонға көсләп күсерелгәндән һуң Иоакимдың улы Салафиил тыуҙы. Салафиил Зоровавелдең, 
MAT.1.13	Зоровавель Авиудтың, Авиуд Елиакимдың, Елиаким Азорҙың, 
MAT.1.14	Азор Садоктың, Садок Ахимдың, Ахим Елиудтың, 
MAT.1.15	Елиуд Елеазарҙың, Елеазар Матфандың, Матфан Яҡубтың, 
MAT.1.16	Яҡуб – Мәрйәмдең ире Йософтоң атаһы ине. Мәрйәмдән Мәсих тип аталған Ғайса тыуҙы.
MAT.1.17	Шулай итеп, Ибраһимдан Дауытҡа тиклем бөтәһе ун дүрт быуын, Дауыттан алып Вавилонға көсләп күсерелгән ваҡытҡа тиклем ун дүрт быуын һәм Вавилонға күсерелеп, Мәсих тыуғанға тиклем ун дүрт быуын булды.
MAT.1.18	Ғайса Мәсихтең тыуыуы былай: әсәһе Мәрйәм Йософ менән йәрәшелгән була, әммә улар өйләнешкәнсе үк Мәрйәмдең Изге Рухтан балаға ҡалғаны асыҡлана. 
MAT.1.19	Ире Йософ иһә, тәҡүә кеше
MAT.1.20	Ошо турала уйлағандан һуң, төшөнә Раббы фәрештәһе инә.
MAT.1.20	– Дауыт нәҫеленән булған Йософ, Мәрйәмде кәләш итеп алырға ҡурҡма! – ти ул. – Уның ҡарынындағы Бала Изге Рухтан яралды. 
MAT.1.21	Мәрйәм Ир Бала табыр һәм һин Уға Ғайса
MAT.1.22	Былар барыһы ла Раббының пәйғәмбәр аша:
MAT.1.23	«Бына ғиффәтле ҡыҙ ауырға ҡалыр
MAT.1.23	һәм ир бала табыр. Уға Еммануил
MAT.1.23	тип исем ҡушырҙар», –
MAT.1.23	тигән һүҙҙәре ғәмәлгә ашһын өсөн булды.
MAT.1.23	«Еммануил» «Алла беҙҙең менән» тигәнде аңлата.
MAT.1.24	Йософ, йоҡоһонан уянғас, Раббы фәрештәһе ҡушҡанды үтәй: ул Мәрйәмгә өйләнә. 
MAT.1.25	Әммә, Мәрйәм Улын тыуҙырғансы, Йософ уның менән яҡынлыҡ ҡылмай. Балаға ул Ғайса тип исем ҡуша.
MAT.2.1	Ғайса, Ирод батша идара иткән ваҡытта, Йәһүҙиә ерендәге Вифлеем ҡалаһында тыуҙы. Ошо ваҡытта көнсығыштан Иерусалимға аҡыл эйәләре килде.
MAT.2.2	– Йәһүдтәрҙең яңы тыуған Батшаһы ҡайҙа? – тип һораны улар. – Беҙ, көнсығышта Уның йондоҙо ҡалҡҡанын күрҙек тә, Уға сәждә ҡылып хөрмәт күрһәтергә килдек.
MAT.2.3	Был хаҡта ишеткәс, Ирод батша һәм уның менән бергә бөтөн Иерусалим халҡы хафаға ҡалды. 
MAT.2.4	Ул, халыҡтың бөтә баш руханиҙарын һәм ҡанун белгестәрен йыйып алып, уларҙан Мәсихтең ҡайҙа тыуырға тейешлеген һораны.
MAT.2.5	– Йәһүҙиә ерендәге Вифлеем ҡалаһында, – тине улар. – Сөнки пәйғәмбәр аша Алла былай тигән:
MAT.2.6	«Эй, Йәһүҙиәләге Вифлеем,
MAT.2.6	һин Йәһүҙә хакимдары араһында
MAT.2.6	иң бәләкәсе түгел,
MAT.2.6	сөнки һинән Юлбашсы сығасаҡ.
MAT.2.6	Ул Минең Израиль халҡымдың Көтөүсеһе буласаҡ».
