MAT.1.1	ܐܵܗܵܐ ܝܠܹܗ ܟܬܵܒ݂ܵܐ ܕܝܼܠܝܼܕܘܼܬܵ‌ܐ ܕܝܼܫܘܿܥ ܡܫܝܼܚܵܐ، ܒܪܘܿܢܵܐ ܕܕܵܘܝܼܕ، ܒܪܘܿܢܵܐ ܕܐܲܒ݂ܪܵܗܵܡ.
MAT.1.2	ܐܲܒ݂ܪܵܗܵܡ ܡܘܼܠܸܕ ܠܹܗ ܠܐܝܼܣܚܵܩ؛ ܐܝܼܣܚܵܩ ܡܘܼܠܸܕ ܠܹܗ ܠܝܲܥܩܘܿܒ݂؛ ܝܲܥܩܘܿܒ݂ ܡܘܼܠܸܕ ܠܹܗ ܠܝܼܗܘܼܕܵܐ ܘܠܐܲܚܘܿܢܘܵܬܘܼ̈ܗ‌ܝ؛
MAT.1.3	ܝܼܗܘܼܕܵܐ ܡܘܼܠܸܕ ܠܹܗ ܠܦܲܪܨ ܘܠܙܲܪܚ ܡ̣ܢ ܬܵܡܵܪ؛ ܦܲܪܨ ܡܘܼܠܸܕ ܠܹܗ ܠܚܸܨܪܘܿܢ؛ ܚܸܨܪܘܿܢ ܡܘܼܠܸܕ ܠܹܗ ܠܐܵܪܵܡ؛
MAT.1.4	ܐܵܪܵܡ ܡܘܼܠܸܕ ܠܹܗ ܠܥܲܡܝܼܢܵܕܵܒ݂؛ ܥܲܡܝܼܢܵܕܵܒ݂ ܡܘܼܠܸܕ ܠܹܗ ܠܢܸܚܫܘܿܢ؛ ܢܸܚܫܘܿܢ ܡܘܼܠܸܕ ܠܹܗ ܠܣܲܠܡܘܿܢ؛
MAT.1.5	ܣܲܠܡܘܿܢ ܡܘܼܠܸܕ ܠܹܗ ܠܒܵܥܲܙ ܡ̣ܢ ܪܵܚܵܒ݂؛ ܒܵܥܲܙ ܡܘܼܠܸܕ ܠܹܗ ܠܥܘܿܒ݂ܝܼܕ ܡ̣ܢ ܪܥܘܿܬ؛ ܥܘܿܒ݂ܝܼܕ ܡܘܼܠܸܕ ܠܹܗ ܠܐܝܼܫܲܝ؛
MAT.1.6	ܐܝܼܫܲܝ ܡܘܼܠܸܕ ܠܹܗ ܠܕܵܘܝܼܕ ܡܲܠܟܵܐ؛ ܕܵܘܝܼܕ ܡܘܼܠܸܕ ܠܹܗ ܠܫܠܹܝܡܘܿܢ ܡ̣ܢ ܒܲܟ݂ܬܵ‌ܐ ܕܐܘܿܪܝܼܵܐ؛
MAT.1.7	ܫܠܹܝܡܘܿܢ ܡܘܼܠܸܕ ܠܹܗ ܠܪܚܸܒ݂ܥܲܡ؛ ܪܚܸܒ݂ܥܲܡ ܡܘܼܠܸܕ ܠܹܗ ܠܐܲܒ݂ܝܼܵܐ؛ ܐܲܒ݂ܝܼܵܐ ܡܘܼܠܸܕ ܠܹܗ ܠܐܵܣܵܐ؛
MAT.1.8	ܐܵܣܵܐ ܡܘܼܠܸܕ ܠܹܗ ܠܝܵܗܘܿܫܵܦܵܛ؛ ܝܵܗܘܿܫܵܦܵܛ ܡܘܼܠܸܕ ܠܹܗ ܠܝܘܿܪܵܡ؛ ܝܘܿܪܵܡ ܡܘܼܠܸܕ ܠܹܗ ܠܥܘܿܙܝܼܵܐ؛
MAT.1.9	ܥܘܿܙܝܼܵܐ ܡܘܼܠܸܕ ܠܹܗ ܠܝܘܿܬܵܡ؛ ܝܘܿܬܵܡ ܡܘܼܠܸܕ ܠܹܗ ܠܐܵܚܵܙ؛ ܐܵܚܵܙ ܡܘܼܠܸܕ ܠܹܗ ܠܚܹܙܲܩܝܵܐ؛
MAT.1.10	ܚܹܙܲܩܝܵܐ ܡܘܼܠܸܕ ܠܹܗ ܠܡܢܲܫܹܐ؛ ܡܢܲܫܹܐ ܡܘܼܠܸܕ ܠܹܗ ܠܐܲܡܘܿܢ؛ ܐܲܡܘܿܢ ܡܘܼܠܸܕ ܠܹܗ ܠܝܘܿܫܝܼܵܐ؛
