MAT.1.1	Tala buididi kikhulu ki Yesu Klisto, muana wu Davidi, muana wu Abalahami :
MAT.1.2	Abalahami wubuta Isaki, Isaki wubuta Yakobi,
MAT.1.2	Yakobi wubuta Yuda ayi zikhomba ziandi.
MAT.1.3	Yuda ayi nketo andi Tamali babuta Falesi ayi Zala ;
MAT.1.3	Falesi wubuta Heseloni,
MAT.1.3	Heseloni wubuta Alami.
MAT.1.4	Alami wubuta Aminadabi ;
MAT.1.4	Aminadabi wubuta Nasoni ;
MAT.1.4	Nasoni wubuta Salimoni.
MAT.1.5	Salimoni ayi nketo andi Lahabi babuta Bowazi ;
MAT.1.5	Bowazi ayi nketo andi Luti babuta Obedi ;
MAT.1.6	Obedi wubuta Isayi ;
MAT.1.6	Izayi wubuta ntinu Davidi ;
MAT.1.6	ntinu Davidi wubuta Salomo mu nketo wuba wu Uli.
MAT.1.7	Solomo wubuta Lobowami ;
MAT.1.7	Lobohami wubuta Abia ;
MAT.1.7	Abia wubuta Asa.
MAT.1.8	Asa wubuta Zozafati ;
MAT.1.8	Zozafati wubuta Zolami
MAT.1.8	bosi Zolami wubuta Oziasi ;
MAT.1.9	Oziasi wubuta Yotami ;
MAT.1.9	Yotami wubuta Akazi ;
MAT.1.9	bosi Akazi wubuta Ezekiasi.
MAT.1.10	Ezekiasi wubuta Manase ;
MAT.1.10	Manase wubuta Amoni
MAT.1.10	bosi Amoni wubuta Zoziasi.
MAT.1.11	Zoziasi wubuta Yekonia ayi zikhomba ziandi ;
MAT.1.11	bawu babutuka bu banata bana ba Iseli mu buvika ku tsi Babiloni.
MAT.1.12	Buvika bu bumana ku Babiloni,
MAT.1.12	Yekonia wubuta Salatieli ;
MAT.1.12	Salatieli wubuta Zolobabeli.
MAT.1.13	Zolobabeli wubuta Abuidi ;
MAT.1.13	Abuidi wubuta Eliakimi ;
MAT.1.13	Eliakimi wubuta Azoli.
MAT.1.14	Azoli wubuta Sadoki ;
MAT.1.14	Sadoki wubuta Akimi ;
MAT.1.14	Akimi wubuta Eliudi.
MAT.1.15	Eliudi wubuta Eleyazali ;
MAT.1.15	Eleyazali wubuta Matani ;
MAT.1.15	Matani wubuta Yakobi.
MAT.1.16	Bosi Yakobi wubuta Zozefi wuba bakala di Maliya, ngudi yi Yesu wuba tedila Klisto.
MAT.1.17	Diawu zitsungi zioso tona Abalahami nate Davidi zidi kumi zitsungi ziya. Tona Davidi nate thangu bana ba Iseli bayenda mu buvika ku Babiloni ; vaba kumi zitsungi ziya ; bosi tona thangu buvika nate Klisto vaba kumi zitsungi ziya.
MAT.1.18	Tala phila yibutukila Yesu Klisto : Maliya ngudi andi ; niandi wuba nketo wuzolo kuelo kuidi Zozefi. Buna katudidi ko va nzo dikuela Maliya wubaka buemba vayi mu Pheve Yinlongo kabakila buemba beni. 
MAT.1.19	Zozefi, bakala diodi dizola kuela Maliya, wuba mutu wusonga, wumanga kuandi kumfuisa tsoni va meso ma batu ; wubaka lukanu lu kumbotula mu kitsueki.
MAT.1.20	Bu kaba ku tsi mayindu mu diambu di mambu beni ; buna mbasi yi Mfumu yimmonikina mu ndozi, yinkamba :
MAT.1.20	—A Zozefi, muana Davidi ! Bika mona boma mu kuela nketo aku Maliya bila buemba buidi yandi mu Pheve Yinlongo kabakidi buawu. 
MAT.1.21	Wela buta muana wubakala, dizina wela kumbieka Yesu : bila niandi wela kula batu bandi mu masumu mawu.
MAT.1.22	Mambu moso mama mavangama mu diambu di dedikisa mambu makamba Mfumu kuidi mbikudi ti :
MAT.1.24	Zozefi bu kakotuka, wuvanga mambu moso mbasi yi Mfumu kantuma ayi wubonga Maliya mu ba nketo andi. 
MAT.1.25	Vayi Zozefi kasia zaba nitu yi nketo andi Maliya ko nate kabuta muana wubakala, ayi wumvana dizina Yesu.
MAT.2.1	Yesu ku Betelemi kabutukila, divula didi mu tsi yi Yuda, mu thangu ntinu Elode. Yesu bu kabutuka, banduenga, batu beti longuka zimbuetete batotukila ku ndambu Esite, bayiza totuka ku Yeluzalemi, bayuvula :
MAT.2.2	—A kuevi kuidi Ntinu Bayuda, wowo butukidi e ? Bila tumueni mbueteteꞌandi thama ku ndambu Esite, diawu tuizidi muingi tumbuongimina.
MAT.2.3	Ntinu Elode bu kawa mambu momo, mayindu mandi mayama mu diambu di kiuvu kioki bayuvula, niandi ayi basi Yeluzalemi baba ku tsi mayindu. 
MAT.2.4	Elode wutumisa zimfumu zioso zi zinganga zi Nzambi ayi minlongi mi Mina, wuba yuvula kani kuevi Mesiya kela butukila.
MAT.2.5	Bamvutudila :
MAT.2.5	—Wela butukila ku Betelemi didi mu tsi yi Yuda bila mbikudi wusonika :
MAT.2.7	Buna Elode wutumisa mu kitsueki banduenga ayi wuba yuvula thangu mbi yitotuka mbuetete. 
MAT.2.8	Bosi wuba tuma ku Betelemi, ayi wuba kamba :
MAT.2.8	—Yendanu kuna ayi lutomba buzabila bumboti mambu madi mu muana beni. Beno kummona buna luiza khambi muingi mamvama ndienda mbuongimina.
MAT.2.9	Buna bamana wa ntinu, bayenda kuawu. Buela zimbukila mbuetete yoyi batuama mona ku Esite yi buela bamonikina, yawu yiba tuaminina ku ntuala mu nzila nate yiyenda telama va yilu buangu kiba muana. 
MAT.2.10	Khini yiwombo yiba yawu buna bamona mbuetete. 
MAT.2.11	Bakota muna nzo, bamona muana ayi ngudi andi Maliya, batumbu fukama vaba muana, beka ku mbuongimina. Bosi banianguna zitsaku zi banata, muba makaba ma bavana muana : nolo, ansa
MAT.2.12	Nzambi bu kaba lubula mu ndozi ti babika vutukila kuidi Elode, mu nzila yinkaka bavutukila ku tsi awu.
MAT.2.13	Buna bayenda, mbasi yimosi yi Mfumu yimonikina Zozefi mu ndozi, yinkamba :
MAT.2.13	—Telama wubonga muana ayi ngudi andi, tinina ku Ezipiti. Vuanda kuna nate ndiela kukamba ti thangu yivutukila yifueni, bila Ntinu Elode wela tomba vonda muana !
MAT.2.14	Muna builu beni Zozefi wutelama, wubonga muana ayi ngudi andi, wuyenda tinina ku Ezipiti. 
MAT.2.15	Wukala kuna nate Ntinu Elode kafua mu diambu di dedikisa mambu mayoluka Mfumu mu munu wu mbikudi, bu kabikula ti : 
MAT.2.16	Elode bu kazaba banduenga bamvuna, wufuema ngolo. Diawu katumina bavonda, ku Betelemi ayi mu mala mafikamini, bana boso bababakala badi mimvu miodi nate kuna tsi, landila thangu yiba nkamba kuidi batu beti longuka zimbuetete.
MAT.2.17	Mu nzila yoyo mambu mabikula mbikudi Yelemi madedakana :
MAT.2.19	Elode bu kafua, mbasi yi Mfumu yimonikina Zozefi
MAT.2.20	ayi yinkamba :
MAT.2.20	—Telama wubonga muana ayi ngudi andi, vutuka yawu ku Iseli, bila batu bobo babedi tombanga mu vonda muana bafuidi.
MAT.2.21	Zozefi wutelama, wubonga muana ayi ngudi andi, wuvutuka ku Iseli. 
MAT.2.22	Vayi Zozefi, bu kawa ti Alikelawusi muana Elode, wuyadila Yuda va buangu ki dise diandi Elode, wumona tsisi mu buela vutuka kuna. Bosi mu ndozi yinkaka Nzambi wunlubula ti kenda mu zunga ki Ngalili. 
