MAT.1.1	'Oyààme hi'no tà lheey Jw eesus Kilíistoh, tà tâlhe Laawitp'anteh, tà tâlhe Wikyiijkya-yis. Wet hàp tààjna Jweesustetselhp'anteh lheeyis: 
MAT.1.2	Wikyiijkyayis, 'iwolhâàsa' tha', hàp 'Iisak; wet 'Iisak, 'iwolhâàsa' tha', hàp Jwaakop; wet Jwaakop, 'iwolhâàsa' tha', Jwuulah, wet lhà'ya lapuuhjwas. 
MAT.1.3	Wet Jwuulah, 'iwolaleesahlà Taamalh tha hàp Jwáales wet Sáalah. Wet Jwáales, 'iwolhâàsa' tha', 'Eeslomh. Wet 'Eeslomh, 'iwolhâàsa' tha', 'Aalamh. 
MAT.1.4	Wet 'Aalamh, 'iwolhâàsa' tha', 'Aaminalap. Wet 'Aaminalap, 'iwolhâàsa' tha', Naasonh. Wet Naasonh, 'iwolhâàsa' tha Saalmonh. 
MAT.1.5	Wet Saalmonh, 'iwolhààsahlà Laa'ap tha hàp Woos. Wet Woos, 'iwolhààsahlà Luut tha hàp 'Oowet. Wet 'Oowet, 'iwolhâàsa' tha', 'Iisayh.
MAT.1.6	Wet 'Iisayh, 'iwolhâàsa' tha', hàp niyaat tà lheey Laawit. Wet niyaat tà lheey Laawit, 'iwolhâàsa' tha', Saalomonh. Wet Saalo-monqo wet, hâàpep'ante 'Uulíyasky'ejwah.
MAT.1.7	Wet Saalomonh, 'iwolhâàsa' tha', Loowamh. Wet Loowamh, 'iwolhâàsa' tha', 'Aawíyas. Wet 'Aawíyas, 'iwolhâàsa' tha', 'Aasah. 
MAT.1.8	Wet 'Aasah, 'iwolhâàsa' tha', Jwoosajwat. Wet Jwoosajwat, 'iwolhâàsa' tha', Jwoolamh. Wet Jwoolamh, 'iwolhâàsa' tha', 'Uusíyas. 
MAT.1.9	Wet 'Uusíyas, 'iwolhâàsa' tha', Jwootamh. Wet Jwootamh, 'iwolhâàsa' tha', 'Aakas. Wet 'Aakas, 'iwolhâàsa' tha', 'Eesekyíyas. 
MAT.1.10	Wet 'Eesekyíyas, 'iwolhâàsa' tha', Maanases. Wet Maanases, 'iwolhâàsa' tha', 'Aamonh. Wet 'Aamonh, 'iwolhâàsa' tha', Jwoosíyas. 
MAT.1.11	Wet Jwoosíyas, 'iwolhâàsa' tha', Jweekoní-yas, wet lhà'ya 'iyhàj lapuuhjwas, tà hâàpe 'ijwaalasp'ante 'nohàànho wikyi honhat tà lheey Waawilónyah. 
MAT.1.12	Wet tajwaatshíp'ante tà 'nohàànho wikyi Waawilónyah, wet Jweekoníyas 'iwolhâàsa' tha', Saalatyelh. Wet Saalatyelh, 'iwolhâà-sa' tha', Soolowawelh. 
MAT.1.13	Wet Soolowawelh, 'iwolhâàsa' tha', 'Aawyut. Wet 'Aawyut, 'iwolhâàsa' tha', 'Eelyakyimh. Wet 'Eelyakyimh, 'iwolhâàsa' tha', 'Aasolh. 
