MAT.1.1	Yesuse, Maka Hlamate Irulu bei kamale Dauta kai Irulu bei Abrahame le,
MAT.1.2	Abrahame eni nanae kena Isake,
MAT.1.2	Isake eni nanae kena Yakupe,
MAT.1.2	Yakupe eni nanae kena Yehuda kai kwalinisi,
MAT.1.3	Yehuda eni nanae kena Perese kai Sera, bei eni bina Tamare.
MAT.1.3	Eleki Perese eni nanae kena Hesrone,
MAT.1.3	Hesrone eni nanae kena Rame,
MAT.1.4	Rame eni nanae kena Aminadape,
MAT.1.4	Aminadape eni nanae kena Nahasone,
MAT.1.4	Nahasone eni nanae kena Salmone,
MAT.1.5	Salmone eni nanae kena Boase bei eni bina Rahape,
MAT.1.5	Boase eni nanae kena Obeta bei eni bina Ruta,
MAT.1.5	Obeta eni nanae kena Isai,
MAT.1.6	eleki Isai eni nanae kena kamale Dauta.
MAT.1.6	Kamale Dauta eni nanae kena Salomo bei Uria matale eni bina,
MAT.1.7	Salomo eni nanae kena Rehabeame,
MAT.1.7	Rehabeame eni nanae kena Abia,
MAT.1.7	Abia eni nanae kena Asa,
MAT.1.8	Asa eni nanae kena Yosapate,
MAT.1.8	Yosapate eni nanae kena Yorame,
MAT.1.8	Yorame eni nanae kena Usia,
MAT.1.9	Usia eni nanae kena Yotame,
MAT.1.9	Yotame eni nanae kena Ahase,
MAT.1.9	Ahase eni nanae kena Hiskia,
MAT.1.10	Hiskia eni nanae kena Manase,
MAT.1.10	Manase eni nanae kena Amone,
MAT.1.10	Amone eni nanae kena Yosia,
MAT.1.11	Yosia eni nanae kena Yekonia kai kwalinisi, kena mere tamata Babelaru esi kerike mahake pusue tamata Yahudiaru, eleki esi kerisi me kota Babele.
MAT.1.12	Kena esi supu keri me kota Babele pela,
MAT.1.12	eleki Yekonia eni nanae kena Sealtiele,
MAT.1.12	Sealtiele eni nanae kena Serubabele,
MAT.1.13	Serubabele eni nanae kena Abihute,
MAT.1.13	Abihute eni nanae kena Elyakime,
MAT.1.13	Elyakime eni nanae kena Asore,
MAT.1.14	Asore eni nanae kena Sadoke,
MAT.1.14	Sadoke eni nanae kena Akime,
MAT.1.14	Akime eni nanae kena Eliute,
MAT.1.15	Eliute eni nanae kena Eleasare,
MAT.1.15	Eleasare eni nanae kena Matane,
MAT.1.15	Matane eni nanae kena Yakupe,
MAT.1.16	Yakupe eni nanae kena Yusupe, Maria eni mokwai,
MAT.1.16	rebe eni nanae kena Yesuse rebe kotiNe Maka Hlamate.
MAT.1.17	Hoko bei Abrahame eti roma kamale Dautare rulu rebai butu esa lesini ata, kai bei kamale Dauta eti roma tamata Yahudiaru esi supu keri me kota Babele rulu rebai butu esa lesini ata lekwe, kai bei esi supu keri me kota Babele eti roma Kamale Hlamate, rulu rebai butu esa lesini atare neka.
MAT.1.18	Ruele Yesuse, Maka Hlamate elere: Kena inaI Maria kai Yusupe luasi lalesi esa kena kai lomai, kena luasi rue kai lomai lupe bina mokwai mosa, Maria ikeu blublulu peneka bei Ro Misete Eni kbasare. 
