MAT.1.1	Leabhar sloinntearachd Ìosa Crìosd, mhic Dhaibhidh, mhic Abrahàim:
MAT.1.2	Ghin Abrahàm Ìsaac,
MAT.1.2	ghin Ìsaac Iàcob,
MAT.1.2	ghin Iàcob Iùdas agus a bhràithrean,
MAT.1.3	ghin Iùdas Phares agus Sàra o Thamar,
MAT.1.3	ghin Phares Esrom,
MAT.1.3	ghin Esrom Aram,
MAT.1.4	ghin Aram Aminadab,
MAT.1.4	ghin Aminadab Naasòn,
MAT.1.4	ghin Naasòn Salmon,
MAT.1.5	ghin Salmon Bòas o Rachab,
MAT.1.5	ghin Bòas Obed o Rut,
MAT.1.5	ghin Obed Iese,
MAT.1.6	ghin Iese Daibhidh an rìgh.
MAT.1.6	Ghin Daibhidh an rìgh Solamh on bhean a bh' aig Uriah,
MAT.1.7	ghin Solamh Rebòam,
MAT.1.7	ghin Rebòam Abia,
MAT.1.7	ghin Abia Asa,
MAT.1.8	ghin Asa Iòsaphat,
MAT.1.8	ghin Iòsaphat Iòram,
MAT.1.8	ghin Iòram Òtsiah,
MAT.1.9	ghin Òtsiah Iòatam,
MAT.1.9	ghin Iòatam Ahas,
MAT.1.9	ghin Ahas Heseciah,
MAT.1.10	ghin Heseciah Manaseh,
MAT.1.10	ghin Manaseh Amòs,
MAT.1.10	ghin Amòs Iòsiah,
MAT.1.11	ghin Iòsiah Iechoniah agus a bhràithrean,
MAT.1.11	aig àm an fhògraidh do Bhàbilon.
MAT.1.12	Às dèidh an fhògraidh do Bhàbilon:
MAT.1.12	ghin Iechoniah Salatiel,
MAT.1.12	ghin Salatiel Sorobabel,
MAT.1.13	ghin Sorobabel Abiud,
MAT.1.13	ghin Abiud Eliacim,
MAT.1.13	ghin Eliacim Asòr,
MAT.1.14	ghin Asòr Sadòc,
MAT.1.14	ghin Sadòc Achim,
MAT.1.14	ghin Achim Eliud,
MAT.1.15	ghin Eliud Eleàsar,
MAT.1.15	ghin Eleàsar Matan,
MAT.1.15	ghin Matan Iàcob,
MAT.1.16	ghin Iàcob Iòsaph, an duine aig Moire, on do rugadh Ìosa, ris an canar Crìosd.
MAT.1.17	Mar sin b' iad na ginealaichean uile o Abrahàm gu Daibhidh ceithir ginealaichean deug, agus o Dhaibhidh gu fògradh Bhàbiloin ceithir ginealaichean deug, agus o fhògradh Bhàbiloin gu Crìosd, ceithir ginealaichean deug.
MAT.1.18	A‑nis seo mar a bha breith Ìosa Crìosd: nuair a bha a mhàthair Moire air ceangal‑pòsaidh a dhèanamh le Iòsaph, mus tàinig iad còmhla, chaidh a faighinn torrach on Spiorad Naomh. 
MAT.1.19	Ach on a bha Iòsaph, an duine aice, ionraic agus ain‑deònach a maslachadh, chuir e roimhe a cur air falbh gu dìomhair.
MAT.1.20	Ach fhad 's a bha e a' smaoineachadh mu na rudan seo, seallaibh, nochd aingeal an Tighearna ris ann an aisling, ag ràdh, “Iòsaiph, a mhic Dhaibhidh, na biodh eagal ort Moire a ghabhail mar bhean, oir an nì a tha air a ghineamhainn innte, is ann on Spiorad Naomh a tha e. 
MAT.1.21	Beiridh i mac, agus bheir thu Ìosa mar ainm air, oir sàbhailidh esan a shluagh om peacaidhean.”
MAT.1.22	Thachair seo uile airson 's gun deigheadh an rud a thuirt an Tighearna tron fhàidh a choileanadh, a tha ag ràdh, 
MAT.1.23	“Seallaibh, bidh an òigh torrach agus beiridh i mac, agus gabhaidh iad Emanuel air”
MAT.1.24	Nuair a dhùisg Iòsaph às a chadal, rinn e mar a dh'iarr aingeal an Tighearna air: ghabh e a bhean thuige, 
MAT.1.25	ach cha do chuir e eòlas oirre gus an do rug i mac. Agus thug e Ìosa mar ainm air.
MAT.2.1	A‑nis, às dèidh do dh'Ìosa a bhith air a bhreith ann an Betlehem Iudèa, ann an làithean Heroid an rìgh, seallaibh, thàinig Magi
MAT.2.2	ag ràdh, “Càit a bheil esan a rugadh na Rìgh nan Iùdhach? Oir chunnaic sinne a rionnag anns an àird an ear agus tha sinn air tighinn a thoirt adhraidh dha.”
MAT.2.3	Nuair a chuala an Rìgh Herod seo, bha e fo dhragh mòr, agus Ierusalem gu lèir còmhla ris. 
MAT.2.4	Agus às dèidh dha na h‑àrd‑shagartan is sgrìobhaichean an t‑sluaigh gu lèir a chruinneachadh ri chèile, dh'fhaighnich e dhaibh càit an robh an Crìosd gu bhith air a bhreith. 
MAT.2.5	Thuirt iad ris, “Ann am Betlehem Iudèa, oir is ann mar seo a chaidh a sgrìobhadh leis an fhàidh:
MAT.2.6	‘Agus thusa, a Bhetlehem,
MAT.2.6	ann an tìr Iùdah,
MAT.2.6	cha tu idir as lugha am measg
MAT.2.6	ceannardan Iùdah;
MAT.2.6	oir asadsa thig riaghladair
MAT.2.6	a threòraicheas mo shluagh Israel.’
MAT.2.7	An uair sin ghairm Herod gu dìomhair air na Magi agus fhuair e a‑mach uapa gu mionaideach an t‑àm anns an do nochd an rionnag. 
