MAT.1.1	Fei wa'afa'aiaa minaa fei wawapuge i nomai wagina Jesus Christ, mei pai David, mei pai Abraham:
MAT.1.2	Abraham na fuainaa Isaac, mei amaa Jacob.
MAT.1.2	Jacob na fuainaa Judah mawe ei lofuna,
MAT.1.3	Judah na fuainaa Perez ma Zerah. Inaa lagua, Tamar.
MAT.1.3	Perez na fuainaa Hezron, mei amaa Ram.
MAT.1.4	Ram na fuainaa Amminadab.
MAT.1.4	Amminadab na fuainaa Nahshon.
MAT.1.4	Nahshon na fuainaa Salmon.
MAT.1.5	Salmon na fuainaa Boaz ma mei inaa Boaz, Rahab.
MAT.1.5	Boaz na fuainaa Obed ma mei inaa Obed, Ruth.
MAT.1.5	Obed na fuainaa Jesse
MAT.1.6	ma Jesse na fuainaa mei hapara David.
MAT.1.6	David na fuainaa Solomon. Mei inaa Solomon, hia do'o haroo Uriah.
MAT.1.7	Solomon na fuainaa Rehoboam.
MAT.1.7	Rehoboam na fuainaa Abijah.
MAT.1.7	Abijah na fuainaa Asa.
MAT.1.8	Asa na fuainaa Jehoshaphat.
MAT.1.8	Jehoshaphat na fuainaa Jehoram.
MAT.1.8	Jehoram na fuainaa Uzziah.
MAT.1.9	Uzziah na fuainaa Jotham.
MAT.1.9	Jotham na fuainaa Ahaz.
MAT.1.9	Ahaz na fuainaa Hezekiah.
MAT.1.10	Hezekiah na fuainaa Manasseh.
MAT.1.10	Manasseh na fuainaa Amon.
MAT.1.10	Amon na fuainaa Josiah.
MAT.1.11	Ma Josiah na fuainaa Jeconiah
MAT.1.12	Nenee fei ro'aa suganaa ro'ou Babylon:
MAT.1.12	Jeconiah na fuainaa Shealtiel.
MAT.1.12	Shealtiel na fuainaa Zerubbabel.
MAT.1.13	Zerubbabel na fuainaa Abiud.
MAT.1.13	Abiud na fuainaa Eliakim.
MAT.1.13	Eliakim na fuainaa Azor.
MAT.1.14	Azor na fuainaa Zadok.
MAT.1.14	Zadok na fuainaa Akim.
MAT.1.14	Akim na fuainaa Eliud.
MAT.1.15	Eliud na fuainaa Eleazar.
MAT.1.15	Eleazar na fuainaa Matthan.
MAT.1.15	Matthan na fuainaa Jacob.
MAT.1.16	Ma Jacob na fuainaa Joseph mei haroo Mary, mei i wanininaa Jesus, mei rona roroinia Christ.
MAT.1.17	Si'ei, puduu ei tawe watolaa Abraham ma David, hefua ma obao. Ina pa'i hefua ma obao watolaa David ma fei ba hefi'a na suganaa ro'ou Babylon ma hefua ma obao watolaa fei gutaa ro'ou i Babylon ma fei waniniaa mei Christ.
MAT.1.18	Fei waniniaa Jesus Christ na nomai ale'ei: mei inana Mary na tama'ai'au ba i lalainaa Joseph, ma'uaa ana lagutawe hainofipui ma na pa'idii iana a'a fei Spiriti Apuna. 
MAT.1.19	Si'ei ba mei harona, Joseph, hia hemea wanewane rama'a, lomi na nunumiai ba i famamafaia pudaa rama'a, ina nara ba i fi'alagipa'ai a'ana.
MAT.1.20	Ma'uaa nenee fei naranarana fei, hemea alo'aloo mei Fasu na fa'arewa a'ana laloo mefina ma na ware, “Joseph, mena na'uu David, apuna ma'au ba o duginaa Mary humumu ale'ei haromu, uaa fei na toro laloo iana, pa'ana a'a fei Spiriti Apuna. 
MAT.1.21	I wanininaa hemea baduu wawane ma onei roroinaa harana Jesus,
MAT.1.22	Ei manumanu ei, pa'afina ba i fafa'uainaa tamanu mei Fasu nadii wareia a'a mei mamama'a: 
MAT.1.23	“Mei nanao a'u'uanarai atawe dinaa a'a hemea wawane, i pa'i iana ma i wanininaa hemea baduu wawane ma ro'aa roroinia Immanuel”—hanuna ba “Mei Haidaa i a'a o'ou.”
MAT.1.24	I'a wera Joseph, ina bigi'aa tamanu mei alo'aloo mei Fasu na ware ba inei bigi'ia. Ma ina noduginaa Mary humuna ale'ei harona. 
MAT.1.25	Ma'uaa lomi na hainofipui a'ana nopa'aloo fei ba na wanini mei baduu wawane. Ma mei amana na roroinaa fei harana ba Jesus.
MAT.2.1	A'a fei au haparaiaa Herod, Jesus na wanini yei Bethlehem fawelei Judea. Nenee fei waniniana, ei ano'ano,
