MAT.1.1	5ເຢຊູ ກຣີດ ແຕີ່ອ໌ ແຕ ຈຸ່ມເຈືອ ດາວິດ; ກະ ດາວິດ ແຕີ່ອ໌ ແຕ ຈຸ່ມເຈືອ ອັບຣາຮາມ. ອຶນແຍ່ະ ມັຮ ຣາມຶ່ຮ ອາຈວາຍຮ ອາເຈ່ຮ ເຢຊູ ລາ ນ່ະໄນ່:
MAT.1.2	ອັບຣາຮາມ ລາ ອຶມປໍ່ ອີຊາກ. ອີຊາກ ລາ ອຶມປໍ່ ຢາໂຄບ. ຢາໂຄບ ລາ ອຶມປໍ່ ຢູດາ ກະ ອຶນແຍ່ະ ມັຮ ແຊມອາຍ ອັນ. 
MAT.1.3	ຢູດາ ລາ ອຶມປໍ່ ບາຣ ນະ ເປເຣັດ ກະ ເຊຣາ; ກະ ອຶມເປ່ອ໌ ໄລ່ ບາຣ ນະ ກັອຍ ລາ ຕາມາ. ເປເຣັດ ລາ ອຶມປໍ່ ເຮຊະໂຣນ. ເຮຊະໂຣນ ລາ ອຶມປໍ່ ຣາມ. 
MAT.1.4	ຣາມ ລາ ອຶມປໍ່ ອຳມີນາດາບ. ອຳມີນາດາບ ລາ ອຶມປໍ່ ນາໂຊນ. ນາໂຊນ ລາ ອຶມປໍ່ ຊັນໂມນ. 
MAT.1.5	ຊັນໂມນ ລາ ອຶມປໍ່ ໂບອາດ; ກະ ອຶມເປ່ອ໌ ໂບອາດ ລາ ຣາຮາບ. ໂບອາດ ລາ ອຶມປໍ່ ໂອເບັດ; ກະ ອຶມເປ່ອ໌ ໂອເບັດ ລາ ຣຸດ. ໂອເບັດ ລາ ອຶມປໍ່ ເຢຊີ. 
MAT.1.6	ເຢຊີ ລາ ອຶມປໍ່ ເຕືາວ ປັຣເຍືາ ດາວິດ.
MAT.1.6	ດາວິດ ລາ ອຶມປໍ່ ໂຊໂລໂມນ; ກະ ອຶມເປ່ອ໌ ໂຊໂລໂມນ ລາ ບາດເຊບາ. ແຕ ອຶນໂຍ່ງ ອຶມເປ່ອ໌ ອັນ ລາ ລາກວຍ ອູຣີຢາ. 
MAT.1.7	ໂຊໂລໂມນ ລາ ອຶມປໍ່ ເຣໂຮໂບອາມ. ເຣໂຮໂບອາມ ລາ ອຶມປໍ່ ອາບີຢາ. ອາບີຢາ ລາ ອຶມປໍ່ ອາຊາ. 
MAT.1.8	ອາຊາ ລາ ອຶມປໍ່ ເຢໂຮຊາພັດ. ເຢໂຮຊາພັດ ລາ ອຶມປໍ່ ເຢໂຮຣາມ. ເຢໂຮຣາມ ລາ ອຶມປໍ່ ອຸດຊີຢາ. 
MAT.1.9	ອຸດຊີຢາ ລາ ອຶມປໍ່ ໂຢທາມ. ໂຢທາມ ລາ ອຶມປໍ່ ອາຮາດ. ອາຮາດ ລາ ອຶມປໍ່ ເຮເຊກີຢາ. 
MAT.1.10	ເຮເຊກີຢາ ລາ ອຶມປໍ່ ມານາເຊ. ມານາເຊ ລາ ອຶມປໍ່ ອາໂມນ. ອາໂມນ ລາ ອຶມປໍ່ ໂຢຊີຢາ. 
MAT.1.11	ໂຢຊີຢາ ອາເມືາ ເຢໂຮຍອາກິນ ກະ ອຶນແຍ່ະ ມັຮ ແຊມອາຍ ອັນ ບັອງ ກາ ກວາຍ ບາບີໂລນ ໂກບ ເດີງ ກວາຍ ອິດຊະຣາເອລ ປໍ ກຣວາງ ບາບີໂລນ ແອັນ.
MAT.1.12	ແວັດ ເນົ່າ ໂກບ ເດີງ ກວາຍ ອິດຊະຣາເອລ ແອີດ ປໍ ກຣວາງ ບາບີໂລນ, ນ່ະກັອຍ ເຢໂຮຍອາກິນ ອາເມືາ ເຊອານຕີເອລ. ເຊອານຕີເອລ ລາ ອຶມປໍ່ ເຊຣຸບບາເບລ. 
MAT.1.13	ເຊຣຸບບາເບລ ລາ ອຶມປໍ່ ອາບີອຸດ. ອາບີອຸດ ລາ ອຶມປໍ່ ເອລີອາກິມ. ເອລີອາກິມ ລາ ອຶມປໍ່ ອາເຊີ. 
MAT.1.14	ອາເຊີ ລາ ອຶມປໍ່ ຊາດົກ. ຊາດົກ ລາ ອຶມປໍ່ ອາກີມ. ອາກີມ ລາ ອຶມປໍ່ ເອລີອຸດ. 
MAT.1.15	ເອລີອຸດ ລາ ອຶມປໍ່ ເອເລອາຊາ. ເອເລອາຊາ ລາ ອຶມປໍ່ ມັດທານ. ມັດທານ ລາ ອຶມປໍ່ ຢາໂຄບ. 
