MAT.1.1	Jesukristo ji'j nyafxiiteywe'sx kimtewap txãatxku pta'sxi' ayte'. Jesukristo' Abrahan Davxid ji'kh yu'. 
MAT.1.2	Abrahana' Isaak neyku yu', naapkaçxha' Isaakha', Jakob neyku yu'. Aça' Jakoba', Judáwe'sx neyku yu'. 
MAT.1.3	Juda' Fxares vxite' Zara neyku yu', aça' njĩ'ja' Tamarku yaase yu'. Fxaresa' Esrom neyku yu', naapkaçxha' Esroma', Aram neyku yu'. 
MAT.1.4	Arama', Aminadab neyku yu', naapkaçxha' Aminadaba' Naason neyku yu'. Aça' Naasona', Salmón neyku yu'. 
MAT.1.5	Salmona' Booz neyku yu', naapkaçxha' njĩ'ja' Rahabku yaase yu'. Booza' Obed neyku yu', aça' njĩ'ja' Rutku yu'. Obeda' Isaí neyku yu', 
MAT.1.6	naapkaçxha' Isaía', jxkaahsa Davxid neyku yu'. Aça' jxkaahsa Davxida', Salomón neyku yu', aça' Salomón njĩ'ja' Urias nyu yu'k nyafxíi txãak yu'.
MAT.1.7	Salomona' Roboam neyku yu', naapkaçxha' Roboama', Abias neyku yu'. Aça' Abiasa', Asa neyku yu'. 
MAT.1.8	Aça' Asa', Josafxat neyku yu', naapkaçxha' Josafxatha', Joram neyku yu'. Jorama', Uzias neyku yu'. 
MAT.1.9	Uziasa' Jotam neyku yu', naapkaçxha' Jotama', Akaz neyku yu'. Aça' Akaza' Ezekías neyku yu'. 
MAT.1.10	Ezekiasa' Manasés neyku yu', aça' Manasesa' Amón neyku yu', naapkaçxha' Amona' Josías neyku yu'. 
MAT.1.11	Josiasa' Jekoniaswe'sx neyku yu'. Txãa ensutx Israelwe'sxa' Babilonia kiwen jxũna u'jni yuu. 
MAT.1.12	Aça' Jekoniasa' Salatiel neyku yu', naapkaçxha' Salatiela', Zorobabel neyku yu'. 
MAT.1.13	Zorobabela' Abiud neyku yu', aça' Abiuda' Eliakim neyku yu'. Eliakima', Azor neyku yu'. 
MAT.1.14	Azora' Sadok neyku yu', aça' Sadokha', Akim neyku yu', naapkaçxha' Akima' Eliud neyku yu'. 
MAT.1.15	Eliuda' Eleazar neyku yu', aça' Eleazara' Matán neyku yu', naapkaçxha' Matana', Jakob neyku yu'. 
MAT.1.16	Jakoba' Jose neyku yu', naapkaçxha' Jose' Maria nmi'k yu', Kristo Jesus yaasesa njĩ'j.
MAT.1.17	Abrahan ji'jtx isate', katorce ney u'jweçtek Davxida' upxhna ũsu'. Aça' Davxid ji'jtx isate', ki' vxite katorce ney u'jweçtetx Israelwe'sxa' Babilonia kiwen jxũna u'jni yuu. Txãajũ ki' isani ki' vxite katorce ney u'jweçtek Kristo' upxhna ũsu'.
MAT.1.18	Jesukristo upxni' na'wẽk yuu: Jesus njĩ'j Maria' José yakh imi'ya' puutx we'wenik ji'phu'. Nawa ih fxi'zemey, nasa ji'phuk Dxus Espiritu kaavxya'ja'jni. 
MAT.1.19	Txajx nmi' Josea' txãawe'sx leytxi kxtey nwẽese'jna fxi'zesak yu'. Nawa Maria nasa ji'phuni yu's khuẽswe'sxtxi pãatxhĩ'khmée, paaçte txuteeya'wak yu' nasa jiyunimeete. 
MAT.1.20	Sa' txã'wẽ yajkxna ũsiyna, ksxa'wte Dxus angel vxyaaçxa na'jĩk:
MAT.1.20	—José, Davxid ji'j, iidx nyu yuuwa'jsa Maria's jxpa'gaya' wa'lnu, na'wẽ nasa ji'pha' nawa txã' Dxus Espiritu kaavxya'ja'jni'. 
MAT.1.21	Maria nçxi'k ãaga vxyaate', txã'sa' Jesus yasene'ga. Txã'wẽ kxsusni yuuna, txãa pa'gatey txajx nasa pkaltewe'sxtxi nwe'wewa'jsa' jĩnak we'we.
MAT.1.22	Txã'wẽ yuuk, nawa txãniitey Dxus yuwe pta'sxsa's Dxusíi kaaũusuthe'the' na'wẽk we'we txãa kxtey yuukahnçxáak txã'wẽ yuu. 
MAT.1.23	Txã' na'wẽk we'we:
MAT.1.23	Teeçx kna'sa' teeçx nçxi'k ji'phuna.
MAT.1.23	Txã' Emanwel kxsusni yuuna jĩk.
MAT.1.23	Txãa Emanwel jĩnisa': Dxusa' kwe'sx yakh ũsa' jĩni'.
MAT.1.24	Txajũ' Josea' deeniijũ yajkxçxa', Dxus angel we'weni's nwẽese'jçxa Maria txajx nyu yuuwa'jsa's nvxihtme'. 
MAT.1.25	Nawa ptam na'wẽ ih yu' fxi'zemeeta', María nçxi'k ãaga yuupkaçx. Sa' Maria nçxi'k ãaga yuute', txã'sa' Jesus yasek ki'p.
MAT.2.1	Jesusa' Belen çxhabtek upx, Judea kiwete. Txãn ensu txãa kiwesu jxkaahsa' Herodesku yu'. Naapkaçxha' Jerusalen çxhabte maz piçthẽ'j pa'jtx sek kãani kiwejuwe'sx estrelxatx jiisa. 
MAT.2.2	Sa' na'jĩnatx pẽjx:
MAT.2.2	—¿Mtee ũsna judiuwe'sxtxi jxkaahwa'jsa ãçxh u'se upxsa? Kwe'sxa' txajx upxni's pta'sxsa estrelxa's uytha'w sek kãani kiweju, txãasatha'w weçxaya' yuwé'.
MAT.2.3	Txã'jĩte', Herodesa' wala kuh yajkxku, txã'wẽy Jerusalen çxhabte nasawa jxukaysa. 
MAT.2.4	Txajũ' jxkaahsa' sacerdote npiiçthẽ'jwe'sx vxite' ley kaapiya'jsawe'sx jxukaysatx pa'yaçxa' paapẽjxku:
MAT.2.4	—Kristo' ¿mteega upxwa'jsa yu'? jĩte', pta'sxtxi:
MAT.2.5	—Judea kiwete Belen çxhabtek upxwa'jsa yu'. Txajíik Dxus yuwe pta'sxsa' na'jĩna fxi'j:
MAT.2.6	Judá kiwete Belen çxhab txã'wẽ maa çxhabtewa jxthaakwe ãhmeekwesame'.
MAT.2.6	Txãa pa'gatey Belen çxhabuh teeçx npiiçthẽ'jsa kasehçxa Adx nasa Israelwe'sxtxi jxpe'jwa'jsa' jĩ'k.
MAT.2.7	Txã'jĩte', Herodesa' estrelxa's uysaatx paaçte pa'yaçxa pẽjxku:
MAT.2.7	—¿Makwe txaçx yuuçna estrelxa vxyaani? jĩna wala ew paapẽjxçxak 
MAT.2.8	Belenna kaah na'jĩna neewe'weçxa:
MAT.2.8	—Kxte me'jwe, sa' wala ew paapẽyine'kwe txãa luuçx ma'wẽsatewa. Sa' ew jiyuçxa', adxa's pta'sxine'kwe, aça' adxwa weçxaya' u'jwe'nja jĩte', 
MAT.2.9	estrelxa's uysaawe'sxa' u'jtx. Naapkaçxha' sek kãani kiweju estrelxa uyne'ta txãa estrelxa' txãawe'sx yaçte vxyaana u'jçxa mteene' luuçx ũsu' txãa kajkwete pa'jçxak kxtee yuju. 
MAT.2.10	Txã'wẽ estrelxa ki' vxyaate', wala weçxatx, 
MAT.2.11	sa' yatte u'kaçxa luuçxa's uytxi njĩ'j yakh. Sa' peejxũkweçxa' luuçxa's weçxatx. Txã'wẽ yũuçxatx txãawe'sx peeswa'j jxũçxa u'jni's phaadeçxa pees: vxyuu beh, incienso vxite' miçxa. 
MAT.2.12	Txã'wẽ yũuniijũ' kus ksxa'wte pta'sxnitx yuu Herodes tasxna ki' sxawedkahmén. Aça' vxite dxi'jsutx sxawedna u'j.
MAT.2.13	Estrelxa's uysaawe'sx u'jnijũ', José ksxa'wte', Dxus angel vxyaaçxa na'jĩk:
MAT.2.13	—Kiiteçxa me'j ũphna Egipto kiwen luuçxkuẽ's pe'jçxa petx njĩ'j yã'jçxa. Sa' kxtee ũsune'ga adx ki' pta'sxpkaçx. Txã'wẽme', Herodesa' luuçxkuẽ's ikhya' pakweya'wa' jĩte', 
MAT.2.14	Jose' kusçxáa pe'jna Egipto kiwen u'kh. 
MAT.2.15	Sa' kxteetx ũsu' Herodes uupkaçx. Dxus yuwe pta'sxsa we'weçxa': Egiptoju pa'yath Adx Nçxi'ka's jĩk txãa kxtey yuukahnçxáak txã'wẽ yũu.
MAT.2.16	Estrelxa's uysaawe'sx txã'wẽ Herodesa's weeçxsa na'wẽ vxite dxi'jsu u'jni's jiyuçxa', seena' wala ũusaçxak. Sa' luuçxtxi kiikhe'kh Belen çxhabtewe'sx vxite' peeku'jsuwe'sx yã'jçxa jxuka, luuçx e'z anxu ji'phsate kãhpkaçx. Estrelxa's uysaawe'sxa' makwe txaçx yã'j yuuçtewa pta'sxne'ta txã'sna jiyuçxak txã'wẽ e'z anxu ji'phsate kãhpkaçx kiikhe'jna ũsu' Herodesa'. 
MAT.2.17	Dxus yuwe pta'sxsa Jeremias na'jĩna fxi'jni kxtey yuuk:
MAT.2.18	Teeçx ahte Ramá yaasesate pthũusek
MAT.2.18	Seena' pebeena nxus we'weni.
MAT.2.18	Txã' Rakelku txã'wẽ ũ'ne' txajx luuçx pa'gate,
MAT.2.18	Sa' kisxi'çme', txã'wẽtx ikhni yuu naa pa'ga jĩ'k.
MAT.2.19	Egipto kiwete ũsçxa José ksxa'wte', Dxus angel vxyaaçxa na'jĩk Herodes uuniijũ':
MAT.2.20	—Ãçxha' luuçxa's ikh wẽesawa uuyã'jtx, aça' pe'jçxa sxawedna me'j Israel kiweníi jĩte', 
MAT.2.21	Jose' sxawedna u'kh Israel kiwen luuçx petx njĩ'j yã'jçxa. 
MAT.2.22	Nawa Herodes pa'gate nçxi'k Arkelao Judeate jxkaahna ũste jiyuçxa', ũukhku kxtee pa'jya' yu'. Sa' ksxa'wte' pta'sxnik yuu, txãasak Galilea kiwen u'j. 
MAT.2.23	Kxtee pa'jçxa', teeçx çxhab Nasaret yaasesatek u'p-ya' u'j. Nyafxiitey Dxus yuwe pta'sxsawe'sx we'weçxa', Jesusa' Nasareno ya'kxsusuna jĩ'tx txã'jĩni kxtey yuukahnçxáak txã'wẽ yũu.
MAT.3.1	Txãa ensu' Juan Bautista' Dxus yuwe's pta'sxna pa'kh Judea kiwesu nasa u'pnimeesu. 
MAT.3.2	Sa' na'jĩ'k:
MAT.3.2	—Pkaltxi nvxihtçxa Dxus tasxte misxawedwe. Txã'wẽme', Dxus jxkaahwa'j ena' ãjxã'kh jĩ'k.
MAT.3.3	Naa Juana'sku we'wena fxi'j Dxus yuwe pta'sxsa Isaiasa' na'jĩna:
MAT.3.3	Nasa u'pnimée kiwesu sus we'weni pthũusek:
MAT.3.3	Dxus pa'jwa'ja's mpheu'jwe,
MAT.3.3	Dxi'ja's ku'le phaadena jĩ'k.
MAT.3.4	Juana' kamelxo khas atxh athçxa kha'txku jxtudu'. Sa' txajx ũ'nisa yu', khã'sx wala çxhi'dx miltxi yu'. 
