EXO.1.1	Allae Hozrot Iakubor noea nam disla Israil, erlagi tan bongshor nam oilo Boni Israil. Iakube tan bibi-baichcha ar foribaror hoḳolre loia Mishor desho gelagi. Ou shomoe tan loge oia zera gela, erar nam oilo, 
EXO.1.2	Ruben, Shimion, Lebi, Ehuda, 
EXO.1.3	Isaḳor, Shobulon, Bin-Iamin, 
EXO.1.4	Dan, Noftali, Sadu ar Ashir. 
EXO.1.5	Iakubor bongshor hoḳoltae milia shottoir zon asla. Ar Iusuf ag taki-u Mishoro taḳta. 
EXO.1.6	Bade Iusuf, tan baiain, ar hi amolor hoḳol mara gela. 
EXO.1.7	Oile tarar bador bongshodor baṛia kub bolala oila. Era sairobae sitria asta Mishor desh borigela.
EXO.1.8	Ermaze Mishoro eḳzon noea bashsha oila, ein Iusufre sinoin na. 
EXO.1.9	Ein nizor proza oḳolre ḳoila, “Saia deḳo, Boni Israil oḳol amra taki beshio ar bolalao. 
EXO.1.10	Te ao, amra eḳ fondi ḳori, ita zenu ar na baṛoin. Arnae tara baṛia heshe zuddor ḳalo amrar dushmonor loge milia amrar birudde zuddo ḳorbo, bade amrar desh taki zaibogi.”
EXO.1.11	Teu tara shordar lagaila erare maria-doria zur-zulum ḳoria ḳam ḳoranir lagi. Era Feraunor foshol raḳar lagi Pitum ar Ramashesh namor duiṭa ṭauno banaila. 
EXO.1.12	Oile erar ufre zoto beshi zur-zulum ḳora oilo, erao oto beshi baṛila ar sitrila. Erlagi Mishori oḳole Boni Israilre kub ḍoraigela. 
EXO.1.13	Ḍoraia eraredi aro ḳoṭin ḳam ḳoraila. 
EXO.1.14	Maṭi ḳam, iṭor ḳam ar ketor maze ḳosṭor ḳam ḳoraia erar zanre titta banaililo. Ar tara zur-zulum ḳoria nisṭur-pashanor laḳan ḳam ḳoraito.
EXO.1.15	Bade Mishoror bashshae Shifra ar Fua namor duizon Ibrani dai beṭire hukum dila, 
EXO.1.16	“Tumra Ibrani beṭintor dai girit gia, itar fuain foeda oile-u marilaio, ḳali fuṛintore zita rakio.” 
EXO.1.17	Oile hi dai beṭinte Allare ḍoraita gotike, Mishori bashshar hukum na mania fuaintoreo zita raḳto. 
EXO.1.18	Teu bashshae erare nia zikaila, “Ita ḳam ḳene ḳorlae? Fuaintore ḳene zita raḳlae?”
EXO.1.19	Tara zuaf dila, “Ibrani beṭin Mishori beṭintor laḳan nae, tara bout bolala. Dai tarar ḳasat zaibar age-u tarar hurutta foeda oizae.” 
EXO.1.20+EXO.1.21	Ou duio beṭie Allare ḍoraita ḳori, Allae rohomot ḳoria tarareo aolad dila. Ar Boni Israilo aro beshi ḳori baṛia kub shoktiman oila. 
EXO.1.22	Ita dekia Feraune nizor proza oḳolre hukum dila, “Ibrani oḳolor kunu fuain oile-u tumra Nil nodo falai dio, ḳali fuṛintore zita rakio.”
EXO.2.1	Ermaze Lebi gusṭir eḳzon manshe, tan nizor gusṭir ek koinnare shadi ḳorla. 
