MAT.1.1	Даут и къуэмрэ Ибрэхьим и къуэмрэ
MAT.1.2	Ибрэхьим Исхьэкъ къыхуалъхуащ; Исхьэкъ Екъуб къыхуалъхуащ; абы Иудэрэ и къуэшхэмрэ къыхуалъхуащ; 
MAT.1.3	Иудэ Фаресрэ Зарэрэ
MAT.1.4	Арам Аминадав къыхуалъхуащ; Аминадав Наасон къыхуалъхуащ; Наасон Салмон къыхуалъхуащ; 
MAT.1.5	Салмон Вооз къыхуалъхуащ; Вооз и анэм и цӀэр Рахавщ; Вооз Овид къыхуалъхуащ; Овид и анэм и цӀэр Рутщ; Овид Иессе къыхуалъхуащ; 
MAT.1.6	Иессе Даут пащтыхьыр къыхуалъхуащ.
MAT.1.6	Даут пащтыхьым Сэлмэн къыхуалъхуащ; Сэлмэн и анэр Урие зи цӀэм и фызу
MAT.1.7	Сэлмэн Ровоам къыхуалъхуащ; Ровоам Авие къыхуалъхуащ; Авие Асэ къыхуалъхуащ; 
MAT.1.8	Асэ Иосафат къыхуалъхуащ; Иосафат Иорам къыхуалъхуащ; Иорам Озие къыхуалъхуащ; 
MAT.1.9	Озие Иоафам къыхуалъхуащ; Иоафам Ахаз къыхуалъхуащ; Ахаз Езекие къыхуалъхуащ; 
MAT.1.10	Езекие Манассие къыхуалъхуащ; Манассие Амон къыхуалъхуащ; Амон Иосие къыхуалъхуащ; 
MAT.1.11	Иосие Иоаким къыхуалъхуащ. Израил цӀыхухэр Бабилэн къалэшхуэм залымыгъэкӀэ щагъэӀэпхъуа лъэхьэнэм
MAT.1.12	Израил цӀыхухэр Бабилэн ягъэӀэпхъуа нэужь,
MAT.1.13	Зоровавел Авиуд къыхуалъхуащ; Авиуд Елиаким къыхуалъхуащ; Елиаким Азор къыхуалъхуащ; 
MAT.1.14	Азор Садок къыхуалъхуащ; Садок Ахим къыхуалъхуащ; Ахим Елиуд къыхуалъхуащ; 
MAT.1.15	Елиуд Елеазар къыхуалъхуащ; Елеазар Матфан къыхуалъхуащ; Матфан Екъуб къыхуалъхуащ; 
MAT.1.16	Екъуб Исуф къыхуалъхуащ. Ар МэссихькӀэ* зэджэ Хьисэ къэзылъхуа Мэрием и щхьэгъусэщ.
MAT.1.17	Аращи, Ибрэхьим бегъымбарым деж къыщыщӀэдзауэ Даут пащтыхьым деж къэсыху щӀэблэ
MAT.1.18	Хьисэ Мэссихь къызэралъхуар мыпхуэдэущ: Исуф Хьисэ и анэ Мэрием къишэну къыхихат,
MAT.1.19	Мэрием илӀ Исуф щыпкъагъэ зигу илъ цӀыхути, Мэрием и напэр цӀыхухэм я пащхьэм щытримыхын щхьэкӀэ, ар щэхуу иригъэкӀыжын мурад ищӀащ.
MAT.1.20	Исуф а Ӏуэхум пыхьауэ, Зиусхьэным и мелыӀычыр абы пщӀыхьэпӀэу къыхуэкӀуащ.
MAT.1.20	– Даут и къуэ Исуф, – къыжиӀащ абы, – Мэрием къэпшэну умышынэ; абы къилъхуну сабийр къызыхэкӀыр Тхьэм и Псэ ЛъапӀэр арщ. 
MAT.1.21	Мэрием къуэ къыхуэхъунущ икӀи абы цӀэуэ фӀэпщынур Хьисэщ,* абы и лъэпкъым я гуэныхьхэр ящхьэщихынурэ, мыкӀуэду къригъэлынущи.
MAT.1.22	А псор апхуэдэу щӀэхъуар Зиусхьэным
MAT.1.23	«Хъыджэбзыр лъэщыджэ хъунущ,
MAT.1.23	къуэи къилъхунущ.
MAT.1.23	Абы цӀэуэ фӀащынур Еммануилщ.
MAT.1.23	„Тхьэр ди гъусэщ“,
MAT.1.23	аращ а цӀэм къикӀыр».
MAT.1.24	Исуф къэушри, Зиусхьэным и мелыӀычым къызэрыжриӀам тету зекӀуащ икӀи Мэрием къишащ. 
MAT.1.25	Ауэ ар къишэн ипэ, Мэрием и япэ къуэр къилъхуащ. Исуф абы цӀэуэ фӀищар Хьисэщ.
MAT.2.1	Ирод пащтыхьым
MAT.2.2	– Дэнэ щыӀэ журтхэм къыхуалъхуа я пащтыхьыр? – жаӀащ абыхэм. – Абы и вагъуэр къуэкӀыпӀэмкӀэ щытлъагъури, ар дгъэлъэпӀэн щхьэкӀэ дыкъэкӀуащи.
MAT.2.3	Ар щызэхихым, Ирод пащтыхьыр гузэващ, абы дэгузэващ Ерусалим дэс цӀыху псори. 
MAT.2.4	Арати, цӀыхухэм я дин пашэшхуэ
MAT.2.4	– Мэссихьыр
MAT.2.5	– Иудей хэкум щыщ Бэтлэхьэмщ, – къыжраӀащ абыхэм, – бегъымбарым мыпхуэдэу итхащи:
MAT.2.6	«Уэ, Иудей хэкум щыщ Бэтлэхьэм,
MAT.2.6	Иудэ лъэпкъым и пашэхэм нэхърэ
MAT.2.6	зыкӀи унэхъ цӀыкӀукъым;
MAT.2.6	зы пашэ уэ къыпхэкӀынущи.
MAT.2.6	Мэлыхъуэр мэлхэм зэракӀэлъыплъым хуэдэу,
MAT.2.6	а пашэр си Израил лъэпкъым
MAT.2.6	кӀэлъыплъынущ».
MAT.2.7	Тхьэгурымагъуэхэр щэхуу къриджэри, Ирод вагъуэр къыщыщӀэкӀа зэман дыдэр зригъэщӀащ абы и ужькӀэ. 
MAT.2.8	Ахэр Бэтлэхьэм щигъакӀуэм, яжриӀащ:
MAT.2.8	– ФыкӀуи, сабийм и хъыбарыр фӀыуэ зэвгъащӀэ. Ар къэвгъуэтмэ, хъыбар къызэвгъэщӀэж, ар згъэлъэпӀэн щхьэкӀэ, сэри сыкӀуэнущи.
MAT.2.9	Пащтыхьым къажриӀам едаӀуэри, тхьэгурымагъуэхэр ежьащ. КъуэкӀыпӀэмкӀэ щалъэгъуа вагъуэр абыхэм я пэ иту ядэкӀуэурэ, сабийр здэщыӀэ щӀыпӀэм щынэсым, абы къыщхьэщыуващ. 
MAT.2.10	Вагъуэр щалъагъум, хуабжьу гуфӀащ ахэр. 
