MAT.1.1	Naani mamaani ꞌiniai burungana Jisas Kraest na huta mai baaniai burungana Deved mea Ebraham.
MAT.1.2	ꞌIa Ebraham naasi amana Aisak,
MAT.1.2	ꞌia Aisak amana Jekop,
MAT.1.2	ꞌia Jekop amana Jiuda miraaui doꞌoranaꞌi,
MAT.1.3	ꞌia Jiuda amana Peres mia Sira (inadarua ꞌia Tama).
MAT.1.3	ꞌIa Peres amana Hesron,
MAT.1.3	ꞌia Hesron amana Ram,
MAT.1.4	ꞌia Ram amana Aminadab,
MAT.1.4	ꞌia Aminadab amana Nason,
MAT.1.4	ꞌia Nason amana Salmon,
MAT.1.5	ꞌia Salmon amana Boas (ꞌia Rehab naasi inana).
MAT.1.5	ꞌIa Boas amana Obed (inana ꞌia Rut),
MAT.1.5	ꞌia Obed amana Jesi,
MAT.1.6	ꞌia Jesi amana Mwaeraha Deved.
MAT.1.6	ꞌIa Deved amana Solomon (inana ꞌia Batsiba, nararu haꞌiwai gaꞌu a Uraea).
MAT.1.7	ꞌIa Solomon amana Rehobom,
MAT.1.7	ꞌia Rehobom amana Abaeja,
MAT.1.7	ꞌia Abaeja amana ꞌAsa,
MAT.1.8	ꞌia ꞌAsa amana Jehosofat,
MAT.1.8	ꞌia Jehosofat amana Joram,
MAT.1.8	ꞌia Joram amana Usaea,
MAT.1.9	ꞌia Usaea amana Jotam,
MAT.1.9	ꞌia Jotam amana Ehas,
MAT.1.9	ꞌia Ehas amana Hesikaea,
MAT.1.10	ꞌia Hesikaea amana Manase,
MAT.1.10	ꞌia Manase amana Amon,
MAT.1.10	ꞌia Amon amana Josaea,
MAT.1.11	ꞌia Josaea amana Jekonaea miraaui doꞌoranaꞌi. Rau huta gaarangiai madoraa ra wairaaui Israel ꞌari naꞌi Babilon ꞌanai haꞌi slev ꞌiniraau.
MAT.1.12	Naꞌi murinai wairaau ada i Israel ꞌari Babilon
MAT.1.12	ꞌia Jekonaea amana Saltiel,
MAT.1.12	ꞌia Saltiel amana Serababel,
MAT.1.13	ꞌia Serababel amana Abiud,
MAT.1.13	ꞌia Abiud amana Elaeakim,
MAT.1.13	ꞌia Elaeakim amana Aso,
MAT.1.14	ꞌia Aso amana Sadok,
MAT.1.14	ꞌia Sadok amana Akim,
MAT.1.14	ꞌia Akim amana Eliud,
MAT.1.15	ꞌia Eliud amana Eleasa,
MAT.1.15	ꞌia Eleasa amana Matan,
MAT.1.15	ꞌia Matan amana Jekop,
MAT.1.16	ꞌia Jekop amana Josep, mwane ana Meri. ꞌIa Meri inana Jisas nara ꞌunua ꞌiniai Haꞌatahi.
