MAT.1.1	Yesu Kɨlisi tɨvae bue he lê yêp ga. Devit pum lec Eblaham dɨ Yesu pum lec Devit.
MAT.1.2	Eblaham nu Aisak.
MAT.1.2	Dɨ Aisak nu Jekop.
MAT.1.2	Dɨ Jekop nu Yuda he lie.
MAT.1.3	Yuda nu Peles yuu Sila wê ta Tema ge.
MAT.1.3	Dɨ Peles nu Heslon.
MAT.1.3	Dɨ Heslon nu Lam.
MAT.1.4	Dɨ Lam nu Aminadap.
MAT.1.4	Dɨ Aminadap nu Nason.
MAT.1.4	Dɨ Nason nu Salmon.
MAT.1.5	Dɨ Salmon nu Boas wê ta Lehap ge.
MAT.1.5	Dɨ Boas nu Obet wê ta Lut ge.
MAT.1.5	Dɨ Obet nu Jesi.
MAT.1.6	Dɨ Jesi nu Devit wê tu Islel nên king.
MAT.1.6	Dɨ Devit nu Solomon. Solomon ta ge wê lɨya Yulaia.
MAT.1.7	Dɨ Solomon nu Liaboam.
MAT.1.7	Dɨ Liaboam nu Abaisa.
MAT.1.7	Dɨ Abaisa nu Esa.
MAT.1.8	Dɨ Esa nu Jehosapat.
MAT.1.8	Dɨ Jehosapat nu Jolam.
MAT.1.8	Dɨ Jolam nu Asaia.
MAT.1.9	Dɨ Asaia nu Jotam.
MAT.1.9	Dɨ Jotam nu Ehas.
MAT.1.9	Dɨ Ehas nu Hesekaia.
MAT.1.10	Dɨ Hesekaia nu Manasa.
MAT.1.10	Dɨ Manasa nu Emos.
MAT.1.10	Dɨ Emos nu Josaia.
MAT.1.11	Dɨ Josaia nu Jekonaia he lie wê tɨbii Babilon vông vevac vô he dɨ hôm he Islel vɨhati xôn dɨ kô he mɨ la vac vɨgwe Babilon nêb he i vông yuac pɨleva vô he mɨ dô.
MAT.1.12	He dô vac vɨgwe Babilon dɨ Jekonaia nu Sialtiel.
MAT.1.12	Dɨ Sialtiel nu Selababel.
MAT.1.13	Dɨ Selababel nu Abaiat.
MAT.1.13	Dɨ Abaiat nu Elaiakim.
MAT.1.13	Dɨ Elaiakim nu Eso.
MAT.1.14	Dɨ Eso nu Sedok.
MAT.1.14	Dɨ Sedok nu Ekim.
MAT.1.14	Dɨ Ekim nu Elaiat.
MAT.1.15	Dɨ Elaiat nu Eliesa.
MAT.1.15	Dɨ Eliesa nu Matan.
MAT.1.15	Dɨ Matan nu Jekop.
MAT.1.16	Dɨ Jekop nu Josep wê vɨnê Malia.
MAT.1.16	Dɨ Malia kô nu Yesu wê he nêl lê ên nêbê Kɨlisi.
MAT.1.17	Om bue wê pum lec Eblaham dɨ i la tyip vô Devit ge, he tɨyi xocbê vɨgê yuu dɨ tô mɨ la yuudɨyuu (14). Dɨ bue wê pum lec Devit dɨ i la tyip vô buc wê tɨbii Babilon vông vevac vô he Islel dɨ kô he mɨ la vɨgwe Babilon ge, he tɨyi xocbê 14. Dɨ bue wê dô vô buc wê he Islel dô vac vɨgwe Babilon dɨ i la tyip vô Kɨlisi buc ge, he tɨyi xocbê 14 êno.
MAT.1.18	Kɨyang lec wê Yesu Kɨlisi yubac ge bêga ên nêbê xomxo vɨnoo nêb Malia ob kô Josep. Lêc yuu gên o kôma lêm, dɨ he yê wê Malia xêyaa ge, lêc ge yuac wê Myakɨlôhô Ngɨbua vông. 
MAT.1.19	Malia lɨya Josep ge xomxo nivɨha, om nêb ob vông Malia ni yoc vô xomxo manôn lêm, om xo ên nêb ob sea Malia lê, lêc nêb ob nêl kɨyang wê nu dô vac Malia xêyaa ge kɨtong vô xomxo tɨbeac lêm. 
MAT.1.20	Josep gên dɨxo kɨyang wê nêb ob sea Malia ge vac nɨlô, mêdêc Apumtau vông angela ti lam nêl kɨyang vô Josep vac vɨvia bêga ên nêbê, “Devit nu Josep, le i lêc xona ên wê ông ob kô Malia ge lêm, ên nipwo wê Malia ob kô ge Myakɨlôhô Ngɨbua vaci vông vô Malia. 
MAT.1.21	Om Malia ob kô nu tuc, dɨ ông ob nêl i lê ên nêbê Yesu, ên lê tige kehe bêga nêbê obêc vô lie vêx yuu vux vêl ên he nên nipaên.”
MAT.1.22	Angela nêl bêge, om kɨyang wê Apumtau nêl vô plopete ti ilage vô nôn lec. Plopete tige nêl bêga ên nêbê,
