MAT.1.1	Izibir natoon izo̱ro̱k iya aYeso Kiristi 
MAT.1.2	Ibrahim ne a nye atek Ishaku
MAT.1.2	ne Ishaku tes aYakub.
MAT.1.2	aYakub ne a nye atek aYahuda be ribir áronyining wu.
MAT.1.3	aYahuda ne a tes aPeres be aZera, anyining ba tá nye aTamar.
MAT.1.3	Ne aPeres ne a nye atek aHeruna,
MAT.1.3	ne aHeruna tes Aram.
MAT.1.4	Aram ne a nye atek Aminadap.
MAT.1.4	Ne Aminadap tes aNashon,
MAT.1.4	aNashon ne a nye atek aSalmon.
MAT.1.5	aSalmon nye atek aBowas, anyining wu tá nye aRahap,
MAT.1.5	aBowas ne a nye atek aBida, anyining tá nye aRut,
MAT.1.5	ne aBida tes aZhese.
MAT.1.6	aZhese ne a nye atek aDauda a tá nye agwo̱m.
MAT.1.6	aDauda ne a tes aSolomon anyining wu tá tsang a nye abining aYuriya.
MAT.1.7	aSolomon ne a nye atek aRahobom,
MAT.1.7	ne aRahobom nye atek Abizha.
MAT.1.7	Abizha ne a nye atek Asa.
MAT.1.8	Asa ne a nye atek aYehoshafa,
MAT.1.8	ne aYehoshafa tes aYoram,
MAT.1.8	ne aYoram ne a nye atek aYuziya.
MAT.1.9	Ne aYuziya tes aYotam.
MAT.1.9	aYotam ne a nye atek Ahas,
MAT.1.9	ne Ahas tes aHezekiya.
MAT.1.10	aHezekiya ne a nye atek aManasa,
MAT.1.10	ne aManasa tes Amon.
MAT.1.10	Amon ne a nye atek aYosiya.
MAT.1.11	aYosiya ne a nye atek aZhekoniya be ribir aronyining wu nizen iya a tá kok áner aYahuda nong a tá se te ásam ni iben aBabila.
MAT.1.12	Nama kutseng ba na aBabila:
MAT.1.12	aZhekoniya se tes aSheltiyel,
MAT.1.12	ne aSheltiyel tes aZarubabel.
MAT.1.13	aZarubabel ne a nye atek Abiyud,
MAT.1.13	ne Abiyud tes Aliyakim.
MAT.1.13	Aliyakim ne a nye atek Azuro.
MAT.1.14	Azuro ne a nye atek aZadok,
MAT.1.14	ne aZadok tes Akim.
MAT.1.14	Akim ne a nye atek Aliyudu.
MAT.1.15	Aliyudu ne a nye atek Aleyara,
MAT.1.15	ne Aleyara tes aMatana,
MAT.1.15	ne aMatana ne a nye atek aYakub.
MAT.1.16	Ne aYakub tes aYusufu a tá nye amitek aMarya
MAT.1.16	aya a tá tes aYeso, aya a tú ku yis ye aKiristi.
MAT.1.17	Kamok anong, izam se kuso̱k be anaas kum be izen Ibrahim ma nizen aDauda. Izam se kuso̱k be anaas kum be izen aDauda ma izen a tá tseng ni iben aBabila. Izam se kuso̱k be anaas be izam a tá ne na aBabila ma nizen a tá tes aKiristi gip.
MAT.1.18	Ana ne kutes aYeso Kiristi se. Nizen iyong anyining nye kanamang kusam aYusufu, a be kafa kum ne an nye kuwe̱ne̱ng'e baꞌ, a be kafa'me be Kabik Kazhe̱l'e. 
MAT.1.19	Acam wu aYusufu'me nye aner atek nasho̱o̱n Adakunom, iyong a shim nong a tá te aMarya isum nasho̱o̱n ánerawe baꞌ, iyong a nye kanye̱k nong a tú won kyo̱o̱n.
MAT.1.20	A tá se kaye̱e̱r kanye̱k kayong, iyong amaleka Adakunom be̱ nufu kaye̱e̱r nabos nong a tá fe̱ be wu ye, “aYusufu, igon aDauda, sang tu fok inyim kuso̱k aMarya kanamang kusam wan baꞌ, kamok kafa wu'me nye kafe Kabik Kazhe̱l'e. 
MAT.1.21	A tà tes igon, wan tù ku te riyerek ye aYeso, 
MAT.1.22	Cei ike̱re̱ na nye nong a tá shining ike̱ng iya Adakunom tá fe̱ nanu aner kuzarap, a tá fe̱ ye, 
MAT.1.23	“Di yin, kanamang tà be kafa, a tà tes igon, a tù ku yis ye Imanuwel. (Imanuwel sor, Adakunom se mak be yir.)”
MAT.1.24	Nizen aYusufu tá shiming ni ida, a nye kyo̱ndi amaleka Adakunom'me tú ku tak ayong a sok abining wu nong a tá tseng'e. 
MAT.1.25	Amma aYusufu tsang a ku ren kyo̱ndi aner abining baꞌ, ma nama a tá tes igon'e, a tú ku yis ye aYeso.
MAT.2.1	Nama a tá tes aYeso na aBetalami ni iben aYahuda, nizen aHiridus tá nye agwo̱m. Áner akak afe á tá ren ike̱ng ikak natoon adar ne nabas kuwuruk kunom nong á tá be̱ na aUshalima. 
MAT.2.2	Á ta se rip ye, “Agwo̱m áner aYahuda aya a tá tes ame se ake̱ e̱? Yir di yir adar wu nabas kuwuruk kunom, iyong ne yir m be̱ yir nong tù ku ya yir iben.”
MAT.2.3	Nizen aHiridus 
MAT.2.4	Ayong a tusung ágbang atsi ne áner kubo̱so̱p amok cei, a tú ku rip ba karo̱ a tú ku tes aKiristi'me. 
MAT.2.5	Ayong a tú ku tak ye, “Na aBetalami ni iben aYahuda, kamok anong ne aner kuzarap akak zibir ye,
MAT.2.6	“ ‘Yin áner aBetalami ni iben aYahuda,
MAT.2.6	yin nye yin ayiik'e kaye̱e̱r ágwo̱m aYahuda.
MAT.2.6	kamok kaye̱e̱r yin ne a ta se̱ agwo̱m
MAT.2.6	aya a tana fek áner'i Isarela.’ ”
MAT.2.7	Ayong aHiridus yis átsen ame kyo̱o̱n nong a tú ku rip ba izen iya adar'e tá wuruk dim. Nama á tú ku tak, 
MAT.2.8	iyong a tú tom ba na aBetalami'me ye, “Tseng se tse̱r yin igon'e whiwhe̱. Kum ke yin tu se̱ yin ne yin be̱ tin tak yin, nong mi tà tseng tá su ku ya iben gip.”
MAT.2.9+MAT.2.10	Nama a tá fok ike̱ng iya aHiridus'e tá fe̱, iyong á ya kasho̱o̱n be kutseng ba akon ba, ne adar ba tá tsang á di nabas kunom tu ku wuruk ame se nasho̱o̱n, aye̱ ba kare̱p. Adar'e nyeseng dim naro̱ kaya igon'e tú ku se. 
MAT.2.11	Be kube̱ ba nasa'me, ne á di igon'e be anyining wu aMarya, iyong á tiguum kaben nong á tú ku ya iben. Á bisik acer ba nong á tá no̱o̱k izinariya be name iko̱o̱n a tá yis ye amuur
MAT.2.12	A tsang a kutak ba kaye̱e̱r nabos ye, sang á tú gor nufe aHiridus baba baꞌ. Iyong á tú bun nuwo̱p ba ni iren ikak.
MAT.2.13	Nama átsen ame tú ku bun, amaleka Adakunom be̱ nufe aYusufu kaye̱e̱r nabos, a tá fe̱ be wu ye, “Dorok, sok igon'e be anyining'e nong tá teng tá be yin ni iben aMasar. Sor yin azong ma izen iya ne mi fe̱ be wan, kamok aHiridus tá tse̱r igon'e nong a tá fe̱r.” 
MAT.2.14	Ayong aYusufu dorok, a tá sok igon ame be anyining'e natuk'ong nong á tá be na aMasar. 
MAT.2.15	Á sor azong ma izen iya aHiridus tá ku. I se anong, nong a tá shining ike̱ng iya Adakunom tá tsang a fe̱ be aner kuzarap wu akak ye, “Mi yis igon mi kaye̱e̱r aMasar.”
MAT.2.16	Nizen iya aHiridus tá ren ye átsen ame tú ku wo̱k, ayong riye̱ wu beseng. Ayong a sak ye a ra fe̱s inoon atek'e kaye̱e̱r aBetalami ne iwo̱p iya i ta se bubarak cice̱r, naya na ta se aye̱ afa be kutes ne áya a ta ru raar anong. Kum be izen afe a tá di adar ame. 
MAT.2.17	Nizen iyong ne ike̱ng iya a tá zibir kaye̱e̱r kufumung Irimiya aner kuzarap shining: A tá fe̱ ye,
MAT.2.18	“A fok kuto̱ kaye̱e̱r kuwo̱p aRama,
MAT.2.18	kuto̱ kanak ne kufe riyo̱m dide̱ng,
MAT.2.18	aRahila ne a sen tos kamok inoon wu,
MAT.2.18	a rawu kutsesek,
MAT.2.18	kamok na tá kus.”
MAT.2.19	Nizen aHiridus tá ku, amaleka Adakunom be̱ nufe aYusufu na aMasar kaye̱e̱r nabos ye, 
MAT.2.20	“Dorok, tá sok igon'e be anyining wu nong tú ku bun yin ni iben Isarela, kamok áya afe a tá tse̱r kutser igon ame n kus.”
MAT.2.21	Ayong a dorok, a tá sok igon'e be anyining'e nong a tú bun ni iben Isarela. 
