JHN.1.1	از اوّل کلمه بو و کلمه خدا اَمره بو و کلمه، خدا بو. 
JHN.1.2	اون از اوّل خدا اَمره بو. 
JHN.1.3	همه چی توسطه اون به وجود بَمو، و از هر اونچی کی به وجود بَمو، هیچ چی بدونه اون به وجود نَمو.
JHN.1.4	در اون حیات بو و او حیات، نوره آدمیأن بو. 
JHN.1.5	اَ نور در تاریکی تأبه و تاریکی نتأنه اونه از بین ببره.
JHN.1.6	مردی بَمو کی خدا اونه اوسه کوده بو. اونه نام یحیی بو. 
JHN.1.7	اون شهادت دَئنه‌ره بَمو بو، شهادته بر او نور، تا همه توسطه اون ایمأن بأورید. 
JHN.1.8	یحیی خودش او نور نوبو، بلکی بَمو بو تا بر او نور شهادت بده. 
JHN.1.9	اون نوره حقیقی کی هر آدمی‌یه منوّره کونه، حقیقتاً به جهان اَمون دوبو.
JHN.1.10	اون دنیا میأن ایسه بو و دنیا به واسطه‌یه اون به وجود بَمو، امّا دنیا اونه نشنأخته. 
JHN.1.11	به خو مِلکِ سر بَمو، ولی اونه قوم، اونه قبول نوکودیدی. 
JHN.1.12	امّا به تمامه کسأنی کی اونه قبول بوکودیدی، اَ حقَ فده کی خدا زأکأن بیبید، یعنی هر کسی کی به اونه نام ایمأن بأوره. 
JHN.1.13	نه کسأنی کی از انسان به دنیا بَموییدی و نه از نفسه خوأهشیدی و نه از ایتأ مردِ خوأسته به دنیا بَموییدی، بلکی تولدی از خدایه.
JHN.1.14	و کلمه، انسانه خاکی بوبوسته و اَمی میأن ساکن بوبوسته و اَمأن اونه جلاله بیده‌ییم، 
JHN.1.15	یحیی بر اون شهادت دَیی و با صدایه بلند گفتی کی: «اَن او کسی ایسه کی درباره‌یه اون بوگفتم: ‹اون کی بعد از من اَیه بر من برتری پیدا بوکوده، چونکی قبل از من وجود دأشتی›.» 
JHN.1.16	از اونه پُری اَمأن همه بهره‌مند بوبوستیم، فیض، فیضه سر. 
JHN.1.17	چونکی شریعت توسطه موسی بَمو، امّا فیض و راستی به واسطه‌یه عیسی مسیح بَمو. 
JHN.1.18	هیچکی هرگز خدایه نیده. امّا او یگانه، کی پئره ورجه ایسه و در خودشه ذاتم خدایه، اون، اونه بشنأسأنه.
JHN.1.19	اَنه یحیی شهادت او وختی کی یهودیأن، کاهنأن و لاویأنه از اورشلیم اونه پهلو اوسه کودیدی تا از اون وَورسید کی: «تو کی ایسی؟» 
JHN.1.20	یحیی اعتراف بوکوده، انکار نوکوده، بلکی اصرار دأشتی کی: «من مسیح نی‌یم.»
JHN.1.21	وَورسه‌ییدی: «پس چی؟ تو الیاسی؟»
JHN.1.21	جواب بده: «نی‌یم.» وَورسه‌ییدی:
JHN.1.21	«تو او پیامبری؟»
JHN.1.21	جواب بده: «نه!»
JHN.1.22	او وخت اونه بوگفتیدی: «پس کی ایسی؟ بوگو چی جوابی او کسأنی‌ره کی اَمَره اوسه کودیدی، ببریم؟ درباره‌یه خودت چی گی؟»
JHN.1.23	یحیی طبقِ اونچی کی اِشَعْیایه نبی بیان بوکوده بو، بوگفته
JHN.1.23	«من او صدایه نداکوننده در بیابانم کی گه:
JHN.1.23	‹خداونده رایه همواره کونید!›» 
JHN.1.24	تعدادی از اوشأنی کی روانه بوسته بید و از فَریسیأن بید، 
JHN.1.25	اونه وَورسه‌ییدی: «اگر تو نه مسیحی، نه الیاسی و نه او پیامبر، پس چره تعمید دیهی؟» 
JHN.1.26	یحیی در جواب بوگفته: «من آبه اَمره تعمید دهم، امّا شیمی میأن کسی ایسه کی شومأن اونه نشنأسیدی. 
JHN.1.27	اونی کی بعد از من اَیه، من لایقه وأکودن اونه کفشه بندم نی‌یم.»
JHN.1.28	اَشأن همه در بیت‌عَنْیا واقع در او طرفه اُردنِ رودخانه رخ بده، جایی کی یحیی تعمید دَیی.
JHN.1.29	فردایه او روز، یحیی چون عیسایه بیده کی اونه طرف اَمون دره، بوگفته: «اَنه برّه‌یه خدا کی گناهه از دنیا اوسَنه! 
