MAT.1.1	Rey Davidpa castan aywagmi cara Jesucristoga. Paypa unay awilluncunaga caycunam capäcura:
MAT.1.2	Abrahammi. Abrahampa churinga cara Isaacmi. Isaacpa churinga cara Jacobmi.
MAT.1.2	Jacobpa churinga cara Judäwan shulca wauguencunam.
MAT.1.3	Judäpa warmin cara Tamarmi. Paychru churin cara Fareswan Zaram.
MAT.1.3	Farespa churin cara Esrommi. Esrompa churinga cara Arammi.
MAT.1.4	Arampa churinga cara Aminadabmi. Aminadabpa churinga cara Naasonmi.
MAT.1.4	Naasonpa churinga cara Salmonmi.
MAT.1.5	Salmonpa warmin cara Rahabmi. Paychru churin cara Boozmi.
MAT.1.5	Boozpa warmin cara Rutmi. Paychru churin cara Obedmi.
MAT.1.5	Obedpa churinga cara Isaïmi.
MAT.1.6	Isaïpa churinga cara Rey Davidmi.
MAT.1.6	Rey Davidpa churinga cara Salomonmi.
MAT.1.6	Salomonpa mamanmi cara Uriaspa viüdan.
MAT.1.7	Salomonpa churinga cara Roboammi.
MAT.1.7	Roboampa churinga cara Abiasmi.
MAT.1.7	Abiaspa churinga cara Asam.
MAT.1.8	Asapa churinga cara Josafatmi.
MAT.1.8	Josafatpa churinga cara Jorammi.
MAT.1.8	Jorampa churinga cara Uziasmi.
MAT.1.9	Uziaspa churinga cara Jotammi.
MAT.1.9	Jotampa churinga cara Acazmi.
MAT.1.9	Acazpa churinga cara Ezequiasmi.
MAT.1.10	Ezequiaspa churinga cara Manasesmi.
MAT.1.10	Manasespa churinga cara Amonmi.
MAT.1.10	Amonpa churinga cara Josiasmi.
MAT.1.11	Josiaspa churinga cara Jeconiasmi,
MAT.1.11	nätan Jeconiaspaga caram shulca wauguencunas.
MAT.1.11	Jeconías cawanan wichanmi cay casta runacuna Babiloniaman aywachisha capäcura.
MAT.1.12	Chaychrümi Jeconiaspa churin Salatiel näcirura.
MAT.1.12	Salatielpa churinga cara Zorobabelmi.
MAT.1.13	Zorobabelpa churinga cara Abiudmi.
MAT.1.13	Abiudpa churinga cara Eliaquimmi.
MAT.1.13	Eliaquimpa churinga cara Azormi.
MAT.1.14	Azorpa churinga cara Sadocmi.
MAT.1.14	Sadocpa churinga cara Aquimmi.
MAT.1.14	Aquimpa churinga cara Eliudmi.
MAT.1.15	Eliudpa churinga cara Eleazarmi.
MAT.1.15	Eleazarpa churinga cara Matanmi.
MAT.1.15	Matanpa churinga cara Jacobmi.
MAT.1.16	Jacobpa churinga cara Josëmi. Paymi cara Mariapa gowan. Nätan Mariapa wawanmi cara Jesusga. Paymi cara ‘Salvacugtam cachramushag’ Diosga ningan.
