MAT.1.1	Kitap de kuat ke Yecu Kritho, wen e Dabid, Dabid e Abraɣam. 
MAT.1.2	Abraɣam ee Yithak dhieth; ku dhieth Yithak Jakob; ku dhieth Jakob Juda ku watmathken; 
MAT.1.3	ku dhieth Juda Peredh ku Dhera de Tamar; ku dhieth Peredh Kedhron; ku dhieth Kedhron Aram; 
MAT.1.4	ku dhieth Aram Aminadap; ku dhieth Aminadap Nacɔn; ku dhieth Nacɔn Thalmon; 
MAT.1.5	ku dhieth Thalmon Boadh de Rakab; ku dhieth Boadh Obed de Ruth; ku dhieth Obed Jethe; 
MAT.1.6	ku dhieth Jethe Dabid melek.
MAT.1.6	Ku dhieth Dabid Tholomon ne 
MAT.1.7	ku dhieth Tholomon Rekoboam; ku dhieth Rekoboam Abija; ku dhieth Abija Atha; 
MAT.1.8	ku dhieth Atha Jekocapat; ku dhieth Jekocapat Joram; ku dhieth Joram Udhia; 
MAT.1.9	ku dhieth Udhia Jotham; ku dhieth Jotham Akadh; ku dhieth Akadh Kedhekia; 
MAT.1.10	ku dhieth Kedhekia Manathe; ku dhieth Manathe Amon; ku dhieth Amon Jothia; 
MAT.1.11	ku dhieth Jothia Jekonia; ku watmathken, ne run e lere kɔc Babulon.
MAT.1.12	Ku na ci kɔc laar Babulon, ke Jekonia dhieth Calathiel; ku dhieth Calathiel Dhorobabel; 
MAT.1.13	ku dhieth Dhorobabel Abiud; ku dhieth Abiud Eliakim; ku dhieth Eliakim Adhor; 
MAT.1.14	ku dhieth Adhor Thadok; ku dhieth Thadok Acim; ku dhieth Acim Eliud; 
MAT.1.15	ku dhieth Eliud Eleadhar; ku dhieth Eleadhar Mathan; ku dhieth Mathan Jakob; 
MAT.1.16	ku dhieth Jakob Jothep mony de Mari, man ci Yecu dhieth, ci cɔɔl Kritho.
MAT.1.17	Yen kuat kedhia ne Abraɣam agut Dabid aaye thiɛr ku ŋuan; ku ne Dabid agut leer de kɔc Babulon aaye thiɛr ku ŋuan; ku ne leer de kɔc Babulon agut Kritho aaye thiɛr ku ŋuan.
MAT.1.18	Dhiɛ
MAT.1.19	Ku Jothep monyde, ee ye ran piath, ku cin piɔu bi caath guɔ
MAT.1.20	Ku te tɛk en keekake, ŋɛmka, go malaika de Bɛnydit tuɔl enɔŋ en ne nyuɔ
MAT.1.21	Kabi wa dhieth, ku kabin rinke ca
MAT.1.22	Keekake kedhia aa loi bi ke ci luel ne Nhialic ne thoŋ de nebi bi ya yic, jiɛm,
MAT.1.23	Ye ŋɛmka, dhueny ken thɔny ke roor abi liac, ku kabi wa dhieth,
MAT.1.23	Ku kabi
MAT.1.23	te luele yen ne thoŋda, ke ye, Nhialic ee tɔ ke wɔ. 
MAT.1.24	Go Jothep rɔ
MAT.1.25	ku ci
MAT.2.1	Na ci Yecu dhieth ne Bethlekem de Judaya ne run ke Kerod melek, ŋɛmka, go roor nyic kaŋ goki bɛn piny ciɛn biki Jeruthalem, 
MAT.2.2	ku thiecki, Yi tɔ Meleŋ de Judai ne piɔc dhieth teno? Cierde acuk ŋem ciɛn, a wɔ bɔ buk bi door. 
MAT.2.3	Na ci Kerod melek ye piŋ, go nom diaŋ kene kɔc ke Jeruthalem kedhia. 
MAT.2.4	Go banydit ke ka ke Nhialic ku dugɛɛr ke kɔc cɔk gueer kedhia, ku thiec keek ye bi Kritho dhieth teno? 
MAT.2.5	Goki yɔɔk, Yi ne Bethlekem de Judaya: yenekee gɔɔr ne nebii,
MAT.2.6	Ya yin Bethlekem, pan de Juda,
MAT.2.6	Yin cie can de bany ke Juda:
MAT.2.6	Yin eka bii gabana bɛn bei ne yiyic,
