MAT.1.1	Ovo je rodoslovlje Isusa Krista, potomka kralja Davida koji je bio Abrahamov potomak.
MAT.1.2	Abrahamu se rodio Izak.
MAT.1.2	Izaku se rodio Jakov.
MAT.1.2	Jakovu su se rodili Juda i njegova braća.
MAT.1.3	Judi je Tamara rodila Peresa i Zeraha.
MAT.1.3	Peresu se rodio Hesron,
MAT.1.3	a Hesronu Ram.
MAT.1.4	Ramu se rodi Aminadab.
MAT.1.4	Aminadabu se rodi Nahšon,
MAT.1.4	a Nahšonu Salma.
MAT.1.5	Salmi je Rahaba rodila Boaza.
MAT.1.5	Boazu je Ruta rodila Obeda.
MAT.1.5	Obedu se rodio Jišaj.
MAT.1.6	Jišaju se rodio kralj David.
MAT.1.6	Davidu je bivša Urijina žena rodila Salomona.
MAT.1.7	Salomonu se rodio Roboam.
MAT.1.7	Roboamu se rodio Abija.
MAT.1.7	Abiji se rodio Asa.
MAT.1.8	Asi se rodio Jozafat.
MAT.1.8	Jozafatu se rodio Joram,
MAT.1.8	a Joramu Ahazja.
MAT.1.9	Ahazji se rodio Jotam,
MAT.1.9	Jotamu Ahaz,
MAT.1.9	a Ahazu Ezekija.
MAT.1.10	Ezekiji se rodio Manaše,
MAT.1.10	Manašeu Amon.
MAT.1.10	Amonu se rodio Jošija.
MAT.1.11	Jošiji su se, u vrijeme progonstva u Babilon, rodili Jehonija i njegova braća.
MAT.1.12	Poslije progonstva u Babilon
MAT.1.12	Jehoniji se rodio Šealtiel.
MAT.1.12	Šealtielu se rodio Zerubabel.
MAT.1.13	Zerubabelu se rodio Abiud.
MAT.1.13	Abiudu se rodio Elijakim,
MAT.1.13	a Elijakimu Azor.
MAT.1.14	Azoru se rodio Sadok.
MAT.1.14	Sadoku se rodio Akim,
MAT.1.14	a Akimu Elijud.
MAT.1.15	Elijudu se rodio Eleazar.
MAT.1.15	Eleazaru Matan,
MAT.1.15	a Matanu Jakov.
MAT.1.16	Jakovu se rodio Josip, muž Marije koja je rodila Isusa zvanoga Krist.
MAT.1.17	To je, dakle, ukupno četrnaest naraštaja od Abrahama do kralja Davida, četrnaest naraštaja od kralja Davida do progonstva u Babilon i četrnaest naraštaja od progonstva do Krista.
MAT.1.18	Evo kako se zbilo rođenje Isusa Krista: Njegova majka Marija bila je zaručena s Josipom. Ali dok je još bila djevica, začela je po Svetome Duhu. 
MAT.1.19	Kako je njezin muž Josip bio pravedan čovjek i kako ju nije htio javno osramotiti, naumi ju potajice napustiti.
MAT.1.20	Razmišljajući o tome, zaspao je te mu se u snu ukaže Božji glasnik. “Josipe, sine Davidov,” reče mu on, “ne oklijevaj uzeti Mariju za ženu! Jer dijete koje nosi začeto je po Svetome Duhu. 
MAT.1.21	Ona će roditi sina i nazvat ćeš ga Isus (što znači: ‘Gospodin spasava’) jer će spasiti svoj narod od njegovih grijeha.” 
MAT.1.22	Sve se to dogodilo da bi se obistinilo što je Gospodin rekao po proroku:
MAT.1.23	“Slušajte! Djevica će zanijeti!
MAT.1.23	Rodit će sina koji će se zvati Emanuel”,
MAT.1.23	(što znači: “Bog je s nama”).
MAT.1.24	Kad se Josip probudio, učini kako mu je Božji glasnik zapovjedio—dovede Mariju svojoj kući da mu bude žena. 
MAT.1.25	Nije joj prišao kao muškarac dok nije rodila sina. A onda mu nadjene ime Isus.
MAT.2.1	Isus se rodio u gradu Betlehemu u Judeji za vladavine kralja Heroda. U to vrijeme neki mudraci s Istoka stignu u Jeruzalem 
MAT.2.2	i stanu se raspitivati: “Gdje je taj novorođeni kralj Židova? Vidjeli smo njegovu zvijezdu na istoku pa smo mu se došli pokloniti.”
MAT.2.3	To veoma uznemiri kralja Heroda, a i sav Jeruzalem. 
MAT.2.4	Kralj sazove svećeničke poglavare i pismoznance da se raspita gdje se Krist treba roditi. 
MAT.2.5	“U Betlehemu u Judeji”, odgovore mu, “jer je prorok napisao:
MAT.2.6	‘Betleheme, ti nisi samo nevažno judejsko selo,
MAT.2.6	jer će iz tebe poteći vladar
MAT.2.6	koji će voditi moj narod, Izrael.’”
MAT.2.7	Tada Herod potajno pošalje po mudrace da od njih dozna vrijeme pojavka zvijezde. 
MAT.2.8	Zatim ih pošalje u Betlehem: “Pođite i pomnjivo se raspitajte za dijete. Kad ga pronađete, vratite se i javite mi da mu se i ja pođem pokloniti.”
MAT.2.9	Poslušali su kralja i pošli. I gle! Zvijezda koju su vidjeli da izlazi išla je pred njima sve dok se nije zaustavila iznad mjesta gdje se nalazilo dijete. 
MAT.2.10	Kad su ju ugledali, silno su se razveselili. 
MAT.2.11	Uđu u kuću i ugledaju dijete s njegovom majkom Marijom te padnu ničice i poklone mu se. Zatim otvore škrinje s blagom i daruju mu zlato, tamjan i smirnu. 
MAT.2.12	Poslije toga su u snu dobili upute da se ne vraćaju k Herodu, te su se u svoju zemlju vratili drugim putem.
MAT.2.13	Kad su otišli, anđeo se Gospodnji ukaže u snu Josipu. “Ustani i bježi u Egipat s djetetom i s njegovom majkom”, reče anđeo, “i ostani ondje sve dok ti ne kažem da se vratiš jer će kralj Herod tražiti dijete da ga ubije.”
MAT.2.14	Josip ustane i još se iste noći zaputi u Egipat s Marijom i djetetom. 
MAT.2.15	Ostao je ondje sve do Herodove smrti. Time se ispunilo što je Gospodin rekao preko proroka: “Pozvao sam svojega sina iz Egipta.”
MAT.2.16	Kad uvidi da su ga mudraci izigrali, Herod se silno razgnjevi i pošalje vojnike da u Betlehemu i po svoj okolici pobiju sve dječake od dvije godine i mlađe, prema vremenu izlaska zvijezde za koje se raspitao u mudraca. 
MAT.2.17	Tada se ispunilo ono što je rekao prorok Jeremija:
MAT.2.18	“U Rami se čuje glas,
MAT.2.18	zapomaganje i gorak plač;
MAT.2.18	to Rahela oplakuje svoju djecu
MAT.2.18	i ne dade se utješiti jer ih više nema.”
MAT.2.19	Kad je Herod umro, u Egiptu se anđeo Gospodnji ukaže Josipu u snu 
MAT.2.20	i reče mu: “Ustani i povedi dijete i njegovu majku natrag u izraelsku zemlju, jer su oni koji su ga pokušavali ubiti mrtvi.” 
MAT.2.21	On ustane, uzme dijete i majku i vrati se u Izrael. 
MAT.2.22	Putem dozna da je novim kraljem postao Arhelaj, Herodov sin, pa se prestraši. Tada i u snu dobije upozorenje da ne ide u Judeju, te umjesto toga ode u Galileju 
MAT.2.23	i nastani se u Nazaretu. Time se ispunilo što su o Mesiji napisali proroci: “Zvat će se Nazarećanin.”
MAT.3.1	U to vrijeme Ivan Krstitelj počne propovijedati u judejskoj pustinji: 
MAT.3.2	“Pokajte se za grijehe i obratite se Bogu jer je nebesko kraljevstvo blizu!” 
MAT.3.3	Prorok Izaija govorio je o Ivanu kad je prorokovao:
MAT.3.3	“On je glas koji viče u pustinji:
MAT.3.3	‘Pripremite put za Gospodnji dolazak!
MAT.3.3	Poravnajte za njega staze!’”
MAT.3.4	Ivanova odjeća bila je istkana od devine dlake, a bio je opasan kožnim pojasom. Hranio se skakavcima i divljim medom. 
MAT.3.5	Ljudi su k njemu dolazili iz Jeruzalema i iz cijele jordanske okolice. 
MAT.3.6	Ispovijedali su mu svoje grijehe, a on ih je krstio u rijeci Jordanu.
MAT.3.7	Ali kad ugleda mnoge farizeje i saduceje da se dolaze krstiti, reče im: “Zmijska legla! Tko li vas je samo upozorio da pobjegnete Božjemu gnjevu koji stiže? 
MAT.3.8	Dokažite svojim životom i djelima da ste se odvratili od grijeha i obratili Bogu.
MAT.3.9	Ne zavaravajte se da vam je dovoljno reći: ‘Mi smo Abrahamovi potomci!’ jer vam kažem da Bog može i od ovoga kamenja podignuti Abrahamovu djecu! 
MAT.3.10	Sjekira Božjeg suda već je uzdignuta da u korijenu sasiječe stabla. Svako stablo koje ne daje dobrog roda bit će posječeno i bačeno u vatru.
MAT.3.11	Ja vodom krstim one koji se pokaju od svojih grijeha; no dolazi netko veći od mene, toliko velik da mu ja nisam dostojan ni robom biti.
MAT.3.12	Očistit će svoje gumno i odvojiti pljevu od pšenice; pšenicu će spremiti u svoju žitnicu, a pljevu sažeći neugasivim ognjem.”
MAT.3.13	Tada Isus dođe iz Galileje na Jordan da ga Ivan krsti. 
MAT.3.14	Ivan ga je odvraćao. “Zar da ti dođeš k meni,” reče mu, “a zapravo bi ti mene trebao krstiti!”
MAT.3.15	Ali Isus mu odgovori: “Pusti to, jer nam valja ispuniti pravednu Božju volju.” Tada ga je Ivan krstio.
MAT.3.16	Nakon krštenja Isus iziđe iz vode. I gle! Nebesa se otvore i on ugleda Božjega Duha kako silazi kao golub i spušta se na njega. 
