GEN.1.1	Naapɨara Tachi Akꞌõrepa pajã mãikꞌaapa eujã ookꞌãri, 
GEN.1.2	jõma pꞌãriu baji. Pania aupai ũu baji. Waa ne–inaa wẽ–e paji. Iru Jaure pania ɨ̃rɨ nipapachi. Tachi Akꞌõrepa na pꞌekꞌau eujã mãikꞌaapa pajã nãgá ooji.
GEN.1.3	Tachi Akꞌõrepa jaraji:
GEN.1.3	—Ɨ̃daapáde aji.
GEN.1.3	Mãpai ɨ̃daaji.
GEN.1.4	Ɨ̃daakꞌãri, Tachi Akꞌõrepa mãgaji:
GEN.1.4	—Pia bɨda aji.
GEN.1.4	Mãpai ma ɨ̃daa pꞌãriudeepa awara bɨji. 
GEN.1.5	Ma ɨ̃daa tꞌɨ̃ bɨji ewari mãikꞌaapa pꞌãriu tꞌɨ̃ bɨji pꞌãrikꞌua. Mãgá ooji ewari, pꞌãriu ome, kꞌãima abaade.
GEN.1.6	Mãpai Tachi Akꞌõrepa jaraji:
GEN.1.6	—Pania ũkꞌuru ɨtꞌaa wãpáde aji.
GEN.1.7	Mãga paji. Tachi Akꞌõrepa ewaraa kꞌobɨji pania ũkꞌuru aɨ edaikꞌa eere beemerã; ũkꞌuru aɨ ɨtꞌaikꞌa eere beemerã. 
GEN.1.8	Ma ewaraa kꞌobɨmaa tꞌɨ̃ bɨji pajã. Ma jõma kꞌãima omeede ooji.
GEN.1.9	Mãpai Tachi Akꞌõrepa jaraji:
GEN.1.9	—Pania pajã ekꞌari bɨ ãyaa beepáde aji, eujã uchiamerã.
GEN.1.9	Mãga paji. 
GEN.1.10	Chi pꞌoo bɨmaa tꞌɨ̃ bɨji eujã; paniamaa tꞌɨ̃ bɨji pꞌusa. Tachi Akꞌõrepa ichia ooda pia unuji. 
GEN.1.11	Mãpai irua jaraji eujãde ne–inaa kꞌarra kꞌĩra tꞌãdoo tꞌonomerã; pꞌũajara kꞌĩra tꞌãdoo chi tau tꞌonomerã mãikꞌaapa pakꞌuru kꞌĩra tꞌãdoode nejõ chaumerã. Irua jaradakꞌa mãga paji. 
GEN.1.12	Eujãde uchiaji ne–inaa kꞌarra kꞌĩra tꞌãdoo, pꞌũajara chi tau tꞌonopari mãikꞌaapa pakꞌuru nejõ chaupari.
GEN.1.12	Ma jõma oopꞌeda, Tachi Akꞌõrepa mãgaji:
GEN.1.12	—Pia bɨda aji.
GEN.1.13	Ma jõma kꞌãima õpeede ooji.
GEN.1.14	Mãpai Tachi Akꞌõrepa jaraji:
GEN.1.14	—Pajãde paraapáde aji, ne–inaa ɨ̃daapari ma kꞌaurepa eperãarãpa kꞌawadamerã ãstaawa, pꞌãrikꞌua, año, atane mãikꞌaapa fiesta ewari. 
GEN.1.15	Ma pajãde ne–inaa ɨ̃daapari kꞌaurepa na eujã ɨ̃daa bapari.
GEN.1.15	Mãga paji. 
GEN.1.16	Tachi Akꞌõrepa ne–inaa omé ooji pajãde bɨitꞌee. Chi waibɨara bɨ ooji ãstaawa ɨ̃daamerã. Jõdee chi ma–ãriara bɨ ooji pꞌãrikꞌua ɨ̃daamerã. Ichiaba ooji lucero pꞌãrikꞌua ɨ̃daadamerã. 
GEN.1.17	Tachi Akꞌõrepa ma ne–inaa ɨ̃daapari bɨji pajãde eujã ɨ̃rɨ ɨ̃daamerã 
GEN.1.18	mãikꞌaapa ãstaawa, pꞌãriu ome awara beemerã. Mapa ãstaawa akꞌõrejĩru jẽrapari mãikꞌaapa pꞌãrikꞌua atane ɨ̃daapari.
GEN.1.18	Mãga oo aupakꞌãri, mãgaji:
GEN.1.18	—Pia bɨda aji.
GEN.1.19	Ma jõma kꞌãima kꞌĩmariide ooji.
GEN.1.20	Mãpai Tachi Akꞌõrepa jaraji:
GEN.1.20	—Toida paraapáde aji, chikꞌo kꞌĩra tꞌãdoo.
GEN.1.20	Ichiaba jaraji:
GEN.1.20	—Paraapáde aji, ipanaarã eujã ɨ̃rɨ wãabaidamerã. Mãpai paraaji. 
GEN.1.21	Tachi Akꞌõrepa pꞌusadepema ne–inaa jõmaweda chokꞌai bee ooji, nemĩsia paara. Ichiaba ooji toidapema ne–inaa jõmaweda chokꞌai bee mãikꞌaapa ne–inaa jõmaweda chokꞌai bee eujã ɨ̃rɨ wãabaipata.
GEN.1.22	Ichia ooda pia beekꞌãri, Tachi Akꞌõrepa na pedee pia jaraji ma toidapema ne–inaa chokꞌai beerãmaa:
GEN.1.22	—Warrarã chokꞌara oodapáde aji.
GEN.1.22	Aukꞌa jaraji ipanaarãmaa:
GEN.1.22	—Ipana chakꞌeerã chokꞌara oodapáde aji.
GEN.1.23	Ma jõma kꞌãima joisomaade ooji.
GEN.1.24	Mãpai Tachi Akꞌõrepa jaraji:
GEN.1.24	—Eujãde paraapáde aji, ne–animalaarã kꞌĩra tꞌãdoo; taunomaa, tausaaree mãikꞌaapa eujãde bipa urtꞌĩu nĩuteepata paara.
GEN.1.24	Mãga paji. 
GEN.1.25	Tachi Akꞌõrepa ma ne–animalaarã ooji mãikꞌaapa ichia ooda pia akꞌɨji.
GEN.1.26	Mãpai Tachi Akꞌõrepa mãgaji:
