MAT.1.1	Mo'ko David parymbo, mo'ko Abraham parymbo Jesus Kristus tangonymbo etykon a'pemy'san karetary.
MAT.1.2	Abraham 'wa Isak typa'kano'se man.
MAT.1.2	Isak 'wa Jakob typa'kano'se man.
MAT.1.2	Jakob 'wa Juda, mo'karon ipiryjan enapa typa'kano'se mandon,
MAT.1.3	Juda 'wa mo'ko Tamar maro Peres, mo'ko Sera enapa typa'kano'se mandon.
MAT.1.3	Peres 'wa Hesron typa'kano'se man.
MAT.1.3	Hesron 'wa Aram typa'kano'se man.
MAT.1.4	Aram 'wa Aminadab typa'kano'se man.
MAT.1.4	Aminadab 'wa Nakson typa'kano'se man.
MAT.1.4	Nakson 'wa Salmon typa'kano'se man.
MAT.1.5	Salmon 'wa mo'ko Rahab maro Boas typa'kano'se man.
MAT.1.5	Boas 'wa mo'ko Ruth maro Obed typa'kano'se man.
MAT.1.5	Obed 'wa Isai typa'kano'se man.
MAT.1.6	Isai 'wa mo'ko poto 'su jopoto David typa'kano'se man.
MAT.1.6	David 'wa mo'ko Uria pytymbo maro Salomo typa'kano'se man.
MAT.1.7	Salomo 'wa Rekabeam typa'kano'se man.
MAT.1.7	Rekabeam 'wa Abia typa'kano'se man.
MAT.1.7	Abia 'wa Asaf typa'kano'se man.
MAT.1.8	Asaf 'wa Josafat typa'kano'se man.
MAT.1.8	Josafat 'wa Joram typa'kano'se man.
MAT.1.8	Joram 'wa Usia typa'kano'se man.
MAT.1.9	Usia 'wa Jotam typa'kano'se man.
MAT.1.9	Jotam 'wa Akas typa'kano'se man.
MAT.1.9	Akas 'wa Hiskia typa'kano'se man.
MAT.1.10	Hiskia 'wa Manase typa'kano'se man.
MAT.1.10	Manase 'wa Amos typa'kano'se man.
MAT.1.10	Amos 'wa Josia typa'kano'se man.
MAT.1.11	Josia 'wa Jekonia, mo'karon ipiryjan enapa typa'kano'se mandon, moro Babylon 'wa Simosu emimarykon jako.
MAT.1.12	Moro Babylon 'wa Simosu emima'san wyino,
MAT.1.12	Jekonia 'wa Sealtiel typa'kano'se man.
MAT.1.12	Sealtiel 'wa Serubabel typa'kano'se man.
MAT.1.13	Serubabel 'wa Abihud typa'kano'se man.
MAT.1.13	Abihud 'wa Eljakim typa'kano'se man. Eljakim 'wa Asor typa'kano'se man.
MAT.1.14	Asor 'wa Sadok typa'kano'se man.
MAT.1.14	Sadok 'wa Akim typa'kano'se man.
MAT.1.14	Akim 'wa Eliud typa'kano'se man.
MAT.1.15	Eliud 'wa Eleaser typa'kano'se man.
MAT.1.15	Eleaser 'wa Matan typa'kano'se man. Matan 'wa Jakob typa'kano'se man.
MAT.1.16	Jakob 'wa Josef typa'kano'se man.
MAT.1.16	Josef ro Maria yino me tywaije man.
MAT.1.16	Mo'ko ro Jesus, mo'ko Mesias me kynejatojaton inoro sano me tywaije man.
MAT.1.17	Abraham wyinombo ro David taronaka mo'karon kari'na pa'kano'namonymbo ainapatoro itu'ponaka okupa'en mandon. David wyinombo ro Babylon 'wa Simosu emimary taronaka mo'karon kari'na pa'kano'namonymbo ainapatoro itu'ponaka okupa'en mandon. Moro Babylon 'wa emimarykon wyinombo ro mo'ko Mesias taronaka mo'karon kari'na pa'kano'namonymbo ainapatoro itu'ponaka okupa'en mandon.
