MAT.1.1	Ie se sale nenex ti Jises Krais. Jises Krais i nakuama ti *David a David nakuama ti *Abraham.
MAT.1.2	Abraham tel tame Aisak,
MAT.1.2	Aisak tel tame *Jekop,
MAT.1.2	Jekop tel tame *Juda ma tesol ukalan.
MAT.1.3	Juda tel tame Peres ma Sera, tinalalu Tamar.
MAT.1.3	Peres tel tame Hesron,
MAT.1.3	Hesron tel tame Ram.
MAT.1.4	Ram tel tame Aminadab,
MAT.1.4	Aminadab tel tame Nason,
MAT.1.4	Nason tel tame Salmon.
MAT.1.5	Salmon tel tame Boas, tinan Rahab.
MAT.1.5	Boas tel tame Obed, tinan Rut.
MAT.1.5	Obed tel tame *Jesi.
MAT.1.6	Jesi tel tame tel masiwi David.
MAT.1.6	David tel tame *Solomon, tel tini Solomon
MAT.1.6	tetel axoi Uraia axan Batseba.
MAT.1.7	Solomon tel tame Rehoboam,
MAT.1.7	Rehoboam tel tame Abija,
MAT.1.7	Abija tel tame Asa.
MAT.1.8	Asa tel tame Jeosapat,
MAT.1.8	Jeosapat tel tame Jeoram,
MAT.1.8	Jeoram tel tame Usaia.
MAT.1.9	Usaia tel tame Jotam,
MAT.1.9	Jotam tel tame Ahas,
MAT.1.9	Ahas tel tame Hesekaia.
MAT.1.10	Hesekaia tel tame Manase,
MAT.1.10	Manase tel tame Amon,
MAT.1.10	Amon tel tame Josaia.
MAT.1.11	Josaia tel tame Jehoiakin ma tesol ukalan.
MAT.1.11	Tataen ien teka *Israel kalabus hani *Babilon.
MAT.1.12	Muhin ti lato kalabus kewa ti Babilon:
MAT.1.12	Jehoiakin tel tame Sealtiel,
MAT.1.12	Sealtiel tel tame Serubabel.
MAT.1.13	Serubabel tel tame Abiud,
MAT.1.13	Abiud tel tame Eliakim,
MAT.1.13	Eliakim tel tame Asor.
MAT.1.14	Asor tel tame Sadok,
MAT.1.14	Sadok tel tame Akim,
MAT.1.14	Akim tel tame Eliud.
MAT.1.15	Eliud tel tame Eleasar,
MAT.1.15	Eleasar tel tame Matan,
MAT.1.15	Matan tel tame Jekop.
MAT.1.16	Jekop tel tame Josep, tel axoi Mary, tetel tini Jises,
MAT.1.16	tel Krais Haeu taloma.
MAT.1.17	Tataen Abraham hanima David, nakuale huopanim hinalo. David hanima tataen ti lato kalabus hani Babilon, nakuale tin huopanim hinalo ape huopanim hinalo hani tataen takahe Krais.
MAT.1.18	Sale takahe Jises Krais. Tel tinan Mary laha kilami hani axoi Josep, tuahe imat ti lalu sal, liai i petiwen akaik ti pohe *Holi Spirit. 
MAT.1.19	Josep se seilon sawisawin, i watakai hahienai Mary ti puli lawe seilon. Aile ape i namiloi na i tua lioi hakokol Mary.
MAT.1.20	Lokon ti i to nanamiloi, tel *engel, spirit solian ti tel Masiwi Haeu, sohot hani i ti paxangongo, i ukek, “Josep, tel kahi nati David, kum maamata waxiai axoam Mary. Tel akaik he tian i pet ti pohe Holi Spirit. 
MAT.1.21	I hatakaha tel akaik wawan, o axaiwa axan Jises nake i awai seilon ti kawate saun lialun ti laha.”
MAT.1.22	Hatesol waliko ie i sohot hapoponowi hawane kakai Haeu masin ti tel seilon kuluiai kakaian kakawen, i ukek,
MAT.1.23	“Tel hehin tenen i tai eng akakati tel na wawan
MAT.1.23	i pet akaik ape i hatakaha tel akaik wawan,
MAT.1.23	laha axai axan Imanuel.
MAT.1.23	Tenen kakain Imanuel i ukek, ‘Haeu kapi kaha.’ ” 
MAT.1.24	Muhin ti Josep haiwa, i waxi Mary hanowi ti tel engel ti Haeu kaakane i. 
MAT.1.25	Tuahe Josep tai eng akati i hani tataen tel akaik takah. Ape Josep axai axan Jises.
MAT.2.1	*Jises takah leili taon Betlehem ti Judia, lokon ti *Herod masiwi. Lokon ien, tesol seilon ti sai angiha tahia hani Jerusalem. Lato aneso mumuh ti kohot. 
MAT.2.2	Ape lato kamea, “Ia tetel akaik i takahale masiwi tapein ti teka *Ju? Amite ningahi tehu kohot ti sai angiha i kola takahan ape amite nahima lotuian.”
MAT.2.3	Ti tel masiwi Herod hongoa, namilon sihikuk hawane hetekie teka seilon ti Jerusalem. 
MAT.2.4	I tiloi teka masiwi tuah ti hukuminiai Haeu ma seilon, ma *teka hanaui nauna ti Moses ape i kamei lato, “Tel *Krais i takah tetesol ia?”
MAT.2.5	Lato ukek, “Leili taon Betlehem ti Judia masin ti tel kuluiai kakai Haeu taiwen ukek,
MAT.2.6	“ ‘Betlehem, taon ti Judia,
MAT.2.6	o kumahe tehu taon tap axan ti Judia
MAT.2.6	nake o tetesol tel masiwi i po sohot
MAT.2.6	ti ngahatiai teka seilon tetak ti *Israel.’ ” 
MAT.2.7	Ape Herod tiloi tesol soliwa ti angiha. I kamei hakokol lato lokon wanen ti tehu kohot sohot. 
MAT.2.8	Ape i talo lato hani Betlehem i ukek, “Amuto nahiwa ape puas nihehi upia aluini hawanewa tel akaik. Na amuto tunahi, hahongo aliakema nga lehe tin nga nahih lotui i.”
MAT.2.9	Muhi kakai Herod ape lato nahih. Ti lato luluainiwa, tehu kohot i sohot alia ape i to neneiniwa aweisalulato hani tataen tesol tel akaik takah.
MAT.2.10	Ti lato ningahiwa tehu kohot pate lato amuam hawane. 
MAT.2.11	Ti lato soh haniwa leili ing, lato ningahi tel akaik ma tel tinan Mary. Lato lokuha lotui tel akaik. Lato heiwa kakulato ape axi i waliko tuah: gol, sanda ma mer, paura tenen poun pate solian. 
MAT.2.12	Ti leili paxangoalato Haeu hahongo lato ukek, “Kum alia hahani kapi Herod.” Ape lato non aweisal liai alia hani xuxulato.
