MAT.1.1	Jesus Kristus wõ yen, anĩ nẽ ibor gĩ isin, Ĩ Dawid tubu, Abraham nẽ ibor.
MAT.1.2	Isak, ne tama Abraham,
MAT.1.2	Jakop, ne tama Isak,
MAT.1.2	Juda, ne tura tar geid, idi temeid Jakop,
MAT.1.3	Feres Sera ado, nedi temeid Juda, nedi sineid Tamar,
MAT.1.3	Hesron, ne tama Feres,
MAT.1.3	Ram, ne tama Hesron,
MAT.1.4	Aminadab, ne tama Ram,
MAT.1.4	Nason, ne tama Aminadab,
MAT.1.4	Salmon, ne tama Nason,
MAT.1.5	Boas, ĩ yogon tama Salmon, Boas sina Rahab, ĩ haiden kayau, Israel kayau sã,
MAT.1.5	Obed, ĩ yogon tama Boas, yogon sina Rut, ĩ haiden kayau, Israel kayau sã,
MAT.1.5	Jesi, ne tama Obed,
MAT.1.6	King Dawid, ne tama Jesi.
MAT.1.6	Solomon, ne tama Dawid, Solomon ne sina ĩ, kulu kusĩ mudur Uria nẽ kayaun,
MAT.1.7	Rehoboam, ne tama Solomon,
MAT.1.7	Abiya, ne tama Rehoboam,
MAT.1.7	Asa, ne tama Abiya,
MAT.1.8	Jehosafat, ne tama Asa,
MAT.1.8	Jehoram, ne tama Jehosafat,
MAT.1.8	Usia, ne tama Jehoram,
MAT.1.9	Jotam, ne tama Usia,
MAT.1.9	Ahas, ne tama Jotam,
MAT.1.9	Hesekia, ne tama Ahas,
MAT.1.10	Manase, ne tama Hesekia,
MAT.1.10	Amon, ne tama Manase,
MAT.1.10	Josia ne tama, Amon,
MAT.1.11	Jekonia in tura tar geid, nedi temeid Josia, sain anĩ bun, Babilonem Israel tamo kayau guri difeid dirou, Babilon kalabus bun dilen.
MAT.1.12	Babilon kalabus bun dilen sain anĩ bunem,
MAT.1.12	Sieltiel, ne tama Jekonia,
MAT.1.12	Serubabel, ne tama Sieltiel,
MAT.1.13	Abiud, ne tama Serubabel,
MAT.1.13	Eliakim, ne tama Abiud,
MAT.1.13	Asor, ne tama Eliakim,
MAT.1.14	Sadok, ne tama Asor,
MAT.1.14	Akim, ne tama Sadok,
MAT.1.14	Eliud, ne tama Akim,
MAT.1.15	Eleasar, ne tama Eliud,
MAT.1.15	Matan, ne tama Eleasar,
MAT.1.15	Jakop, ne tama Matan,
MAT.1.16	Josef ĩ, ne tama Jakop, Josef ĩ Maria aiwa, Maria ĩ Jesus gõ fen, Jesus ĩ anĩ Kristus
MAT.1.17	Anĩ nigin, ibor Abraham bun tamal ile Dawid, are ibor 14, Dawid bun tamal ile Babilon kalabus dilen, are ibor 14, kalabus bun tamal ile Kristus wõ yen, are ibor 14.
MAT.1.18	Jesus wõ yen anĩ eig fiya: In sina Maria Josefem yalouf nigin digirkenen, anĩ ere, idi uruwom fau mois diyo ken, Awa Uur Fateul bunem Maria bou adon anĩ dilen. 
