MAT.1.1	อิพฺราหีม: สนฺตาโน ทายูทฺ ตสฺย สนฺตาโน ยีศุขฺรีษฺฏสฺตสฺย ปูรฺวฺวปุรุษวํศเศฺรณีฯ
MAT.1.2	อิพฺราหีม: ปุตฺร อิสฺหากฺ ตสฺย ปุโตฺร ยากูพฺ ตสฺย ปุโตฺร ยิหูทาสฺตสฺย ภฺราตรศฺจฯ
MAT.1.3	ตสฺมาทฺ ยิหูทาตสฺตามโร ครฺเภ เปรเสฺสรเหา ชชฺญาเต, ตสฺย เปรส: ปุโตฺร หิโษฺรณฺ ตสฺย ปุโตฺร 'รามฺฯ
MAT.1.4	ตสฺย ปุโตฺร 'มฺมีนาทพฺ ตสฺย ปุโตฺร นหโศนฺ ตสฺย ปุตฺร: สลฺโมนฺฯ
MAT.1.5	ตสฺมาทฺ ราหโพ ครฺเภ โพยมฺ ชชฺเญ, ตสฺมาทฺ รูโต ครฺเภ โอเพทฺ ชชฺเญ, ตสฺย ปุโตฺร ยิศย:ฯ
MAT.1.6	ตสฺย ปุโตฺร ทายูทฺ ราช: ตสฺมาทฺ มฺฤโตริยสฺย ชายายำ สุเลมานฺ ชชฺเญฯ
MAT.1.7	ตสฺย ปุโตฺร ริหพิยามฺ, ตสฺย ปุโตฺร'พิย:, ตสฺย ปุตฺร อาสา:ฯ
MAT.1.8	ตสฺย สุโต ยิโหศาผฏฺ ตสฺย สุโต ยิโหราม ตสฺย สุต อุษิย:ฯ
MAT.1.9	ตสฺย สุโต โยถมฺ ตสฺย สุต อาหมฺ ตสฺย สุโต หิษฺกิย:ฯ
MAT.1.10	ตสฺย สุโต มินศิ:, ตสฺย สุต อาโมนฺ ตสฺย สุโต โยศิย:ฯ
MAT.1.11	พาพิลฺนคเร ปฺรวสนาตฺ ปูรฺวฺวํ ส โยศิโย ยิขนิยํ ตสฺย ภฺราตฺฤํศฺจ ชนยามาสฯ
MAT.1.12	ตโต พาพิลิ ปฺรวสนกาเล ยิขนิย: ศลฺตีเยลํ ชนยามาส, ตสฺย สุต: สิรุพฺพาวิลฺฯ
MAT.1.13	ตสฺย สุโต 'โพหุทฺ ตสฺย สุต อิลียากีมฺ ตสฺย สุโต'โสรฺฯ
MAT.1.14	อโสร: สุต: สาโทกฺ ตสฺย สุต อาขีมฺ ตสฺย สุต อิลีหูทฺฯ
MAT.1.15	ตสฺย สุต อิลิยาสรฺ ตสฺย สุโต มตฺตนฺฯ
MAT.1.16	ตสฺย สุโต ยากูพฺ ตสฺย สุโต ยูษผฺ ตสฺย ชายา มริยมฺ; ตสฺย ครฺเภ ยีศุรชนิ, ตเมว ขฺรีษฺฏมฺ (อรฺถาทฺ อภิษิกฺตํ) วทนฺติฯ
MAT.1.17	อิตฺถมฺ อิพฺราหีโม ทายูทํ ยาวตฺ สากเลฺยน จตุรฺทศปุรุษา:; อา ทายูท: กาลาทฺ พาพิลิ ปฺรวสนกาลํ ยาวตฺ จตุรฺทศปุรุษา ภวนฺติฯ พาพิลิ ปฺรวาสนกาลาตฺ ขฺรีษฺฏสฺย กาลํ ยาวตฺ จตุรฺทศปุรุษา ภวนฺติฯ
MAT.1.18	ยีศุขฺรีษฺฏสฺย ชนฺม กถฺถเตฯ มริยมฺ นามิกา กนฺยา ยูษเผ วาคฺทตฺตาสีตฺ, ตทา ตโย: สงฺคมาตฺ ปฺรากฺ สา กนฺยา  ปวิเตฺรณาตฺมนา ครฺภวตี พภูวฯ
MAT.1.19	ตตฺร ตสฺยา: ปติ รฺยูษผฺ เสาชนฺยาตฺ ตสฺยา: กลงฺคํ ปฺรกาศยิตุมฺ อนิจฺฉนฺ โคปเนเน ตำ ปาริตฺยกฺตุํ มนศฺจเกฺรฯ
MAT.1.20	ส ตไถว ภาวยติ, ตทานีํ ปรเมศฺวรสฺย ทูต: สฺวปฺเน ตํ ทรฺศนํ ทตฺตฺวา วฺยาชหาร, เห ทายูท: สนฺตาน ยูษผฺ ตฺวํ นิชำ ชายำ มริยมมฺ อาทาตุํ มา ไภษี:ฯ
MAT.1.21	ยตสฺตสฺยา ครฺภ: ปวิตฺราทาตฺมโน'ภวตฺ, สา จ ปุตฺรํ ปฺรสวิษฺยเต, ตทา ตฺวํ ตสฺย นาม ยีศุมฺ (อรฺถาตฺ ตฺราตารํ) กรีษฺยเส, ยสฺมาตฺ ส นิชมนุชานฺ เตษำ กลุเษภฺย อุทฺธริษฺยติฯ
MAT.1.22	อิตฺถํ สติ, ปศฺย ครฺภวตี กนฺยา ตนยํ ปฺรสวิษฺยเตฯ อิมฺมานูเยลฺ ตทียญฺจ นามเธยํ ภวิษฺยติ๚ อิมฺมานูเยลฺ อสฺมากํ สงฺคีศฺวรอิตฺยรฺถ:ฯ
MAT.1.23	อิติ ยทฺ วจนํ ปุรฺวฺวํ ภวิษฺยทฺวกฺตฺรา อีศฺวร: กถายามาส, ตตฺ ตทานีํ สิทฺธมภวตฺฯ
MAT.1.24	อนนฺตรํ ยูษผฺ นิทฺราโต ชาคริต อุตฺถาย ปรเมศฺวรียทูตสฺย นิเทศานุสาเรณ นิชำ ชายำ ชคฺราห,
MAT.1.25	กินฺตุ ยาวตฺ สา นิชํ ปฺรถมสุตํ อ สุษุเว, ตาวตฺ ตำ โนปาคจฺฉตฺ, ตต: สุตสฺย นาม ยีศุํ จเกฺรฯ
MAT.2.1	อนนฺตรํ เหโรทฺ สํชฺญเก ราชฺญิ ราชฺยํ ศาสติ ยิหูทียเทศสฺย ไพเตฺลหมิ นคเร ยีเศา ชาตวติ จ, กติปยา โชฺยติรฺวฺวุท: ปูรฺวฺวสฺยา ทิโศ ยิรูศาลมฺนครํ สเมตฺย กถยมาสุ:,
MAT.2.2	โย ยิหูทียานำ ราชา ชาตวานฺ, ส กุตฺราเสฺต? วยํ ปูรฺวฺวสฺยำ ทิศิ ติษฺฐนฺตสฺตทียำ ตารกามฺ อปศฺยาม ตสฺมาตฺ ตํ ปฺรณนฺตุมฺ อाคมามฯ
