RUT.1.1	Isilale udia dolö beaha aligilo gini maadeia, gudi mogelo amoliamu beaha nebegi, Yuda segea ami sege eso edefademalä maala sïdë i edefade gelola misi. Amala hamosebegida Bedeleheme ami fii dolö afädë sosogoda Yuda, amilahilä gäheo i odoa sege näiadodi Moaba namolö asi. Dolö asi amo ïe udiage ïe dolö malö äudäge ili biyidia asi.
RUT.1.2	Dolö amoïe ëida Elimelege, ïe udiada Naomi, malö äudä amolele ëida Malonole Gilionole. Ili sosogoda Efalada, Yuda fii ïe gaamu edefade Bedeleheme dibea amilahilä Moaba namolö asi. 
RUT.1.3+RUT.1.4+RUT.1.5	Ili gäheo i nabülasi afädë gadoi ami nelo. Ami nea Elimelege baagoi. Baagosebegida Naomi, ïe malö äudä amolali, hilido nelo. Hilido nea efegele äudä amolea Moaba udia amogi nii. Dolïsä äudä amolele ëida Obale Uludile. Ele neala ami salea Gilionole Malonole helegela ami baagoi. Egoa efegele äudä amolali baagoibua Naomi hïdo ami sulo.
RUT.1.6	Naomi ami salea nabelebe Dafidilo Geloia ïe udia dolö neala obeägïlasilahilä dafidi esoi dilo amo fisilahilä molö naha dialeala säi nabi. Amo nabalahilä efege idia didalo äudä amola ili Moaba dïgïla moholöla daiai. 
RUT.1.7	Naomila efege idia didalo äudä amolali segea ami sulo amo dïgïlahilä, Yuda segea moholö asi. 
RUT.1.8	Asi amo awälahilä gaso, idiafa amilahilä Naomia efege idia äudä amolema sähalea, Alida hali segea diemebalä samolö obëgëmalo. Alia nemage baagoi amolimage mala hedabi hamosa nelo amo gadola Dafidilo Geloiage alima hedabi hamomolömelë. 
RUT.1.9+RUT.1.10	Dafidilo Geloia ali ugila negemäia. Dolö elöma mosalo. Dafidilo Geloia ali hedabola ugila negemolömelëla säla ïahagola säla ï. Amala säla ïaha nelolahilä, Naomia udia äudä amole helegela neala mimilahilä, ali samialola säla ï. Amala säi amole udia äudä amolea dïisa nea Naomima gelolafalï sähalea, Alïda obëgëmolö made. Di sosogo neebea di awäsego gadola nihïlïgïla moholömelëla säi.
RUT.1.11	Amala säsebegi, Naomia säla obëgësalea, Nïe nidiwi alie, alida dofä wila hali mosöa obëgëmäiala helësësamelë. Nebaläda alida edo nea moholö. Ali nimäia na dolö malö elö sogobamolöi gabule. Alida mosöa bahïla obëgëmalo. 
RUT.1.12+RUT.1.13	Na walio gasigi dolö fila awäla malö äudä sogobalahilä amea ali nimäiale. Neda sesalebe made gabule. Ali hali segea bahïla obëgëmalo. Malö äudä amea ali nimäialahilä beaha samolöle. Ele helësëla ali memalä samolöle. Nïe nidiwi alie, Dafidilo Geloia nema edefade baagi ï amo gadola alimage amai amogi bobasësawela säi. 
RUT.1.14	Amo säi amo nabalahilä elea bu elö dïi. Dïisa nelolahilä Obaea egoame Naomi gaula mimilahilä, mosalo, hawiola sälahilä hï segea obëgëi. Uludia egoame sali gaula nea, neda dofä obëgëmolö mademelëla säi. 
RUT.1.15	Amala säsebegi, Naomia ema säla obëgësalea, Dïe disama amoda e hïle sosogo neebeage hïle gode neebeage obëgëi amo dige amo gadola obëgëmalola säi. 
RUT.1.16	Amala säsebegi, Uludia säla obëgësalea, Dia ne bahïla obëgëmalola sämabu. Di awäsego gadola ne moholömelë. Di fisebea amige ne samolömelë. Di sosogo neebe amoge ne sosogo namolömelë. Dïe Geleiyesali Gode neebe amoge nïe Geleiyesali Gode namolömelë. 
RUT.1.17	Di baagosebea amige ne baagomolömelë. Baagosebea amida baumäiamelë. Baagoeamu alï neala hïdo hïdolasimolömelë. Na ado walio säi amo gadola bëgëla made hamoseda, Dafidilo Geloi edefade neebe amea nema yöi ïmäiamelëla säla ï. 
RUT.1.18	Amala säsebegi, Naomia beahamelebe Uludia ebalä moholöla gelosebegi, ea ado säla made, 
RUT.1.19	amilasilahilä udia äudä amole awäla Bedeleheme beselagalai. Beselagalasebegi, Bedeleheme udia dolö nefolalo amolia fudugilahilä udiafalï amolia sähalea, E, goda Naomi gabule ma, nowëla säi. 
RUT.1.20	Amala säsebegi, Naomia säla obëgësalea, Nema Naomila sämabu. Nema Malala sämo. (Naomi nilïle ado sälada obeägïsa. Amase, Malada nilïle ado sälada Gamogaila sämola säi). Gode Edefade Sulubadelaïe Geloi neebe amea nema gamogai yafie hamola, nihïnege neala gamogalasimelë. 
