MAT.1.1	Ñwaè' ca yi ce suñ aèmboè raèraâ Jisos Kraâis ce e m ba muu Dávïìd, Dávïìd aè ba muu Abraèhaêm.
MAT.1.2	Abraèham aè m bi Aisïìk, Aisïìk aè bi Jakoèp,
MAT.1.2	Jakoèp aè bi Judaè ba bfúr vi.
MAT.1.3	Judaè aè m bi Páráès ba Saráè ce yaèp ma aè m ba Tamaèr.
MAT.1.3	Páráès aè bi Ásiroèm,
MAT.1.3	Ásiroèm aè bi Raêm.
MAT.1.4	Ram aè m bi AÈminadaèp,
MAT.1.4	AÈminadaèp aè bi Nashoèn,
MAT.1.4	Nashoèn aè bi Sarmoèn.
MAT.1.5	Sarmoèn aè m bi Buwaès ce yïì ma aè m ba Rahaèp,
MAT.1.5	Buwaès aè bi Obáèd ce yïì ma aè m ba Ruêr,
MAT.1.5	Obáèd aè bi Jáásïì.
MAT.1.6	Jáásïì aè m bi ñkúú Dávïìd.
MAT.1.6	Dávïìd aè bi Solomúèn ce yïì ma aè m ba ñgwa Yurïìyaè naè,
MAT.1.7	Solomúèn aè bi Rábuèwaèm,
MAT.1.7	Rábuèwaèm aè bi AÈbijaè,
MAT.1.7	AÈbijaè aè bi Asaè.
MAT.1.8	Asaè aè m bi Jásafaèr,
MAT.1.8	Jásafaèr aè bi Joraèm,
MAT.1.8	Joraèm aè bi OÈsayaè,
MAT.1.9	OÈsayaè aè bi Jotaèm,
MAT.1.9	Jotaèm aè bi Áhaèr,
MAT.1.9	Áhaèr aè bi Háèsïìkayaè.
MAT.1.10	Háèsïìkayaè aè m bi Maènasïìs,
MAT.1.10	Maènasïìs aè bi Amoèn,
MAT.1.10	Amoèn aè bi Joèsayaè.
MAT.1.11	Joèsayaè aè m bi Jáèkonaèr ba bfúr vi aè nfeè' ce a m ce koo beèe Judaè aè rkoèñ ce du aègho aè to' Babiloèn naè. 
MAT.1.12	A ka' koo woweèe duè aègho aè to' Babiloèn,
MAT.1.12	Jáèkonaèr aè bi Shálatáèr,
MAT.1.12	Shálatáèr aè bi Sáèrobabáèr,
MAT.1.13	Sáèrobabáèr aè bi AÈbiyuèr,
MAT.1.13	AÈbiyuèr aè bi Álayikïìm,
MAT.1.13	Álayikïìm aè bi Asoèr.
MAT.1.14	Asoèr aè m bi Sadoèk,
MAT.1.14	Sadoèk aè bi Akïìm,
MAT.1.14	Akïìm aè bi ÁÈliyuèr.
MAT.1.15	ÁÈliyuèr aè m bi ÁÈlisaè,
MAT.1.15	ÁÈlisaè aè bi Mataèm,
MAT.1.15	Mataèm aè bi Jakoèp,
MAT.1.16	Jakoèp aè bi Josáèf ce e m ba nduu yïì Máèári ce e m bi Jisoès ce a ce too ená Kraêis.
MAT.1.17	Baná ñgúè beèe aè m ba ncoèp-kyeèe-aè-rrúèú ká' embe nfeè' yïì Abraèhaêm, du ba' mbe nfeè' yïì Dávïìd, a ker ba ncoèp-kyeèe-aè-rrúèú ká' embe nfeè' yïì Dávïìd du ba' mbe nfeè' a m ce koo beèe ce duè aègho aè to' Babiloèn naè, a ba ncoèp-kyeèe-aè-rrúèú ká' embe nfeè' ce a m duè neè beèe aè to' Babiloèn du ba' mbe nfeè' yïì Kraâis anaè.
MAT.1.18	A mboè rbi Jisos Kraâis li m ba aè njáèá enáê. Yïì ma ce aè m ba Máèári aè m koo kwaèñ ese Josáèf ená e bo duè bguèu a ye. Tá a ye a ka' keèe rïìñni mnyor aèmboè nduu a nje, e ba neè rbúè aè ñger Yú' Rara. Josáèf aè lo a riñ ená e yu neè rbúè. 
MAT.1.19	Josáèf ce e m ba nduu yïì aè m ba ñwáâ nyáánïì, a ke' ce koèñ ená e coosi ye aè múè beèe ka', a ce kwaè'shi ená e be kwesi guèu tá ñwáè moè' riñ ka'. 
MAT.1.20	E ka' ce kwaè'shi aè rgeèe wa'a, a yá rlo aèmboè ncïìndap Tata Nyúè aè vúè a laa neè ye enáê, “Josáèf muu Dávïìd, fa wáp aè rloèr ñgwa woâ Máèári ka', njobeè' muu ce e yu njep yeâ rbúè naè aè loè ba ese Yú' Rara. 
MAT.1.21	E be bi muu mbañruè tá aè fa li rlii ená Jisoès, njobeè' e be geèe tá yïì beèe a luñ efa yaèp buu bbebep.” 
MAT.1.22	Buu ca wááwá vi m ba wa'a tá yuu ce Tata Nyúè aè m laèa njïì enjep yïì ñwáè ncep ntuu yi bo ghááte njo. E m laèa enáê, 
MAT.1.23	“Muu ñgoèñgoè be ba neè rbúè, bi muu mbañruè tá a fa li rlii ená ÁÈmanuèwáèl.” 
MAT.1.24	Josáèf aè ka' lá' efa mmirloèè, a gee yuu ce ncïìndap Tata Nyúè aè m suñ ye aè rlo naè, a lor ñgwa yïì a du a ye fa yeâ laè'. 
MAT.1.25	A ye a m rïìñni mnyor aèmboè nduu ba nje ka' caar e bi muu mbañruè anaè. E ka' bi, Josáèf aè fa rlii muu ená Jisoès.
MAT.2.1	AÈ m ba mbe nfeè' ce a m bi Jisoès aè rla' Bátáèláèháêm, aè ñgoèñ Juèdiyaè aè nfeè' ce Hároèd aè m ba ñkúú, ñgaâa bfee mo' a lo ekuè mbuèuntii a du aè rla' Jáèrusaláèm, 
MAT.2.2	a bipshi enáê, “Muu ce a bi ye aè ñkúú Jus naè yuê? Weèr aè yá li rkaèñsïì kuè mbuèuntii, a vú aè rgú'shi neè ye.” 
MAT.2.3	Ñkúú Hároèd aè ka' yu' ca, yi fa ye ñgá' seê, a fa ñgá' foñ neè beèe wááwá aè rla' Jáèrusaláèm. 
MAT.2.4	E ká' beâe bgoèrgoèr efa múè ñgaâa tañshi tañshïì ba ñgaâa ryá'ni mncir, a bipshi neè woweèe ená yi m ba ená a be bi Kraâis anaè ba fá lá? 
MAT.2.5	Woweèe a beesïì enáê, “AÈ rla' Bátáèláèháêm, aè ñgoâñ Juèdiyaè. Ñwáè ncep ntuu Nyúè aè m sañ enáê,
MAT.2.6	‘Wáè ce Bátáèláèháêm, ce aè yu aè ñgoâñ Judaè,
MAT.2.6	aè yu ñwáâ múcaèr aè múè ñgaâa rsa' aè ñgoèñ Judaè ka' koo-múcaèr,
MAT.2.6	njobeè' ñwáè rsa' be fúú efa múè yoè beèe,
MAT.2.6	cïìñ yaè beèe Isráèl aèmboè ñwáè ncïìñ njeèe.’ ”
MAT.2.7	Hároèd aè ká' ñgaâa bfee anaè mbe dïì' ce e m ku ba mimñgi', a bipshi neè woweèe, a yu' nfeè' ce rkaèñsïì li m yááti seeseê. 
MAT.2.8	A ka' yu', a tuu woweèe aè rla' Bátáèláèháêm, a laa enáê, “Duè neè du roo muu anaè boèñboñ, weâe roèo yá ye, weèe gee tá m rïîñ, tá m bo duè caè'ni ye foñ.” 
MAT.2.9	Woweèe a ka' yu' yuu ce ñkúú aè laèa, a nati a ce duè, a ku yá aèm boè rkaèñsïì ce woweèe a m yá kuè mbuèuntii naè li ce duè kuèntombïì neè woweèe caar a ba' a táá mbe dïì' ce muu anaè aè m ba. 
MAT.2.10	Woweèe a ka' yá aèmboè li táá, a lu'shi magoèr seê. 
MAT.2.11	Woweèe a niñ mbe ndaèp, a yá muu a yïì ma ce Máèári, a gú'shi neè ye. A ka' gú'shi neè ye wáá, a mú' waêp bbaèa, a fúr bco' mo' ce a too ená guêl, ba nráèá, ker ba njáèá mgúr mo' ce mi m ce rúèú boèñboñ seê, a fa neè ye. 
MAT.2.12	Nyúè aè báá woweèe aè rlo ená a fa kúti caèa yá Hároèd ka'. Woweèe a kútïì a woâ to' aè njïû jáá.
